,fecha,hora,tempAmbiente-c,tempMaxima-c,tempMinima-c,humRelativa-%,puntoRocio-c,velViento-mps,dirViento-cuad,relViento,velVientoMaxima-mps,dirVientoPredominante-cuad,sensTermina-c,indiceCalor,indiceTHW,indiceTHSW,presionATM,precipitacion-mm,intPrecipitacion-mmh,radiacionSolar,energiaSolar,radiacionSolarMaxima,heatD-D,coolD-D,tempInterior-c,humRelativaInterior-%,puntoRocioInterior-c,indiceCalorInterior,evapotranspiracion-mm,windSamp,windTx,ISSRecept,arcInt,Estacion,fechaHora
1768,31/10/21,22:00,4.1,5.7,3.9,27,-13.3,24.1,S,48.28,51.5,N,-0.6,3.2,-1.5,---,577.0,0.0,0.0,0,0.0,0,1.19,0.0,1.6,15,-22.4,0.6,0.3,2801,1,100.0,120,Estacion Vendaval,2021-10-31 22:00:00
1769,1/11/21,00:00,1.9,4.9,1.9,32,-13.1,25.7,S,51.5,59.5,NNW,-3.6,1.2,-4.3,---,576.2,0.0,0.0,0,0.0,0,1.37,0.0,-0.3,17,-22.4,-1.1,0.3,2805,1,100.0,120,Estacion Vendaval,2021-01-11 00:00:00
1770,1/11/21,02:00,1.2,1.9,1.2,35,-12.6,25.7,S,51.5,62.8,S,-4.5,0.5,-5.2,---,575.7,0.0,0.0,0,0.0,0,1.431,0.0,-1.7,21,-21.2,-2.4,0.25,2799,1,100.0,120,Estacion Vendaval,2021-01-11 02:00:00
1771,1/11/21,04:00,0.7,1.2,0.3,38,-12.1,19.3,N,38.62,45.1,S,-4.3,0.1,-4.9,---,576.1,0.0,0.0,0,0.0,0,1.472,0.0,-2.6,24,-20.4,-3.2,0.18,2800,1,100.0,120,Estacion Vendaval,2021-01-11 04:00:00
1772,1/11/21,06:00,0.2,0.7,0.1,36,-13.2,20.9,S,41.84,40.2,S,-5.2,-0.4,-5.8,---,575.9,0.0,0.0,0,0.0,0,1.514,0.0,-3.3,26,-20.1,-3.9,0.2,2802,1,100.0,120,Estacion Vendaval,2021-01-11 06:00:00
1773,1/11/21,08:00,2.2,2.2,0.1,4,-36.0,24.1,S,48.28,43.5,S,-2.9,1.2,-4.0,---,576.1,0.0,0.0,42,7.22,292,1.343,0.0,-1.3,21,-20.9,-2.0,0.36,2797,1,100.0,120,Estacion Vendaval,2021-01-11 08:00:00
1774,1/11/21,10:00,5.3,5.4,2.2,5,-31.4,30.6,S,61.16,57.9,NNW,0.3,4.1,-0.9,---,576.9,0.0,0.0,551,94.78,788,1.083,0.0,9.8,14,-16.5,8.4,0.91,2800,1,100.0,120,Estacion Vendaval,2021-01-11 10:00:00
1775,1/11/21,12:00,8.1,8.3,5.3,9,-23.0,32.2,S,64.37,61.2,S,3.2,6.7,1.8,---,576.6,0.0,0.0,967,166.35,1104,0.856,0.0,12.6,11,-17.2,10.4,1.37,2802,1,100.0,120,Estacion Vendaval,2021-01-11 12:00:00
1776,1/11/21,14:00,10.6,10.6,8.1,11,-18.8,33.8,S,67.59,69.2,W,5.9,8.9,4.3,---,576.2,0.0,0.0,1143,196.62,1158,0.648,0.0,15.3,11,-15.1,12.5,1.65,2804,1,100.0,120,Estacion Vendaval,2021-01-11 14:00:00
1777,1/11/21,16:00,10.8,11.6,9.9,7,-23.8,41.8,S,83.69,83.7,S,5.7,9.0,3.9,---,573.3,0.0,0.0,1015,174.6,1129,0.63,0.0,17.5,9,-15.8,14.3,1.73,2809,1,100.0,120,Estacion Vendaval,2021-01-11 16:00:00
1778,1/11/21,18:00,8.8,10.9,8.8,20,-13.0,45.1,S,90.12,86.9,S,3.2,7.6,2.0,---,573.0,0.0,0.0,635,109.23,860,0.796,0.0,15.8,11,-14.7,12.9,1.37,2805,1,100.0,120,Estacion Vendaval,2021-01-11 18:00:00
1779,1/11/21,20:00,3.4,8.8,3.4,23,-15.8,37.0,S,74.03,82.1,NNW,-2.6,2.5,-3.5,---,575.5,0.0,0.0,127,21.85,396,1.245,0.0,4.8,13,-21.4,3.7,0.61,2798,1,100.0,120,Estacion Vendaval,2021-01-11 20:00:00
1780,1/11/21,22:00,2.1,3.4,2.0,15,-21.9,37.0,S,74.03,72.4,S,-4.3,1.2,-5.3,---,577.5,0.0,0.0,0,0.0,0,1.352,0.0,0.1,14,-24.3,-0.7,0.41,2795,1,100.0,120,Estacion Vendaval,2021-01-11 22:00:00
1781,2/11/21,00:00,0.7,2.2,0.6,27,-16.2,25.7,S,51.5,56.3,NNW,-5.1,-0.1,-5.9,---,578.0,0.0,0.0,0,0.0,0,1.472,0.0,-2.1,15,-25.3,-2.8,0.28,2794,1,100.0,120,Estacion Vendaval,2021-02-11 00:00:00
1782,2/11/21,02:00,-0.5,0.8,-0.6,45,-11.0,22.5,S,45.06,51.5,S,-6.2,-1.0,-6.7,---,577.0,0.0,0.0,0,0.0,0,1.569,0.0,-3.3,20,-23.2,-3.9,0.2,2795,1,100.0,120,Estacion Vendaval,2021-02-11 02:00:00
1783,2/11/21,04:00,-0.5,0.1,-0.8,41,-12.2,14.5,S,28.97,33.8,S,-4.9,-1.1,-5.4,---,575.6,0.0,0.0,0,0.0,0,1.569,0.0,-4.2,23,-22.3,-4.7,0.15,2796,1,100.0,120,Estacion Vendaval,2021-02-11 04:00:00
1784,2/11/21,06:00,-1.2,-0.4,-1.2,47,-11.1,14.5,N,28.97,33.8,NNW,-5.8,-1.7,-6.3,---,576.1,0.0,0.0,0,0.0,0,1.63,0.0,-4.8,26,-21.4,-5.3,0.1,2798,1,100.0,120,Estacion Vendaval,2021-02-11 06:00:00
1785,2/11/21,08:00,0.6,0.6,-1.4,33,-13.9,9.7,N,19.31,29.0,N,-2.6,-0.1,-3.2,---,577.3,0.0,0.0,46,7.91,292,1.481,0.0,-2.8,30,-18.0,-3.4,0.1,2787,1,100.0,120,Estacion Vendaval,2021-02-11 08:00:00
1786,2/11/21,10:00,4.6,4.6,0.6,14,-20.7,12.9,S,25.75,38.6,NNW,1.6,3.4,0.4,---,578.0,0.0,0.0,553,95.13,788,1.148,0.0,11.4,19,-11.4,9.7,0.58,2803,1,100.0,120,Estacion Vendaval,2021-02-11 10:00:00
1787,2/11/21,12:00,7.1,7.1,4.3,14,-18.7,35.4,S,70.81,72.4,W,1.9,5.9,0.7,---,577.7,0.0,0.0,965,166.0,1100,0.935,0.0,10.7,15,-15.0,9.1,1.3,2802,1,100.0,120,Estacion Vendaval,2021-02-11 12:00:00
1788,2/11/21,14:00,8.9,9.9,7.1,14,-17.2,43.5,S,86.9,83.7,S,3.5,7.6,2.2,---,576.0,0.0,0.0,1145,196.97,1165,0.782,0.0,13.7,13,-14.3,11.3,1.73,2800,1,100.0,120,Estacion Vendaval,2021-02-11 14:00:00
1789,2/11/21,16:00,11.2,11.2,8.9,9,-20.6,53.1,S,106.22,88.5,S,5.6,9.3,3.7,---,574.9,0.0,0.0,1017,174.95,1130,0.597,0.0,15.9,11,-14.6,13.0,1.88,2806,1,100.0,120,Estacion Vendaval,2021-02-11 16:00:00
1790,2/11/21,18:00,9.4,11.2,9.3,15,-16.0,49.9,S,99.78,91.7,NNW,3.7,8.1,2.4,---,574.1,0.0,0.0,637,109.58,858,0.741,0.0,15.4,10,-16.1,12.6,1.5,2809,1,100.0,120,Estacion Vendaval,2021-02-11 18:00:00
1791,2/11/21,20:00,4.6,9.4,4.6,20,-16.5,33.8,S,67.59,67.6,NNW,-0.8,3.6,-1.8,---,576.3,0.0,0.0,124,21.33,387,1.144,0.0,5.6,12,-21.7,4.3,0.63,2804,1,100.0,120,Estacion Vendaval,2021-02-11 20:00:00
1792,2/11/21,22:00,2.5,4.6,2.4,24,-16.1,25.7,S,51.5,57.9,S,-2.8,1.6,-3.7,---,578.1,0.0,0.0,0,0.0,0,1.319,0.0,0.1,15,-23.5,-0.7,0.33,2797,1,100.0,120,Estacion Vendaval,2021-02-11 22:00:00
1793,3/11/21,00:00,2.1,2.7,1.9,25,-16.0,24.1,S,48.28,46.7,S,-3.2,1.2,-4.0,---,578.4,0.0,0.0,0,0.0,0,1.356,0.0,-1.0,17,-23.0,-1.8,0.28,2804,1,100.0,120,Estacion Vendaval,2021-03-11 00:00:00
1794,3/11/21,02:00,1.4,2.2,1.4,26,-16.1,14.5,N,28.97,27.4,NNW,-2.6,0.6,-3.4,---,577.4,0.0,0.0,0,0.0,0,1.412,0.0,-2.4,19,-23.0,-3.1,0.2,2800,1,100.0,120,Estacion Vendaval,2021-03-11 02:00:00
1795,3/11/21,04:00,1.1,1.4,-0.4,27,-15.9,9.7,NNW,19.31,32.2,NNW,-1.9,0.3,-2.7,---,575.9,0.0,0.0,0,0.0,0,1.44,0.0,-4.3,20,-23.9,-4.8,0.13,2797,1,100.0,120,Estacion Vendaval,2021-03-11 04:00:00
1796,3/11/21,06:00,-1.6,1.1,-1.8,28,-17.7,1.6,NNE,3.22,11.3,N,-1.6,-2.2,-2.2,---,575.8,0.0,0.0,0,0.0,0,1.657,0.0,-6.9,19,-26.8,-7.4,0.08,2803,1,100.0,120,Estacion Vendaval,2021-03-11 06:00:00
1797,3/11/21,08:00,2.1,2.1,-2.0,23,-17.0,0.0,NNE,0.0,9.7,NNE,2.1,1.2,1.2,---,576.6,0.0,0.0,48,8.26,295,1.356,0.0,-4.1,22,-22.7,-4.7,0.05,2797,1,100.0,120,Estacion Vendaval,2021-03-11 08:00:00
1798,3/11/21,10:00,5.7,6.6,2.1,19,-16.2,6.4,E,12.87,35.4,S,4.4,4.6,3.3,---,576.1,0.0,0.0,555,95.47,789,1.051,0.0,14.6,17,-10.2,12.2,0.51,2802,1,100.0,120,Estacion Vendaval,2021-03-11 10:00:00
1799,3/11/21,12:00,7.9,8.8,5.3,14,-18.0,25.7,S,51.5,57.9,NNW,3.6,6.6,2.3,---,575.2,0.0,0.0,967,166.35,1104,0.87,0.0,14.1,14,-13.1,11.7,1.22,2808,1,100.0,120,Estacion Vendaval,2021-03-11 12:00:00
1800,3/11/21,14:00,10.4,10.7,7.7,15,-15.2,33.8,S,67.59,77.2,S,5.8,8.9,4.3,---,572.8,0.0,0.0,1143,196.62,1158,0.657,0.0,15.6,13,-12.8,12.8,1.63,2801,1,100.0,120,Estacion Vendaval,2021-03-11 14:00:00
1801,3/11/21,16:00,10.8,11.2,10.0,14,-15.7,45.1,S,90.12,88.5,S,5.6,9.2,3.9,---,570.9,0.0,0.0,1017,174.95,1132,0.625,0.0,17.1,12,-12.6,14.1,1.73,2808,1,100.0,120,Estacion Vendaval,2021-03-11 16:00:00
1802,3/11/21,18:00,8.4,11.0,8.4,19,-13.9,49.9,S,99.78,88.5,NNW,2.6,7.2,1.3,---,571.7,0.0,0.0,637,109.58,861,0.824,0.0,15.1,11,-15.3,12.3,1.42,2802,1,100.0,120,Estacion Vendaval,2021-03-11 18:00:00
1803,3/11/21,20:00,4.1,8.7,4.1,25,-14.2,35.4,S,70.81,67.6,S,-1.6,3.2,-2.4,---,573.8,0.0,0.0,128,22.02,388,1.185,0.0,5.3,14,-20.1,4.1,0.61,2803,1,100.0,120,Estacion Vendaval,2021-03-11 20:00:00
1804,3/11/21,22:00,2.4,4.1,2.3,24,-16.2,20.9,S,41.84,46.7,NNW,-2.3,1.6,-3.2,---,575.4,0.0,0.0,0,0.0,0,1.329,0.0,0.1,17,-22.2,-0.8,0.25,2799,1,100.0,120,Estacion Vendaval,2021-03-11 22:00:00
1805,4/11/21,00:00,1.8,2.4,1.4,27,-15.2,14.5,N,28.97,32.2,NNW,-2.1,1.1,-2.8,---,575.7,0.0,0.0,0,0.0,0,1.375,0.0,-2.0,18,-23.2,-2.7,0.2,2801,1,100.0,120,Estacion Vendaval,2021-04-11 00:00:00
1806,4/11/21,02:00,0.4,1.9,0.3,27,-16.5,17.7,S,35.41,41.8,S,-4.4,-0.3,-5.1,---,574.4,0.0,0.0,0,0.0,0,1.495,0.0,-2.7,20,-22.6,-3.4,0.2,2799,1,100.0,120,Estacion Vendaval,2021-04-11 02:00:00
1807,4/11/21,04:00,-1.9,0.4,-2.2,31,-16.9,3.2,S,6.44,12.9,S,-2.7,-2.6,-3.3,---,573.6,0.0,0.0,0,0.0,0,1.69,0.0,-6.5,19,-26.4,-7.0,0.1,2788,1,100.0,120,Estacion Vendaval,2021-04-11 04:00:00
1808,4/11/21,06:00,-1.8,-1.3,-2.3,31,-16.7,0.0,S,0.0,6.4,S,-1.8,-2.4,-2.4,---,573.1,0.0,0.0,0,0.0,0,1.676,0.0,-7.9,20,-27.0,-8.4,0.05,2795,1,100.0,120,Estacion Vendaval,2021-04-11 06:00:00
1809,4/11/21,08:00,1.3,1.3,-2.3,22,-18.1,1.6,S,3.22,6.4,NW,1.3,0.5,0.5,---,574.2,0.0,0.0,48,8.26,294,1.417,0.0,-4.5,23,-22.6,-5.1,0.05,2804,1,100.0,120,Estacion Vendaval,2021-04-11 08:00:00
1810,4/11/21,10:00,5.3,5.7,1.3,16,-18.6,4.8,NW,9.66,27.4,S,4.5,4.2,3.4,---,574.1,0.0,0.0,560,96.33,796,1.088,0.0,15.4,18,-8.8,12.9,0.51,2798,1,100.0,120,Estacion Vendaval,2021-04-11 10:00:00
1811,4/11/21,12:00,7.9,8.1,5.1,13,-18.9,22.5,S,45.06,46.7,S,4.0,6.6,2.7,---,573.7,0.0,0.0,974,167.55,1111,0.87,0.0,13.9,15,-12.3,11.6,1.14,2806,1,100.0,120,Estacion Vendaval,2021-04-11 12:00:00
1812,4/11/21,14:00,10.1,10.3,7.9,14,-16.3,32.2,S,64.37,69.2,S,5.5,8.6,4.1,---,572.4,0.0,0.0,1150,197.83,1169,0.69,0.0,15.3,13,-13.0,12.6,1.57,2808,1,100.0,120,Estacion Vendaval,2021-04-11 14:00:00
1813,4/11/21,16:00,9.8,10.9,9.7,12,-18.3,49.9,S,99.78,86.9,S,4.2,8.4,2.7,---,569.6,0.0,0.0,1021,175.63,1132,0.708,0.0,16.4,11,-14.2,13.4,1.8,2806,1,100.0,120,Estacion Vendaval,2021-04-11 16:00:00
1814,4/11/21,18:00,8.2,10.0,7.9,16,-16.2,59.5,S,119.09,98.2,WNW,1.8,6.9,0.5,---,570.9,0.0,0.0,647,111.3,865,0.847,0.0,13.9,10,-17.3,11.4,1.6,2804,1,100.0,120,Estacion Vendaval,2021-04-11 18:00:00
1815,4/11/21,20:00,3.8,8.3,3.8,15,-20.5,38.6,S,77.25,85.3,NNW,-2.2,2.8,-3.2,---,572.2,0.0,0.0,136,23.4,401,1.208,0.0,4.9,11,-23.2,3.7,0.71,2801,1,100.0,120,Estacion Vendaval,2021-04-11 20:00:00
1816,4/11/21,22:00,2.1,3.8,2.1,17,-20.5,27.4,S,54.72,66.0,S,-3.5,1.1,-4.4,---,573.8,0.0,0.0,0,0.0,0,1.356,0.0,-0.4,13,-25.5,-1.2,0.33,2802,1,100.0,120,Estacion Vendaval,2021-04-11 22:00:00
1817,5/11/21,00:00,1.4,2.1,1.2,20,-19.2,16.1,NNE,32.19,46.7,NNW,-2.9,0.6,-3.7,---,574.6,0.0,0.0,0,0.0,0,1.412,0.0,-2.3,14,-26.3,-3.1,0.2,2794,1,100.0,120,Estacion Vendaval,2021-05-11 00:00:00
1818,5/11/21,02:00,0.3,1.5,0.3,24,-18.0,12.9,N,25.75,33.8,S,-3.6,-0.5,-4.4,---,574.4,0.0,0.0,0,0.0,0,1.505,0.0,-3.6,16,-25.8,-4.2,0.15,2788,1,100.0,120,Estacion Vendaval,2021-05-11 02:00:00
1819,5/11/21,04:00,-1.6,0.3,-1.7,30,-17.0,12.9,NNW,25.75,30.6,N,-5.9,-2.2,-6.6,---,573.1,0.0,0.0,0,0.0,0,1.662,0.0,-4.8,17,-26.2,-5.4,0.15,2795,1,100.0,120,Estacion Vendaval,2021-05-11 04:00:00
1820,5/11/21,06:00,-2.2,-1.4,-2.6,30,-17.4,3.2,NW,6.44,22.5,S,-2.9,-2.8,-3.6,---,573.3,0.0,0.0,0,0.0,0,1.708,0.0,-8.0,18,-28.2,-8.4,0.08,2794,1,100.0,120,Estacion Vendaval,2021-05-11 06:00:00
1821,5/11/21,08:00,0.7,0.7,-2.3,33,-13.8,3.2,NW,6.44,17.7,NNW,0.2,0.0,-0.5,---,574.8,0.0,0.0,50,8.6,297,1.472,0.0,-3.7,21,-22.9,-4.3,0.08,2797,1,100.0,120,Estacion Vendaval,2021-05-11 08:00:00
1822,5/11/21,10:00,4.3,4.3,0.7,25,-14.1,8.0,N,16.09,29.0,NNW,2.3,3.3,1.3,---,574.9,0.0,0.0,557,95.82,795,1.171,0.0,12.7,17,-11.8,10.6,0.51,2803,1,100.0,120,Estacion Vendaval,2021-05-11 10:00:00
1823,5/11/21,12:00,6.7,6.7,4.2,17,-16.7,25.7,S,51.5,62.8,S,2.3,5.5,1.1,---,574.5,0.0,0.0,972,167.21,1107,0.972,0.0,11.6,15,-14.2,9.7,1.14,2805,1,100.0,120,Estacion Vendaval,2021-05-11 12:00:00
1824,5/11/21,14:00,8.9,8.9,6.4,13,-18.1,45.1,S,90.12,83.7,NNW,3.4,7.6,2.0,---,573.8,0.0,0.0,1147,197.31,1164,0.782,0.0,12.4,13,-15.3,10.3,1.7,2807,1,100.0,120,Estacion Vendaval,2021-05-11 14:00:00
1825,5/11/21,16:00,8.6,9.9,8.3,11,-20.3,45.1,S,90.12,83.7,NNW,2.9,7.2,1.6,---,573.1,0.0,0.0,1017,174.95,1132,0.815,0.0,15.9,11,-14.6,13.0,1.68,2798,1,100.0,120,Estacion Vendaval,2021-05-11 16:00:00
1826,5/11/21,18:00,7.2,9.8,6.8,15,-17.8,45.1,S,90.12,78.9,S,1.4,6.0,0.2,---,573.9,0.0,0.0,635,109.23,858,0.926,0.0,13.7,10,-17.5,11.2,1.32,2805,1,100.0,120,Estacion Vendaval,2021-05-11 18:00:00
1827,5/11/21,20:00,2.6,7.2,2.6,18,-19.4,32.2,S,64.37,67.6,W,-3.3,1.6,-4.3,---,576.0,0.0,0.0,138,23.74,394,1.315,0.0,4.1,11,-23.9,2.9,0.58,2804,1,100.0,120,Estacion Vendaval,2021-05-11 20:00:00
1828,5/11/21,22:00,0.6,2.6,0.6,20,-19.8,22.5,S,45.06,45.1,S,-4.8,-0.2,-5.6,---,577.1,0.0,0.0,0,0.0,0,1.477,0.0,-1.4,14,-25.5,-2.2,0.28,2802,1,100.0,120,Estacion Vendaval,2021-05-11 22:00:00
1829,6/11/21,00:00,-1.2,0.7,-1.3,19,-22.0,22.5,S,45.06,49.9,S,-7.1,-1.9,-7.8,---,578.1,0.0,0.0,0,0.0,0,1.63,0.0,-3.6,14,-27.3,-4.3,0.25,2803,1,100.0,120,Estacion Vendaval,2021-06-11 00:00:00
1830,6/11/21,02:00,-1.9,-0.7,-1.9,23,-20.3,14.5,NNE,28.97,48.3,S,-6.6,-2.6,-7.3,---,578.0,0.0,0.0,0,0.0,0,1.685,0.0,-5.2,15,-27.9,-5.8,0.18,2794,1,100.0,120,Estacion Vendaval,2021-06-11 02:00:00
1831,6/11/21,04:00,-1.6,-1.2,-1.9,25,-19.1,9.7,S,19.31,38.6,S,-5.1,-2.2,-5.7,---,577.1,0.0,0.0,0,0.0,0,1.657,0.0,-6.3,16,-28.1,-6.8,0.13,2800,1,100.0,120,Estacion Vendaval,2021-06-11 04:00:00
1832,6/11/21,06:00,-1.8,-1.6,-1.9,23,-20.2,11.3,N,22.53,25.7,NNW,-5.8,-2.4,-6.4,---,577.0,0.0,0.0,0,0.0,0,1.676,0.0,-6.2,18,-26.7,-6.7,0.15,2803,1,100.0,120,Estacion Vendaval,2021-06-11 06:00:00
1833,6/11/21,08:00,0.3,0.3,-3.0,18,-21.3,1.6,S,3.22,17.7,S,0.3,-0.5,-0.5,---,578.4,0.0,0.0,52,8.95,302,1.5,0.0,-4.3,20,-24.0,-4.9,0.08,2803,1,100.0,120,Estacion Vendaval,2021-06-11 08:00:00
1834,6/11/21,10:00,4.9,5.1,0.3,14,-20.4,4.8,ESE,9.66,16.1,SE,4.1,3.8,3.0,---,578.9,0.0,0.0,561,96.5,802,1.116,0.0,13.6,16,-11.8,11.3,0.48,2806,1,100.0,120,Estacion Vendaval,2021-06-11 10:00:00
1835,6/11/21,12:00,6.2,6.9,3.7,13,-20.2,24.1,S,48.28,49.9,S,1.9,5.0,0.7,---,578.8,0.0,0.0,973,167.38,1106,1.009,0.0,12.7,13,-15.1,10.5,1.12,2805,1,100.0,120,Estacion Vendaval,2021-06-11 12:00:00
1836,6/11/21,14:00,8.7,8.7,6.1,12,-19.2,33.8,S,67.59,66.0,S,3.8,7.3,2.4,---,578.3,0.0,0.0,1147,197.31,1162,0.806,0.0,13.6,12,-15.4,11.1,1.52,2809,1,100.0,120,Estacion Vendaval,2021-06-11 14:00:00
1837,6/11/21,16:00,9.4,10.2,7.9,10,-20.8,38.6,S,77.25,74.0,S,4.3,7.9,2.9,---,576.9,0.0,0.0,1025,176.32,1137,0.745,0.0,16.8,10,-15.1,13.7,1.6,2807,1,100.0,120,Estacion Vendaval,2021-06-11 16:00:00
1838,6/11/21,18:00,8.0,10.0,8.0,14,-18.0,40.2,S,80.47,77.2,S,2.6,6.7,1.3,---,576.5,0.0,0.0,649,111.64,867,0.861,0.0,16.1,9,-16.9,13.1,1.3,2808,1,100.0,120,Estacion Vendaval,2021-06-11 18:00:00
1839,6/11/21,20:00,3.3,8.1,3.3,16,-20.2,29.0,S,57.94,67.6,NNW,-2.0,2.3,-3.0,---,578.1,0.0,0.0,144,24.77,401,1.25,0.0,5.0,10,-24.2,3.8,0.53,2803,1,100.0,120,Estacion Vendaval,2021-06-11 20:00:00
1840,6/11/21,22:00,1.6,3.3,1.4,17,-20.9,14.5,N,28.97,38.6,NW,-2.4,0.7,-3.3,---,579.5,0.0,0.0,0,0.0,0,1.398,0.0,-1.4,12,-27.2,-2.2,0.23,2804,1,100.0,120,Estacion Vendaval,2021-06-11 22:00:00
1841,7/11/21,00:00,1.2,1.7,0.9,20,-19.4,16.1,N,32.19,41.8,NNW,-3.2,0.3,-4.0,---,579.5,0.0,0.0,0,0.0,0,1.431,0.0,-2.3,13,-27.1,-3.0,0.23,2798,1,100.0,120,Estacion Vendaval,2021-07-11 00:00:00
1842,7/11/21,03:00,-0.1,1.2,-0.2,22,-19.3,19.3,N,38.62,38.6,N,-5.3,-0.9,-6.1,---,578.6,0.0,0.0,0,0.0,0,1.537,0.0,-3.3,15,-26.4,-4.0,0.23,2800,1,100.0,120,Estacion Vendaval,2021-07-11 03:00:00
1843,7/11/21,04:00,-0.3,-0.1,-0.3,24,-18.5,16.1,S,32.19,30.6,S,-4.9,-1.0,-5.7,---,577.3,0.0,0.0,0,0.0,0,1.551,0.0,-3.9,15,-26.8,-4.6,0.1,1402,1,51.2,120,Estacion Vendaval,2021-07-11 04:00:00
1844,7/11/21,06:00,-0.3,0.0,-0.8,25,-18.0,16.1,S,32.19,33.8,NNW,-4.9,-1.0,-5.7,---,576.1,0.0,0.0,0,0.0,0,1.551,0.0,-4.5,17,-25.9,-5.1,0.2,2803,1,100.0,120,Estacion Vendaval,2021-07-11 06:00:00
1845,7/11/21,08:00,-1.2,-0.2,-1.2,25,-18.8,11.3,S,22.53,32.2,NNW,-5.1,-1.9,-5.8,---,577.1,0.0,0.0,1,0.17,11,1.63,0.0,-5.6,17,-26.9,-6.2,0.13,2803,1,100.0,120,Estacion Vendaval,2021-07-11 08:00:00
1846,7/11/21,10:00,2.7,2.7,-1.3,20,-18.1,12.9,NNW,25.75,37.0,N,-0.7,1.7,-1.7,---,578.0,0.0,0.0,272,46.79,564,1.306,0.0,7.6,17,-16.0,6.3,0.36,2803,1,100.0,120,Estacion Vendaval,2021-07-11 10:00:00
1847,7/11/21,12:00,6.7,6.7,2.7,9,-24.1,24.1,S,48.28,51.5,S,2.4,5.4,1.2,---,577.6,0.0,0.0,793,136.41,986,0.972,0.0,11.5,13,-16.0,9.6,0.99,2806,1,100.0,120,Estacion Vendaval,2021-07-11 12:00:00
1848,7/11/21,14:00,9.4,9.4,6.1,9,-22.0,30.6,S,61.16,64.4,S,4.9,7.9,3.4,---,576.2,0.0,0.0,1099,189.05,1165,0.745,0.0,13.9,11,-16.1,11.4,1.45,2806,1,100.0,120,Estacion Vendaval,2021-07-11 14:00:00
1849,7/11/21,16:00,10.1,10.9,8.9,8,-22.8,46.7,S,93.34,96.6,S,4.6,8.5,3.1,---,574.1,0.0,0.0,1128,194.04,1167,0.69,0.0,14.8,10,-16.6,12.1,1.93,2803,1,100.0,120,Estacion Vendaval,2021-07-11 16:00:00
1850,7/11/21,18:00,9.3,10.9,9.1,8,-23.4,54.7,S,109.44,95.0,S,3.3,7.8,1.8,---,573.7,0.0,0.0,866,148.97,1039,0.755,0.0,16.4,8,-18.0,13.3,1.83,2805,1,100.0,120,Estacion Vendaval,2021-07-11 18:00:00
1851,7/11/21,20:00,6.7,9.8,6.7,12,-20.8,49.9,S,99.78,85.3,N,0.5,5.4,-0.7,---,572.8,0.0,0.0,396,68.12,656,0.972,0.0,10.9,9,-20.8,9.1,1.22,2806,1,100.0,120,Estacion Vendaval,2021-07-11 20:00:00
1852,7/11/21,22:00,3.3,6.6,3.3,13,-22.6,41.8,S,83.69,78.9,NNW,-3.1,2.3,-4.1,---,576.1,0.0,0.0,17,2.92,125,1.25,0.0,1.6,10,-26.8,0.6,0.61,2803,1,100.0,120,Estacion Vendaval,2021-07-11 22:00:00
1853,8/11/21,00:00,2.4,3.4,2.2,12,-24.2,24.1,S,48.28,67.6,WNW,-2.7,1.4,-3.7,---,578.1,0.0,0.0,0,0.0,0,1.329,0.0,-0.7,11,-27.6,-1.6,0.33,2791,1,100.0,120,Estacion Vendaval,2021-08-11 00:00:00
1854,8/11/21,02:00,1.1,2.6,0.9,16,-22.0,17.7,S,35.41,43.5,NW,-3.6,0.2,-4.4,---,577.7,0.0,0.0,0,0.0,0,1.44,0.0,-2.3,11,-28.9,-3.1,0.25,2797,1,100.0,120,Estacion Vendaval,2021-08-11 02:00:00
1855,8/11/21,04:00,0.1,1.1,-0.4,12,-26.1,6.4,NNW,12.87,40.2,N,-2.1,-0.8,-3.0,---,576.8,0.0,0.0,0,0.0,0,1.523,0.0,-5.6,12,-30.6,-6.2,0.13,2798,1,100.0,120,Estacion Vendaval,2021-08-11 04:00:00
1856,8/11/21,06:00,0.5,0.9,0.0,16,-22.5,6.4,N,12.87,20.9,S,-1.6,-0.4,-2.5,---,576.2,0.0,0.0,0,0.0,0,1.486,0.0,-5.4,12,-30.4,-6.0,0.15,2803,1,100.0,120,Estacion Vendaval,2021-08-11 06:00:00
1857,8/11/21,08:00,-0.2,0.8,-0.2,18,-21.7,4.8,NNW,9.66,17.7,NNW,-1.7,-0.9,-2.4,---,576.4,0.0,0.0,1,0.17,11,1.542,0.0,-6.0,13,-30.1,-6.6,0.08,2799,1,100.0,120,Estacion Vendaval,2021-08-11 08:00:00
1858,8/11/21,10:00,5.8,5.8,-1.0,13,-20.6,3.2,N,6.44,17.7,N,5.8,4.6,4.6,---,577.2,0.0,0.0,278,47.82,571,1.046,0.0,13.1,13,-14.8,10.8,0.25,2801,1,100.0,120,Estacion Vendaval,2021-08-11 10:00:00
1859,8/11/21,12:00,7.7,8.1,4.6,8,-24.6,16.1,S,32.19,35.4,S,4.7,6.3,3.3,---,576.7,0.0,0.0,796,136.93,991,0.889,0.0,14.9,10,-16.5,12.2,0.94,2805,1,100.0,120,Estacion Vendaval,2021-08-11 12:00:00
1860,8/11/21,14:00,10.9,10.9,7.7,7,-23.7,24.1,S,48.28,54.7,N,7.2,9.1,5.4,---,574.8,0.0,0.0,1103,189.74,1169,0.62,0.0,16.2,9,-16.8,13.2,1.47,2804,1,100.0,120,Estacion Vendaval,2021-08-11 14:00:00
