,fecha,hora,tempAmbiente-c,tempMaxima-c,tempMinima-c,humRelativa-%,puntoRocio-c,velViento-mps,dirViento-cuad,relViento,velVientoMaxima-mps,dirVientoPredominante-cuad,sensTermina-c,indiceCalor,indiceTHW,indiceTHSW,presionATM,precipitacion-mm,intPrecipitacion-mmh,radiacionSolar,energiaSolar,radiacionSolarMaxima,heatD-D,coolD-D,tempInterior-c,humRelativaInterior-%,puntoRocioInterior-c,indiceCalorInterior,evapotranspiracion-mm,windSamp,windTx,ISSRecept,arcInt,Estacion,fechaHora
0,6/6/21,14:00,1.9,2.1,0.2,19,-19.3,27.4,WNW,54.72,53.1,WNW,-3.7,1.1,-4.6,---,578.3,0.0,0.0,737,126.78,756,1.366,0.0,6.7,19,-15.4,5.6,0.84,2801,1,100.0,120,Estacion Vendaval,2021-06-06 14:00:00
1,6/6/21,16:00,1.6,2.4,1.3,21,-18.4,20.9,NW,41.84,53.1,NNW,-3.3,0.7,-4.2,---,576.9,0.0,0.0,663,114.05,747,1.394,0.0,9.3,17,-14.6,8.0,0.74,2806,1,100.0,120,Estacion Vendaval,2021-06-06 16:00:00
2,6/6/21,18:00,0.2,1.8,0.2,23,-18.6,37.0,WNW,74.03,72.4,NW,-6.9,-0.6,-7.7,---,576.4,0.0,0.0,273,46.96,536,1.514,0.0,4.4,17,-18.6,3.3,0.61,2802,1,100.0,120,Estacion Vendaval,2021-06-06 18:00:00
3,6/6/21,20:00,-3.1,0.2,-3.1,29,-18.6,37.0,WNW,74.03,70.8,WNW,-11.2,-3.6,-11.7,---,579.2,0.0,0.0,7,1.2,44,1.782,0.0,-4.4,19,-24.6,-4.9,0.33,2802,1,100.0,120,Estacion Vendaval,2021-06-06 20:00:00
4,6/6/21,22:00,-4.2,-3.0,-4.2,31,-18.8,17.7,N,35.41,56.3,WNW,-10.1,-4.7,-10.6,---,581.1,0.0,0.0,0,0.0,0,1.875,0.0,-6.8,22,-25.0,-7.3,0.15,2807,1,100.0,120,Estacion Vendaval,2021-06-06 22:00:00
5,7/6/21,00:00,-4.7,-4.0,-4.7,31,-19.3,24.1,WNW,48.28,61.2,WNW,-11.8,-5.2,-12.3,---,581.7,0.0,0.0,0,0.0,0,1.917,0.0,-7.2,23,-24.9,-7.7,0.18,2803,1,100.0,120,Estacion Vendaval,2021-07-06 00:00:00
6,7/6/21,02:00,-4.8,-4.3,-5.2,29,-20.2,22.5,WNW,45.06,49.9,WNW,-11.7,-5.3,-12.2,---,581.5,0.0,0.0,0,0.0,0,1.931,0.0,-8.1,24,-25.1,-8.5,0.18,2800,1,100.0,120,Estacion Vendaval,2021-07-06 02:00:00
7,7/6/21,04:00,-5.9,-4.8,-6.1,32,-20.0,12.9,NW,25.75,32.2,W,-11.2,-6.3,-11.6,---,581.3,0.0,0.0,0,0.0,0,2.019,0.0,-9.6,25,-26.0,-10.0,0.13,2800,1,100.0,120,Estacion Vendaval,2021-07-06 04:00:00
8,7/6/21,06:00,-5.7,-5.3,-5.9,28,-21.3,11.3,WNW,22.53,33.8,WNW,-10.4,-6.1,-10.9,---,580.8,0.0,0.0,0,0.0,0,2.0,0.0,-9.7,25,-26.1,-10.1,0.1,2806,1,100.0,120,Estacion Vendaval,2021-07-06 06:00:00
9,7/6/21,08:00,-5.6,-5.3,-5.8,25,-22.5,11.3,NW,22.53,33.8,NW,-10.3,-6.1,-10.8,---,581.8,0.0,0.0,0,0.0,0,1.991,0.0,-9.9,25,-26.3,-10.3,0.1,2804,1,100.0,120,Estacion Vendaval,2021-07-06 08:00:00
10,7/6/21,10:00,-3.3,-3.3,-6.0,23,-21.6,6.4,NW,12.87,29.0,WNW,-6.1,-3.9,-6.7,---,582.8,0.0,0.0,103,17.72,366,1.806,0.0,-6.3,27,-22.3,-6.7,0.1,2806,1,100.0,120,Estacion Vendaval,2021-07-06 10:00:00
11,7/6/21,12:00,-0.7,-0.4,-3.3,24,-18.8,17.7,NW,35.41,41.8,WNW,-5.7,-1.4,-6.4,---,582.9,0.0,0.0,511,87.9,696,1.583,0.0,1.4,24,-17.0,0.6,0.51,2805,1,100.0,120,Estacion Vendaval,2021-07-06 12:00:00
12,7/6/21,14:00,0.8,0.9,-0.7,26,-16.6,24.1,WNW,48.28,62.8,WNW,-4.8,0.0,-5.6,---,582.1,0.0,0.0,726,124.89,807,1.463,0.0,6.4,22,-13.8,5.4,0.74,2803,1,100.0,120,Estacion Vendaval,2021-07-06 14:00:00
13,7/6/21,16:00,1.2,1.9,0.7,24,-17.2,29.0,WNW,57.94,69.2,WNW,-4.8,0.4,-5.6,---,580.9,0.0,0.0,655,112.67,826,1.431,0.0,7.9,19,-14.4,6.7,0.76,2803,1,100.0,120,Estacion Vendaval,2021-07-06 16:00:00
14,7/6/21,18:00,-0.8,1.8,-0.8,28,-17.1,32.2,WNW,64.37,64.4,WNW,-7.8,-1.5,-8.4,---,581.7,0.0,0.0,269,46.27,512,1.597,0.0,3.7,18,-18.5,2.7,0.53,2806,1,100.0,120,Estacion Vendaval,2021-07-06 18:00:00
15,7/6/21,20:00,-2.7,-0.8,-2.7,34,-16.4,22.5,NW,45.06,53.1,NW,-9.0,-3.2,-9.6,---,583.3,0.0,0.0,6,1.03,35,1.75,0.0,-4.8,22,-23.3,-5.4,0.18,2808,1,100.0,120,Estacion Vendaval,2021-07-06 20:00:00
16,7/6/21,22:00,-3.7,-2.5,-3.8,38,-16.0,22.5,NW,45.06,56.3,WNW,-10.2,-4.2,-10.7,---,584.2,0.0,0.0,0,0.0,0,1.833,0.0,-6.7,24,-23.9,-7.1,0.18,2808,1,100.0,120,Estacion Vendaval,2021-07-06 22:00:00
17,8/6/21,00:00,-4.8,-3.6,-4.9,41,-16.0,8.0,NW,16.09,29.0,NNW,-8.3,-5.2,-8.8,---,585.5,0.0,0.0,0,0.0,0,1.926,0.0,-8.5,26,-24.6,-8.9,0.1,2806,1,100.0,120,Estacion Vendaval,2021-08-06 00:00:00
18,8/6/21,02:00,-4.7,-4.3,-6.2,37,-17.2,8.0,NNW,16.09,25.7,NNW,-8.2,-5.1,-8.7,---,584.7,0.0,0.0,0,0.0,0,1.917,0.0,-9.7,27,-25.3,-10.1,0.1,2804,1,100.0,120,Estacion Vendaval,2021-08-06 02:00:00
19,8/6/21,04:00,-4.6,-4.3,-6.4,35,-17.8,4.8,NW,9.66,22.5,NW,-6.7,-5.1,-7.2,---,583.7,0.0,0.0,0,0.0,0,1.912,0.0,-10.1,27,-25.6,-10.4,0.05,2806,1,100.0,120,Estacion Vendaval,2021-08-06 04:00:00
20,8/6/21,06:00,-4.9,-4.3,-5.6,33,-18.8,6.4,WNW,12.87,24.1,W,-7.9,-5.4,-8.3,---,582.8,0.0,0.0,0,0.0,0,1.94,0.0,-10.1,28,-25.2,-10.4,0.1,2808,1,100.0,120,Estacion Vendaval,2021-08-06 06:00:00
21,8/6/21,08:00,-4.2,-4.1,-6.7,32,-18.4,8.0,NW,16.09,25.7,NNW,-7.6,-4.7,-8.1,---,583.0,0.0,0.0,0,0.0,0,1.875,0.0,-9.1,29,-23.9,-9.5,0.08,2803,1,100.0,120,Estacion Vendaval,2021-08-06 08:00:00
22,8/6/21,10:00,-3.0,-3.0,-5.3,32,-17.4,8.0,NW,16.09,27.4,NNW,-6.3,-3.6,-6.8,---,583.7,0.0,0.0,100,17.2,308,1.778,0.0,-5.5,30,-20.4,-5.9,0.13,2804,1,100.0,120,Estacion Vendaval,2021-08-06 10:00:00
23,8/6/21,12:00,-0.2,-0.2,-3.0,28,-16.6,16.1,NW,32.19,33.8,WNW,-4.9,-0.9,-5.6,---,583.6,0.0,0.0,419,72.08,691,1.546,0.0,1.5,28,-15.1,0.7,0.41,2806,1,100.0,120,Estacion Vendaval,2021-08-06 12:00:00
24,8/6/21,14:00,1.2,1.4,-0.2,25,-16.7,22.5,WNW,45.06,48.3,WNW,-4.1,0.4,-4.9,---,581.1,0.0,0.0,667,114.74,886,1.431,0.0,6.3,24,-12.9,5.2,0.66,2808,1,100.0,120,Estacion Vendaval,2021-08-06 14:00:00
25,8/6/21,16:00,1.9,2.4,1.1,23,-17.1,27.4,WNW,54.72,57.9,WNW,-3.7,1.1,-4.5,---,580.8,0.0,0.0,633,108.89,867,1.366,0.0,9.2,20,-12.7,7.9,0.74,2809,1,100.0,120,Estacion Vendaval,2021-08-06 16:00:00
26,8/6/21,18:00,-0.6,1.9,-0.6,28,-16.9,19.3,WNW,38.62,53.1,WNW,-5.9,-1.3,-6.6,---,581.2,0.0,0.0,217,37.33,594,1.579,0.0,4.0,20,-17.0,3.0,0.38,2804,1,100.0,120,Estacion Vendaval,2021-08-06 18:00:00
27,8/6/21,20:00,-3.0,-0.5,-3.0,34,-16.7,19.3,WNW,38.62,41.8,WNW,-8.9,-3.6,-9.4,---,581.5,0.0,0.0,5,0.86,28,1.778,0.0,-4.8,22,-23.3,-5.3,0.15,2807,1,100.0,120,Estacion Vendaval,2021-08-06 20:00:00
28,8/6/21,22:00,-3.9,-3.0,-4.1,40,-15.6,17.7,NW,35.41,45.1,WNW,-9.8,-4.4,-10.2,---,582.6,0.0,0.0,0,0.0,0,1.856,0.0,-6.9,25,-23.7,-7.3,0.15,2805,1,100.0,120,Estacion Vendaval,2021-08-06 22:00:00
29,9/6/21,00:00,-4.4,-3.9,-4.5,43,-15.2,25.7,WNW,51.5,48.3,NW,-11.7,-4.8,-12.1,---,582.3,0.0,0.0,0,0.0,0,1.898,0.0,-7.3,28,-22.7,-7.7,0.15,2805,1,100.0,120,Estacion Vendaval,2021-09-06 00:00:00
30,9/6/21,02:00,-5.0,-4.4,-5.3,46,-14.9,25.7,WNW,51.5,54.7,WNW,-12.4,-5.4,-12.8,---,582.8,0.0,0.0,0,0.0,0,1.944,0.0,-8.0,31,-22.2,-8.4,0.15,2805,1,100.0,120,Estacion Vendaval,2021-09-06 02:00:00
31,9/6/21,04:00,-5.5,-4.9,-5.6,47,-15.1,22.5,WNW,45.06,46.7,NW,-12.6,-5.9,-12.9,---,582.0,0.0,0.0,0,0.0,0,1.986,0.0,-8.3,33,-21.8,-8.7,0.13,2804,1,100.0,120,Estacion Vendaval,2021-09-06 04:00:00
32,9/6/21,06:00,-6.2,-5.3,-6.3,49,-15.2,19.3,WNW,38.62,51.5,WNW,-12.9,-6.5,-13.2,---,582.8,0.0,0.0,0,0.0,0,2.042,0.0,-9.5,35,-22.2,-9.8,0.13,2809,1,100.0,120,Estacion Vendaval,2021-09-06 06:00:00
33,9/6/21,08:00,-6.3,-6.1,-6.8,48,-15.6,12.9,NW,25.75,29.0,NW,-11.7,-6.7,-12.0,---,583.1,0.0,0.0,0,0.0,0,2.056,0.0,-10.2,36,-22.5,-10.5,0.08,2804,1,100.0,120,Estacion Vendaval,2021-09-06 08:00:00
34,9/6/21,10:00,-4.9,-4.8,-6.6,48,-14.3,17.7,NW,35.41,43.5,NNW,-11.1,-5.3,-11.4,---,583.8,0.0,0.0,67,11.53,359,1.94,0.0,-6.8,38,-18.8,-7.2,0.15,2806,1,100.0,120,Estacion Vendaval,2021-09-06 10:00:00
35,9/6/21,12:00,-3.2,-3.2,-5.1,47,-12.9,30.6,WNW,61.16,61.2,WNW,-10.7,-3.6,-11.1,---,584.0,0.0,0.0,159,27.35,719,1.792,0.0,-4.6,39,-16.5,-5.1,0.28,2807,1,100.0,120,Estacion Vendaval,2021-09-06 12:00:00
36,9/6/21,14:00,-0.7,-0.3,-3.3,39,-12.9,32.2,WNW,64.37,70.8,WNW,-7.6,-1.2,-8.1,---,582.0,0.0,0.0,741,127.47,830,1.583,0.0,3.7,34,-10.7,2.9,0.63,2803,1,100.0,120,Estacion Vendaval,2021-09-06 14:00:00
37,9/6/21,16:00,-1.6,0.0,-1.6,43,-12.6,32.2,NW,64.37,88.5,WNW,-8.8,-2.1,-9.3,---,579.3,0.0,0.0,673,115.77,793,1.662,0.0,5.7,29,-11.0,4.7,0.69,2807,1,100.0,120,Estacion Vendaval,2021-09-06 16:00:00
38,9/6/21,18:00,-0.5,-0.2,-1.6,38,-13.1,33.8,NW,67.59,80.5,WNW,-7.5,-1.1,-8.1,---,582.6,0.0,0.0,317,54.53,541,1.569,0.0,4.4,28,-12.6,3.5,0.48,2803,1,100.0,120,Estacion Vendaval,2021-09-06 18:00:00
39,9/6/21,20:00,-3.2,-0.5,-3.2,47,-12.9,24.1,WNW,48.28,64.4,WNW,-9.8,-3.6,-10.3,---,584.5,0.0,0.0,19,3.27,81,1.792,0.0,-4.2,30,-19.3,-4.7,0.18,2808,1,100.0,120,Estacion Vendaval,2021-09-06 20:00:00
40,9/6/21,22:00,-4.4,-3.2,-4.8,50,-13.3,12.9,NW,25.75,45.1,WNW,-9.4,-4.8,-9.8,---,586.2,0.0,0.0,0,0.0,0,1.898,0.0,-7.7,34,-20.9,-8.1,0.1,2807,1,100.0,120,Estacion Vendaval,2021-09-06 22:00:00
41,10/6/21,00:00,-5.6,-4.4,-5.9,54,-13.5,12.9,NW,25.75,32.2,WNW,-10.8,-5.9,-11.1,---,586.6,0.0,0.0,0,0.0,0,1.995,0.0,-9.1,36,-21.4,-9.4,0.08,2806,1,100.0,120,Estacion Vendaval,2021-10-06 00:00:00
42,10/6/21,02:00,-5.6,-5.3,-6.1,52,-13.9,6.4,NW,12.87,24.1,WNW,-8.6,-5.9,-8.9,---,586.6,0.0,0.0,0,0.0,0,1.991,0.0,-10.0,37,-22.0,-10.3,0.05,2806,1,100.0,120,Estacion Vendaval,2021-10-06 02:00:00
43,10/6/21,04:00,-5.6,-4.9,-5.6,47,-15.1,11.3,NNW,22.53,29.0,NW,-10.3,-5.9,-10.7,---,585.3,0.0,0.0,0,0.0,0,1.991,0.0,-9.8,38,-21.5,-10.1,0.08,2805,1,100.0,120,Estacion Vendaval,2021-10-06 04:00:00
44,10/6/21,06:00,-6.3,-5.3,-6.6,49,-15.3,6.4,WNW,12.87,24.1,NNW,-9.4,-6.6,-9.8,---,584.6,0.0,0.0,0,0.0,0,2.051,0.0,-11.1,38,-22.6,-11.3,0.05,2807,1,100.0,120,Estacion Vendaval,2021-10-06 06:00:00
45,10/6/21,08:00,-8.6,-5.9,-8.6,45,-18.4,1.6,SW,3.22,22.5,NNW,-8.6,-8.9,-8.9,---,586.1,0.0,0.0,0,0.0,0,2.245,0.0,-13.4,38,-24.8,-13.7,0.05,2804,1,100.0,120,Estacion Vendaval,2021-10-06 08:00:00
46,10/6/21,10:00,-6.0,-5.7,-10.0,28,-21.6,3.2,S,6.44,12.9,SSE,-7.2,-6.4,-7.6,---,587.2,0.0,0.0,98,16.86,359,2.028,0.0,-8.8,43,-19.2,-9.1,0.08,2809,1,100.0,120,Estacion Vendaval,2021-10-06 10:00:00
47,10/6/21,12:00,-0.8,-0.8,-6.0,29,-16.6,1.6,SSE,3.22,8.0,S,-0.8,-1.4,-1.4,---,587.9,0.0,0.0,510,87.73,682,1.593,0.0,4.1,37,-9.4,3.3,0.3,2809,1,100.0,120,Estacion Vendaval,2021-10-06 12:00:00
48,10/6/21,14:00,2.6,2.6,-0.8,25,-15.5,9.7,WNW,19.31,35.4,WNW,-0.2,1.7,-1.1,---,585.7,0.0,0.0,735,126.44,754,1.315,0.0,8.9,28,-8.7,7.8,0.61,2808,1,100.0,120,Estacion Vendaval,2021-10-06 14:00:00
49,10/6/21,16:00,3.7,3.7,2.3,18,-18.5,19.3,WNW,38.62,38.6,WNW,-0.5,2.7,-1.5,---,584.5,0.0,0.0,658,113.19,740,1.222,0.0,12.2,22,-9.0,10.3,0.74,2809,1,100.0,120,Estacion Vendaval,2021-10-06 16:00:00
50,10/6/21,18:00,1.4,3.9,1.4,20,-19.2,16.1,NW,32.19,37.0,WNW,-2.9,0.6,-3.7,---,584.0,0.0,0.0,276,47.48,533,1.412,0.0,7.9,20,-13.7,6.8,0.41,2807,1,100.0,120,Estacion Vendaval,2021-10-06 18:00:00
51,10/6/21,20:00,-3.2,1.4,-3.2,25,-20.5,16.1,WNW,32.19,35.4,WNW,-8.5,-3.8,-9.1,---,585.7,0.0,0.0,6,1.03,35,1.792,0.0,-4.3,21,-23.4,-4.8,0.2,2804,1,100.0,120,Estacion Vendaval,2021-10-06 20:00:00
52,10/6/21,22:00,-4.9,-3.1,-5.7,33,-18.8,3.2,NNW,6.44,16.1,NNW,-6.0,-5.4,-6.4,---,586.9,0.0,0.0,0,0.0,0,1.94,0.0,-8.7,22,-26.6,-9.1,0.05,2803,1,100.0,120,Estacion Vendaval,2021-10-06 22:00:00
53,11/6/21,00:00,-5.2,-4.7,-7.2,35,-18.3,3.2,SE,6.44,17.7,ESE,-6.3,-5.6,-6.7,---,587.5,0.0,0.0,0,0.0,0,1.958,0.0,-10.8,23,-27.9,-11.1,0.05,2803,1,100.0,120,Estacion Vendaval,2021-11-06 00:00:00
54,11/6/21,02:00,-6.8,-4.2,-7.3,29,-21.9,4.8,SE,9.66,17.7,ESE,-9.2,-7.3,-9.7,---,586.6,0.0,0.0,0,0.0,0,2.097,0.0,-11.7,23,-28.7,-12.1,0.05,2803,1,100.0,120,Estacion Vendaval,2021-11-06 02:00:00
55,11/6/21,04:00,-6.6,-5.7,-7.6,32,-20.6,3.2,E,6.44,14.5,ESE,-7.8,-7.1,-8.3,---,586.6,0.0,0.0,0,0.0,0,2.079,0.0,-12.7,23,-29.6,-13.0,0.05,2804,1,100.0,120,Estacion Vendaval,2021-11-06 04:00:00
56,11/6/21,06:00,-6.6,-6.3,-7.0,29,-21.7,1.6,NE,3.22,9.7,E,-6.6,-7.0,-7.0,---,586.7,0.0,0.0,0,0.0,0,2.074,0.0,-13.5,24,-29.8,-13.8,0.05,2805,1,100.0,120,Estacion Vendaval,2021-11-06 06:00:00
57,11/6/21,08:00,-5.9,-5.8,-7.8,30,-20.7,8.0,SE,16.09,24.1,SSE,-9.7,-6.3,-10.1,---,587.3,0.0,0.0,0,0.0,0,2.019,0.0,-11.9,25,-28.0,-12.2,0.08,2802,1,100.0,120,Estacion Vendaval,2021-11-06 08:00:00
58,11/6/21,10:00,-4.7,-4.7,-6.8,28,-20.5,8.0,SE,16.09,19.3,SE,-8.3,-5.2,-8.8,---,587.8,0.0,0.0,98,16.86,360,1.921,0.0,-7.7,28,-23.1,-8.1,0.1,2806,1,100.0,120,Estacion Vendaval,2021-11-06 10:00:00
59,11/6/21,12:00,0.2,0.2,-4.9,22,-19.1,3.2,SSE,6.44,14.5,S,-0.4,-0.6,-1.2,---,587.7,0.0,0.0,511,87.9,684,1.514,0.0,3.8,26,-14.0,2.9,0.36,2809,1,100.0,120,Estacion Vendaval,2021-11-06 12:00:00
60,11/6/21,14:00,2.7,2.8,0.2,17,-20.0,4.8,WNW,9.66,17.7,SSW,1.6,1.8,0.7,---,586.6,0.0,0.0,737,126.78,754,1.301,0.0,12.6,22,-8.6,10.7,0.58,2807,1,100.0,120,Estacion Vendaval,2021-11-06 14:00:00
61,11/6/21,16:00,3.2,3.9,2.3,9,-26.8,11.3,E,22.53,32.2,E,0.2,2.1,-0.8,---,585.0,0.0,0.0,662,113.88,745,1.264,0.0,13.3,18,-10.6,11.1,0.66,2807,1,100.0,120,Estacion Vendaval,2021-11-06 16:00:00
62,11/6/21,18:00,1.8,3.2,1.4,11,-25.6,17.7,E,35.41,29.0,ENE,-2.6,0.8,-3.6,---,584.6,0.0,0.0,282,48.51,536,1.375,0.0,7.0,16,-17.2,5.8,0.43,2807,1,100.0,120,Estacion Vendaval,2021-11-06 18:00:00
63,11/6/21,20:00,1.5,2.3,0.2,9,-28.1,17.7,NE,35.41,30.6,ENE,-3.0,0.5,-4.0,---,585.2,0.0,0.0,6,1.03,35,1.403,0.0,-2.8,17,-24.6,-3.6,0.25,2806,1,100.0,120,Estacion Vendaval,2021-11-06 20:00:00
64,11/6/21,22:00,1.1,2.3,0.7,5,-34.6,9.7,NNE,19.31,24.1,NE,-1.9,0.1,-2.9,---,586.1,0.0,0.0,0,0.0,0,1.44,0.0,-5.3,17,-26.6,-5.9,0.18,2805,1,100.0,120,Estacion Vendaval,2021-11-06 22:00:00
65,12/6/21,00:00,-2.7,1.1,-2.7,14,-26.6,3.2,W,6.44,22.5,NNE,-3.5,-3.4,-4.2,---,586.2,0.0,0.0,0,0.0,0,1.75,0.0,-8.1,17,-28.9,-8.5,0.13,2807,1,100.0,120,Estacion Vendaval,2021-12-06 00:00:00
66,12/6/21,02:00,-2.4,-0.7,-3.7,11,-29.0,1.6,SSW,3.22,9.7,SSE,-2.4,-3.2,-3.2,---,585.5,0.0,0.0,0,0.0,0,1.727,0.0,-9.2,17,-29.8,-9.6,0.1,2806,1,100.0,120,Estacion Vendaval,2021-12-06 02:00:00
67,12/6/21,04:00,-2.7,-1.8,-3.8,12,-28.2,1.6,SSE,3.22,6.4,SSE,-2.7,-3.4,-3.4,---,584.2,0.0,0.0,0,0.0,0,1.75,0.0,-10.8,17,-31.2,-11.2,0.08,2804,1,100.0,120,Estacion Vendaval,2021-12-06 04:00:00
68,12/6/21,06:00,-4.0,-2.7,-4.7,13,-28.4,1.6,E,3.22,6.4,SE,-4.0,-4.7,-4.7,---,584.6,0.0,0.0,0,0.0,0,1.861,0.0,-11.5,17,-31.8,-11.9,0.05,2803,1,100.0,120,Estacion Vendaval,2021-12-06 06:00:00
69,12/6/21,08:00,-3.6,-3.6,-5.3,11,-29.9,1.6,E,3.22,6.4,E,-3.6,-4.3,-4.3,---,584.6,0.0,0.0,0,0.0,0,1.829,0.0,-11.9,18,-31.5,-12.2,0.05,2808,1,100.0,120,Estacion Vendaval,2021-12-06 08:00:00
70,12/6/21,10:00,-1.2,-1.2,-4.2,10,-29.1,1.6,E,3.22,11.3,E,-1.2,-2.1,-2.1,---,584.9,0.0,0.0,97,16.69,359,1.63,0.0,-5.9,20,-25.3,-6.4,0.1,2806,1,100.0,120,Estacion Vendaval,2021-12-06 10:00:00
71,12/6/21,12:00,1.8,2.3,-1.3,11,-25.7,0.0,NE,0.0,9.7,E,1.8,0.8,0.8,---,584.6,0.0,0.0,511,87.9,680,1.38,0.0,7.7,18,-15.2,6.4,0.36,2804,1,100.0,120,Estacion Vendaval,2021-12-06 12:00:00
72,12/6/21,14:00,7.8,7.8,1.4,10,-22.0,0.0,NE,0.0,8.0,N,7.8,6.5,6.5,---,582.8,0.0,0.0,738,126.95,759,0.875,0.0,18.6,15,-8.6,15.6,0.61,2809,1,100.0,120,Estacion Vendaval,2021-12-06 14:00:00
73,12/6/21,16:00,8.4,9.2,7.8,8,-24.0,14.5,WNW,28.97,41.8,WNW,5.8,7.0,4.4,---,580.8,0.0,0.0,663,114.05,749,0.824,0.0,17.7,12,-12.1,14.6,0.84,2808,1,100.0,120,Estacion Vendaval,2021-12-06 16:00:00
74,12/6/21,18:00,5.4,8.5,5.3,11,-22.8,19.3,NW,38.62,41.8,WNW,1.6,4.2,0.3,---,580.4,0.0,0.0,280,48.17,536,1.079,0.0,11.3,11,-18.2,9.4,0.58,2807,1,100.0,120,Estacion Vendaval,2021-12-06 18:00:00
75,12/6/21,20:00,1.4,5.4,1.2,13,-24.1,17.7,WNW,35.41,45.1,WNW,-3.1,0.4,-4.1,---,581.7,0.0,0.0,6,1.03,35,1.412,0.0,-1.1,11,-27.9,-1.9,0.28,2810,1,100.0,120,Estacion Vendaval,2021-12-06 20:00:00
76,12/6/21,22:00,-1.9,1.3,-2.8,17,-23.8,4.8,ESE,9.66,19.3,W,-3.7,-2.7,-4.4,---,582.3,0.0,0.0,0,0.0,0,1.69,0.0,-6.8,12,-31.6,-7.4,0.1,2805,1,100.0,120,Estacion Vendaval,2021-12-06 22:00:00
77,13/6/21,00:00,-4.2,-1.8,-4.2,19,-24.4,3.2,SE,6.44,12.9,ENE,-5.2,-4.8,-5.8,---,583.0,0.0,0.0,0,0.0,0,1.875,0.0,-9.2,12,-33.4,-9.6,0.1,2805,1,100.0,120,Estacion Vendaval,2021-06-13 00:00:00
78,13/6/21,02:00,-4.1,-1.2,-4.8,18,-24.9,3.2,SE,6.44,9.7,SE,-5.1,-4.7,-5.7,---,583.2,0.0,0.0,0,0.0,0,1.866,0.0,-9.9,13,-33.2,-10.3,0.1,2801,1,100.0,120,Estacion Vendaval,2021-06-13 02:00:00
79,13/6/21,04:00,-4.8,-4.1,-4.9,19,-24.9,3.2,SSE,6.44,8.0,SSE,-5.8,-5.3,-6.4,---,582.2,0.0,0.0,0,0.0,0,1.926,0.0,-10.8,13,-33.9,-11.2,0.1,2807,1,100.0,120,Estacion Vendaval,2021-06-13 04:00:00
80,13/6/21,06:00,-5.2,-4.5,-5.2,18,-25.9,3.2,SSE,6.44,9.7,SSE,-6.3,-5.7,-6.8,---,581.9,0.0,0.0,0,0.0,0,1.958,0.0,-11.4,13,-34.5,-11.8,0.08,2808,1,100.0,120,Estacion Vendaval,2021-06-13 06:00:00
81,13/6/21,08:00,-5.4,-4.6,-5.8,17,-26.7,3.2,SSE,6.44,8.0,SSE,-6.5,-5.9,-7.1,---,582.8,0.0,0.0,0,0.0,0,1.977,0.0,-12.0,13,-34.9,-12.4,0.08,2805,1,100.0,120,Estacion Vendaval,2021-06-13 08:00:00
82,13/6/21,10:00,-2.8,-1.7,-5.4,15,-25.9,1.6,SSE,3.22,8.0,SSE,-2.8,-3.5,-3.5,---,583.6,0.0,0.0,97,16.69,360,1.759,0.0,-6.6,16,-28.3,-7.1,0.1,2803,1,100.0,120,Estacion Vendaval,2021-06-13 10:00:00
83,13/6/21,12:00,2.8,2.8,-3.3,11,-24.9,0.0,SSE,0.0,8.0,SSE,2.8,1.7,1.7,---,583.8,0.0,0.0,510,87.73,682,1.296,0.0,7.7,15,-17.4,6.4,0.36,2806,1,100.0,120,Estacion Vendaval,2021-06-13 12:00:00
84,13/6/21,14:00,6.9,7.0,2.8,8,-25.2,9.7,WNW,19.31,27.4,WNW,5.1,5.6,3.7,---,582.2,0.0,0.0,736,126.61,754,0.949,0.0,13.1,13,-14.8,10.8,0.76,2809,1,100.0,120,Estacion Vendaval,2021-06-13 14:00:00
85,13/6/21,16:00,6.6,7.6,6.6,7,-26.9,19.3,WNW,38.62,35.4,WNW,2.9,5.3,1.6,---,581.2,0.0,0.0,662,113.88,744,0.977,0.0,15.2,11,-15.1,12.4,0.91,2808,1,100.0,120,Estacion Vendaval,2021-06-13 16:00:00
86,13/6/21,18:00,3.9,6.8,3.8,12,-23.0,17.7,NW,35.41,45.1,WNW,0.0,2.8,-1.1,---,581.6,0.0,0.0,281,48.34,538,1.204,0.0,10.0,10,-20.3,8.5,0.53,2804,1,100.0,120,Estacion Vendaval,2021-06-13 18:00:00
87,13/6/21,20:00,0.7,3.9,0.7,12,-25.5,20.9,WNW,41.84,45.1,WNW,-4.4,-0.2,-5.4,---,582.7,0.0,0.0,6,1.03,42,1.468,0.0,-1.4,11,-28.2,-2.2,0.3,2805,1,100.0,120,Estacion Vendaval,2021-06-13 20:00:00
88,13/6/21,22:00,-0.9,0.7,-1.1,17,-23.0,20.9,NW,41.84,46.7,WNW,-6.6,-1.7,-7.3,---,584.1,0.0,0.0,0,0.0,0,1.606,0.0,-4.1,12,-29.4,-4.8,0.25,2802,1,100.0,120,Estacion Vendaval,2021-06-13 22:00:00
89,14/6/21,00:00,-1.3,-0.9,-1.4,16,-24.0,19.3,NW,38.62,33.8,NNW,-6.7,-2.1,-7.5,---,584.3,0.0,0.0,0,0.0,0,1.634,0.0,-5.2,13,-29.4,-5.8,0.23,2803,1,100.0,120,Estacion Vendaval,2021-06-14 00:00:00
