;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energa;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Roco;In.Cal.;;Muest;Tx  ;Recep.;Int.
Fecha;Hora;Ext.;Mx.;Mn.;Ext.;Roco;Viento;Viento;Viento;Mx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Fro ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
27/3/22;2:00 a.m.;8.7;10.2;7.7;23;-11.4;9.7;OSO;19.31;25.7;NNO;7.1;7.5;5.9;1.8;666.0;0.00;0.0;0;0.00;0;0.806;0.000;6.6;16;-17.5;5.4;0.20;2804;1;100.0;120
27/3/22;4:00 a.m.;5.6;8.5;3.0;30;-10.7;8.0;NNO;16.09;20.9;OSO;3.8;4.6;2.8;0.3;665.9;0.00;0.0;0;0.00;0;1.065;0.000;4.1;18;-18.2;3.0;0.15;2804;1;100.0;120
27/3/22;6:00 a.m.;2.3;3.1;1.6;31;-13.2;8.0;NNO;16.09;17.7;ONO;-0.1;1.5;-0.8;-3.3;667.5;0.00;0.0;0;0.00;0;1.338;0.000;0.5;19;-20.5;-0.3;0.15;2804;1;100.0;120
27/3/22;8:00 a.m.;3.1;5.1;2.3;27;-14.2;6.4;N;12.87;14.5;NO;1.3;2.2;0.5;-1.5;669.0;0.00;0.0;41;7.05;218;1.273;0.000;0.7;20;-19.7;-0.1;0.13;2806;1;100.0;120
27/3/22;10:00 a.m.;8.2;10.7;5.2;20;-13.5;4.8;SSO;9.66;11.3;SSO;7.8;6.9;6.6;9.3;670.1;0.00;0.0;467;80.33;691;0.847;0.000;6.9;17;-16.5;5.7;0.48;2807;1;100.0;120
27/3/22;12:00 p.m.;12.4;14.2;10.6;16;-12.8;8.0;SSE;16.09;16.1;S;11.8;10.4;9.8;17.2;669.1;0.00;0.0;849;146.05;962;0.495;0.000;14.1;16;-11.4;11.7;0.97;2807;1;100.0;120
27/3/22;2:00 p.m.;16.3;18.3;14.2;11;-14.3;6.4;SSE;12.87;20.9;SSE;16.3;13.4;13.4;20.9;666.1;0.00;0.0;984;169.27;998;0.167;0.000;19.2;14;-9.0;16.1;1.22;2810;1;100.0;120
27/3/22;4:00 p.m.;19.6;20.4;18.1;6;-19.1;6.4;SSE;12.87;19.3;SE;19.6;16.0;16.0;21.6;664.1;0.00;0.0;832;143.12;956;0.000;0.102;23.4;13;-6.6;21.4;1.12;2809;1;100.0;120
27/3/22;6:00 p.m.;20.6;21.0;20.3;4;-23.0;6.4;SSO;12.87;17.7;SO;20.6;17.2;17.2;17.9;663.0;0.00;0.0;432;74.31;664;0.000;0.190;23.9;12;-7.3;22.2;0.71;2807;1;100.0;120
27/3/22;8:00 p.m.;17.1;20.4;13.1;9;-16.1;8.0;N;16.09;19.3;N;17.1;13.9;13.9;9.8;664.0;0.00;0.0;22;3.78;151;0.106;0.000;17.1;13;-11.6;14.1;0.23;2809;1;100.0;120
27/3/22;10:00 p.m.;13.2;14.0;11.7;12;-15.7;12.9;NNO;25.75;27.4;NNO;11.8;10.8;9.5;5.5;665.3;0.00;0.0;0;0.00;0;0.431;0.000;11.4;13;-16.1;9.6;0.30;2810;1;100.0;120
28/3/22;12:00 a.m.;10.7;12.1;9.1;15;-14.9;6.4;NNO;12.87;14.5;NNO;10.2;9.1;8.6;4.3;666.0;0.00;0.0;0;0.00;0;0.634;0.000;8.6;13;-18.4;7.2;0.20;2807;1;100.0;120
28/3/22;2:00 a.m.;9.2;10.2;8.7;17;-14.6;4.8;NO;9.66;20.9;O;8.9;7.9;7.7;3.4;666.4;0.00;0.0;0;0.00;0;0.759;0.000;6.3;14;-19.3;5.1;0.18;2807;1;100.0;120
28/3/22;4:00 a.m.;7.9;9.7;5.4;20;-13.7;6.4;NO;12.87;12.9;ONO;7.0;6.8;5.8;3.3;666.0;0.00;0.0;0;0.00;0;0.866;0.000;5.8;14;-19.7;4.7;0.18;2805;1;100.0;120
28/3/22;6:00 a.m.;5.6;6.5;4.7;20;-15.7;8.0;NNO;16.09;19.3;NO;3.8;4.5;2.7;0.2;666.6;0.00;0.0;0;0.00;0;1.065;0.000;3.6;15;-20.7;2.6;0.18;2807;1;100.0;120
28/3/22;8:00 a.m.;5.1;7.5;3.9;19;-16.7;6.4;N;12.87;12.9;NNE;3.7;4.1;2.7;0.6;668.0;0.00;0.0;40;6.88;214;1.102;0.000;2.8;15;-21.3;1.8;0.13;2809;1;100.0;120
28/3/22;10:00 a.m.;11.1;13.9;6.9;14;-15.5;3.2;S;6.44;12.9;SSO;11.1;9.4;9.4;12.1;668.7;0.00;0.0;461;79.30;684;0.602;0.000;9.7;14;-16.6;8.3;0.53;2806;1;100.0;120
28/3/22;12:00 p.m.;15.9;18.1;13.9;11;-14.6;6.4;S;12.87;17.7;S;15.9;13.1;13.1;20.3;666.6;0.00;0.0;842;144.84;954;0.199;0.000;17.4;13;-11.3;14.4;1.07;2809;1;100.0;120
28/3/22;2:00 p.m.;19.3;20.8;17.9;10;-13.1;8.0;S;16.09;20.9;SSE;19.3;16.1;16.1;23.5;663.6;0.00;0.0;973;167.38;988;0.000;0.083;22.2;12;-8.6;19.6;1.30;2808;1;100.0;120
28/3/22;4:00 p.m.;22.3;23.3;20.8;9;-12.1;8.0;S;16.09;25.7;SSE;22.3;19.7;19.7;25.3;661.8;0.00;0.0;816;140.37;942;0.000;0.333;25.4;11;-7.2;23.8;1.22;2809;1;100.0;120
28/3/22;6:00 p.m.;23.1;24.3;21.4;8;-13.0;25.7;NO;51.50;45.1;ONO;20.8;20.7;18.3;18.9;660.9;0.00;0.0;421;72.42;652;0.000;0.398;25.0;9;-10.1;23.6;1.22;2810;1;100.0;120
28/3/22;8:00 p.m.;18.7;21.4;16.6;14;-9.4;32.2;NO;64.37;54.7;NO;15.3;15.6;12.3;9.8;661.6;0.00;0.0;20;3.44;142;0.000;0.028;18.8;11;-12.4;15.6;0.79;2810;1;100.0;120
28/3/22;10:00 p.m.;15.7;16.7;14.4;15;-10.9;30.6;NO;61.16;57.9;NO;12.1;13.0;9.4;6.7;663.9;0.00;0.0;0;0.00;0;0.218;0.000;14.9;12;-14.3;12.2;0.63;2809;1;100.0;120
29/3/22;12:00 a.m.;13.3;14.4;11.8;15;-12.8;14.5;NO;28.97;46.7;ONO;11.7;11.1;9.4;5.6;664.2;0.00;0.0;0;0.00;0;0.417;0.000;11.6;12;-17.0;9.6;0.33;2810;1;100.0;120
29/3/22;2:00 a.m.;12.7;13.3;11.1;16;-12.6;14.5;NO;28.97;37.0;NO;10.9;10.6;8.8;5.0;664.4;0.00;0.0;0;0.00;0;0.472;0.000;11.2;13;-16.3;9.4;0.36;2806;1;100.0;120
29/3/22;4:00 a.m.;9.3;11.6;7.6;20;-12.5;6.4;NO;12.87;20.9;N;8.6;8.1;7.4;4.9;663.9;0.00;0.0;0;0.00;0;0.750;0.000;7.5;13;-19.2;6.2;0.20;2809;1;100.0;120
29/3/22;6:00 a.m.;6.1;7.6;5.0;23;-13.5;6.4;NNO;12.87;22.5;ONO;4.9;5.1;3.8;1.3;664.1;0.00;0.0;0;0.00;0;1.019;0.000;4.1;14;-21.1;2.9;0.18;2810;1;100.0;120
29/3/22;8:00 a.m.;6.5;7.8;5.2;21;-14.3;9.7;ONO;19.31;17.7;ONO;4.5;5.4;3.4;1.4;664.6;0.00;0.0;40;6.88;216;0.986;0.000;4.3;15;-20.2;3.2;0.18;2809;1;100.0;120
29/3/22;10:00 a.m.;11.9;15.0;7.8;14;-14.8;4.8;ENE;9.66;12.9;ENE;11.9;9.9;9.9;12.7;664.9;0.00;0.0;462;79.47;682;0.532;0.000;10.2;14;-16.2;8.7;0.53;2808;1;100.0;120
29/3/22;12:00 p.m.;16.1;17.7;15.0;12;-13.4;8.0;SE;16.09;17.7;SE;16.1;13.2;13.2;20.5;662.8;0.00;0.0;840;144.50;954;0.190;0.000;17.7;12;-12.1;14.6;1.07;2809;1;100.0;120
29/3/22;2:00 p.m.;19.8;22.4;17.7;9;-14.1;9.7;ESE;19.31;29.0;SE;19.8;16.4;16.4;23.8;659.2;0.00;0.0;972;167.21;988;0.000;0.120;21.9;11;-9.9;19.2;1.35;2804;1;100.0;120
29/3/22;4:00 p.m.;23.1;24.1;21.7;9;-11.5;24.1;NO;48.28;49.9;O;20.9;20.7;18.5;22.7;657.5;0.00;0.0;820;141.06;940;0.000;0.398;25.1;9;-10.1;23.6;1.65;2809;1;100.0;120
29/3/22;6:00 p.m.;20.8;22.5;18.8;14;-7.7;35.4;NO;70.81;56.3;ONO;17.4;17.9;14.6;15.2;658.0;0.00;0.0;420;72.25;654;0.000;0.204;22.6;10;-10.6;20.0;1.40;2809;1;100.0;120
29/3/22;8:00 p.m.;16.4;18.8;14.4;16;-9.5;32.2;NO;64.37;54.7;NO;12.7;13.6;9.9;7.4;659.9;0.00;0.0;19;3.27;137;0.162;0.000;16.4;12;-13.1;13.5;0.71;2808;1;100.0;120
29/3/22;10:00 p.m.;13.3;14.4;11.0;19;-9.9;20.9;NO;41.84;46.7;NO;10.4;11.2;8.2;5.0;662.5;0.00;0.0;0;0.00;0;0.417;0.000;12.5;13;-15.2;10.4;0.43;2810;1;100.0;120
30/3/22;12:00 a.m.;9.9;11.5;8.2;20;-12.0;6.4;N;12.87;20.9;ONO;9.3;8.7;8.1;3.8;662.3;0.00;0.0;0;0.00;0;0.699;0.000;8.2;14;-17.8;6.9;0.20;2807;1;100.0;120
30/3/22;2:00 a.m.;7.8;8.4;6.9;22;-12.6;6.4;N;12.87;14.5;NNO;6.8;6.7;5.7;1.5;662.1;0.00;0.0;0;0.00;0;0.875;0.000;5.6;14;-19.9;4.4;0.18;2806;1;100.0;120
30/3/22;4:00 a.m.;5.8;6.8;4.6;25;-12.7;6.4;NNO;12.87;14.5;NNE;4.6;4.8;3.6;1.1;660.9;0.00;0.0;0;0.00;0;1.042;0.000;3.7;15;-20.6;2.6;0.15;2808;1;100.0;120
30/3/22;6:00 a.m.;4.6;5.5;2.9;27;-12.9;8.0;ONO;16.09;17.7;NO;2.6;3.6;1.7;-0.8;661.0;0.00;0.0;0;0.00;0;1.148;0.000;2.3;16;-21.0;1.4;0.15;2810;1;100.0;120
30/3/22;8:00 a.m.;4.5;7.9;2.9;21;-16.0;4.8;NNO;9.66;12.9;NNO;3.6;3.5;2.6;0.6;662.2;0.00;0.0;39;6.71;216;1.153;0.000;1.3;17;-21.1;0.4;0.10;2806;1;100.0;120
30/3/22;10:00 a.m.;9.6;11.4;6.3;17;-14.4;4.8;SSE;9.66;16.1;ENE;9.3;8.3;8.0;10.8;662.7;0.00;0.0;462;79.47;680;0.731;0.000;8.1;15;-17.1;6.8;0.53;2807;1;100.0;120
30/3/22;12:00 p.m.;14.4;17.3;11.4;12;-14.7;8.0;SE;16.09;24.1;SSE;14.2;11.8;11.6;18.9;660.3;0.00;0.0;838;144.15;949;0.324;0.000;15.7;13;-12.7;12.9;1.02;2808;1;100.0;120
30/3/22;2:00 p.m.;19.6;20.7;17.2;12;-10.7;30.6;NO;61.16;57.9;ONO;16.4;16.4;13.3;18.2;658.5;0.00;0.0;971;167.03;986;0.000;0.102;20.7;11;-10.9;17.7;1.83;2809;1;100.0;120
30/3/22;4:00 p.m.;19.1;20.1;18.5;12;-11.1;33.8;NO;67.59;74.0;NO;15.6;15.9;12.4;15.9;659.5;0.00;0.0;809;139.17;937;0.000;0.060;20.7;10;-12.1;17.5;1.73;2807;1;100.0;120
30/3/22;6:00 p.m.;17.4;18.7;15.6;15;-9.5;30.6;NNO;61.16;54.7;NO;14.1;14.5;11.1;11.7;659.6;0.00;0.0;412;70.87;649;0.074;0.000;19.2;11;-12.0;16.0;1.14;2809;1;100.0;120
30/3/22;8:00 p.m.;12.9;15.6;11.1;21;-8.9;19.3;NNO;38.62;51.5;NO;10.2;10.9;8.2;5.1;663.0;0.00;0.0;18;3.10;134;0.449;0.000;13.0;13;-14.8;10.7;0.38;2808;1;100.0;120
30/3/22;10:00 p.m.;10.2;11.1;9.6;25;-9.0;27.4;NO;54.72;53.1;NO;6.1;9.0;4.9;2.1;663.4;0.00;0.0;0;0.00;0;0.676;0.000;9.1;17;-14.8;7.8;0.41;2806;1;100.0;120
31/3/22;12:00 a.m.;8.8;9.9;7.1;30;-7.9;16.1;N;32.19;48.3;N;6.0;7.7;4.9;1.4;665.2;0.00;0.0;0;0.00;0;0.796;0.000;7.6;18;-15.3;6.3;0.28;2804;1;100.0;120
31/3/22;2:00 a.m.;6.4;7.3;5.6;29;-10.4;12.9;N;25.75;30.6;NO;3.8;5.4;2.8;-1.1;663.9;0.00;0.0;0;0.00;0;0.995;0.000;4.7;18;-17.6;3.7;0.20;2806;1;100.0;120
31/3/22;4:00 a.m.;5.8;7.8;4.4;31;-10.1;12.9;NO;25.75;29.0;NNO;3.1;4.8;2.1;-0.3;662.9;0.00;0.0;0;0.00;0;1.046;0.000;4.1;19;-17.5;3.1;0.20;2807;1;100.0;120
31/3/22;6:00 a.m.;3.5;4.6;2.6;33;-11.3;6.4;ONO;12.87;16.1;NO;1.9;2.7;1.1;-1.4;663.6;0.00;0.0;0;0.00;0;1.236;0.000;1.4;20;-19.1;0.6;0.10;2804;1;100.0;120
31/3/22;8:00 a.m.;1.8;4.5;0.4;28;-14.8;9.7;ONO;19.31;20.9;O;-1.0;1.1;-1.8;-3.8;665.1;0.00;0.0;39;6.71;216;1.375;0.000;-0.2;21;-20.0;-1.0;0.13;2809;1;100.0;120
31/3/22;10:00 a.m.;7.7;9.1;4.5;20;-13.9;6.4;SSE;12.87;14.5;SSE;6.7;6.5;5.5;8.3;666.1;0.00;0.0;462;79.47;698;0.889;0.000;6.3;18;-16.3;5.2;0.51;2807;1;100.0;120
31/3/22;12:00 p.m.;10.9;12.9;9.1;15;-14.8;8.0;S;16.09;17.7;S;10.1;9.3;8.4;15.8;665.0;0.00;0.0;838;144.15;947;0.616;0.000;12.5;16;-12.7;10.4;0.94;2807;1;100.0;120
31/3/22;2:00 p.m.;15.1;16.8;12.9;10;-16.4;8.0;SE;16.09;24.1;SE;14.9;12.3;12.2;19.4;662.8;0.00;0.0;966;166.17;983;0.273;0.000;17.6;14;-10.3;14.6;1.19;2809;1;100.0;120
31/3/22;4:00 p.m.;18.6;19.4;16.8;8;-16.4;19.3;NNO;38.62;45.1;NO;16.6;15.2;13.3;17.7;661.1;0.00;0.0;808;138.99;937;0.000;0.019;21.1;12;-9.4;18.2;1.37;2809;1;100.0;120
31/3/22;6:00 p.m.;17.3;18.5;15.8;11;-13.5;24.1;NNO;48.28;45.1;NNO;14.6;14.2;11.4;12.0;662.2;0.00;0.0;411;70.70;642;0.083;0.000;19.4;11;-11.9;16.2;0.99;2809;1;100.0;120
31/3/22;8:00 p.m.;13.4;15.8;11.4;19;-9.8;27.4;NO;54.72;48.3;NO;9.7;11.2;7.6;4.8;662.8;0.00;0.0;17;2.92;130;0.412;0.000;13.5;13;-14.4;11.1;0.58;2807;1;100.0;120
31/3/22;10:00 p.m.;10.4;11.4;9.4;19;-12.3;29.0;NO;57.94;49.9;NO;6.2;9.0;4.8;1.9;664.9;0.00;0.0;0;0.00;0;0.662;0.000;9.5;15;-15.9;8.2;0.46;2807;1;100.0;120
1/4/22;12:00 a.m.;8.9;10.2;6.6;19;-13.5;12.9;NO;25.75;37.0;NO;6.8;7.7;5.6;1.6;665.6;0.00;0.0;0;0.00;0;0.782;0.000;7.4;15;-17.6;6.2;0.28;2810;1;100.0;120
1/4/22;2:00 a.m.;5.6;7.2;3.8;20;-15.7;11.3;ONO;22.53;22.5;NO;3.1;4.5;2.0;-2.2;665.7;0.00;0.0;0;0.00;0;1.065;0.000;4.0;15;-20.4;2.9;0.20;2805;1;100.0;120
1/4/22;4:00 a.m.;3.4;4.5;2.7;23;-15.8;3.2;N;6.44;16.1;ONO;3.2;2.5;2.3;-0.3;665.4;0.00;0.0;0;0.00;0;1.245;0.000;0.8;16;-22.2;-0.1;0.10;2809;1;100.0;120
1/4/22;6:00 a.m.;1.3;3.1;0.5;26;-16.1;8.0;N;16.09;11.3;NNE;-1.2;0.6;-1.9;-4.5;665.6;0.00;0.0;0;0.00;0;1.417;0.000;-0.9;17;-23.0;-1.7;0.15;2805;1;100.0;120
1/4/22;8:00 a.m.;0.8;4.0;-0.1;23;-18.1;6.4;N;12.87;12.9;NNO;-1.3;0.0;-2.1;-4.2;667.6;0.00;0.0;37;6.36;206;1.463;0.000;-1.7;18;-23.0;-2.4;0.10;2808;1;100.0;120
1/4/22;10:00 a.m.;7.3;9.1;4.0;17;-16.2;1.6;SSE;3.22;9.7;S;7.3;6.1;6.1;8.8;668.6;0.00;0.0;456;78.44;679;0.917;0.000;5.5;16;-18.4;4.3;0.43;2809;1;100.0;120
1/4/22;12:00 p.m.;10.7;12.4;9.1;14;-15.8;6.4;S;12.87;17.7;SSO;10.2;9.1;8.6;15.9;667.6;0.00;0.0;834;143.47;944;0.634;0.000;12.7;14;-14.2;10.5;0.91;2810;1;100.0;120
1/4/22;2:00 p.m.;13.8;15.6;12.4;10;-17.4;8.0;SSE;16.09;22.5;SSE;13.4;11.2;10.9;18.1;664.5;0.00;0.0;961;165.31;976;0.380;0.000;16.9;13;-11.7;14.0;1.14;2809;1;100.0;120
1/4/22;4:00 p.m.;16.9;18.9;15.2;9;-16.3;11.3;SE;22.53;40.2;ONO;16.8;13.8;13.7;18.9;662.5;0.00;0.0;803;138.13;926;0.120;0.000;20.0;11;-11.4;16.7;1.17;2807;1;100.0;120
1/4/22;6:00 p.m.;17.4;18.6;15.3;10;-14.6;27.4;NO;54.72;48.3;NO;14.3;14.3;11.2;11.6;662.6;0.00;0.0;404;69.50;636;0.079;0.000;19.3;10;-13.2;16.0;1.09;2809;1;100.0;120
1/4/22;8:00 p.m.;12.7;15.3;10.7;18;-11.0;22.5;NNO;45.06;46.7;NO;9.5;10.7;7.4;4.4;664.7;0.00;0.0;17;2.92;125;0.468;0.000;12.7;12;-16.0;10.5;0.46;2807;1;100.0;120
1/4/22;10:00 p.m.;9.6;10.8;8.2;19;-13.0;22.5;NNO;45.06;56.3;ONO;5.9;8.3;4.6;1.4;665.9;0.00;0.0;0;0.00;0;0.731;0.000;8.6;13;-18.4;7.2;0.38;2807;1;100.0;120
2/4/22;12:00 a.m.;7.9;8.6;7.2;21;-13.1;17.7;NO;35.41;43.5;NNO;4.7;6.8;3.6;0.0;665.9;0.00;0.0;0;0.00;0;0.866;0.000;6.4;14;-19.2;5.3;0.30;2808;1;100.0;120
2/4/22;2:00 a.m.;6.3;7.9;4.3;24;-12.8;11.3;N;22.53;27.4;NNE;4.1;5.3;3.0;-1.1;665.8;0.00;0.0;0;0.00;0;1.000;0.000;4.6;15;-19.9;3.5;0.20;2802;1;100.0;120
2/4/22;4:00 a.m.;3.6;4.3;3.0;25;-14.7;12.9;ONO;25.75;22.5;ONO;0.3;2.7;-0.6;-3.0;665.0;0.00;0.0;0;0.00;0;1.231;0.000;2.1;16;-21.2;1.1;0.20;2804;1;100.0;120
2/4/22;6:00 a.m.;3.7;4.7;3.1;27;-13.6;9.7;ONO;19.31;25.7;O;1.2;2.8;0.3;-2.3;665.1;0.00;0.0;0;0.00;0;1.222;0.000;1.7;16;-21.5;0.7;0.18;2808;1;100.0;120
2/4/22;8:00 a.m.;1.2;3.1;-0.1;28;-15.3;4.8;NNO;9.66;11.3;NNO;-0.1;0.5;-0.8;-2.9;666.3;0.00;0.0;37;6.36;204;1.426;0.000;-1.3;18;-22.7;-2.1;0.08;2805;1;100.0;120
2/4/22;10:00 a.m.;7.3;9.7;2.9;20;-14.2;3.2;SE;6.44;12.9;S;7.3;6.2;6.2;8.8;666.8;0.00;0.0;452;77.75;670;0.917;0.000;5.6;16;-18.4;4.4;0.46;2808;1;100.0;120
2/4/22;12:00 p.m.;10.9;13.8;9.2;15;-14.8;6.4;SSE;12.87;19.3;S;10.4;9.3;8.8;16.0;665.2;0.00;0.0;826;142.09;935;0.616;0.000;12.9;14;-14.0;10.7;0.91;2809;1;100.0;120
2/4/22;2:00 p.m.;15.7;17.4;13.4;9;-17.2;17.7;NO;35.41;54.7;NNO;13.7;12.8;10.8;16.8;662.5;0.00;0.0;954;164.11;970;0.218;0.000;17.6;12;-12.2;14.5;1.42;2808;1;100.0;120
2/4/22;4:00 p.m.;16.7;17.5;15.6;16;-9.3;30.6;NNO;61.16;69.2;N;13.2;13.9;10.4;13.9;661.6;0.00;0.0;794;136.59;921;0.139;0.000;18.8;11;-12.4;15.6;1.52;2808;1;100.0;120
2/4/22;6:00 p.m.;13.9;15.7;12.1;20;-8.7;29.0;N;57.94;53.1;NNO;10.2;11.7;8.0;8.4;663.2;0.00;0.0;389;66.92;621;0.366;0.000;16.1;13;-12.4;13.3;0.94;2806;1;100.0;120
2/4/22;8:00 p.m.;9.7;12.1;8.2;18;-13.5;25.7;NO;51.50;43.5;NNO;5.7;8.4;4.4;1.6;665.3;0.00;0.0;15;2.58;114;0.718;0.000;9.9;15;-15.6;8.5;0.46;2806;1;100.0;120
2/4/22;10:00 p.m.;6.9;8.2;5.7;24;-12.3;25.7;NO;51.50;59.5;NO;2.5;5.8;1.4;-1.6;664.7;0.00;0.0;0;0.00;0;0.954;0.000;5.9;17;-17.3;4.8;0.36;2807;1;100.0;120
3/4/22;12:00 a.m.;5.5;5.9;5.3;21;-15.1;48.3;NO;96.56;74.0;ONO;-0.7;4.4;-1.8;-3.9;665.9;0.00;0.0;0;0.00;0;1.069;0.000;4.4;18;-17.9;3.4;6.35;2807;1;100.0;120
3/4/22;2:00 a.m.;5.2;5.6;4.8;21;-15.4;33.8;NNO;67.59;61.2;NO;-0.1;4.2;-1.2;-3.8;666.0;0.00;0.0;0;0.00;0;1.093;0.000;3.9;18;-18.3;2.9;0.43;2805;1;100.0;120
3/4/22;4:00 a.m.;5.2;5.4;4.8;19;-16.6;29.0;NNO;57.94;54.7;NNO;0.3;4.2;-0.7;-2.4;665.6;0.00;0.0;0;0.00;0;1.093;0.000;3.8;17;-19.1;2.8;0.38;2807;1;100.0;120
3/4/22;6:00 a.m.;4.9;5.3;4.4;19;-16.9;20.9;NNE;41.84;51.5;NO;0.8;3.8;-0.3;-2.3;666.0;0.00;0.0;0;0.00;0;1.120;0.000;3.1;17;-19.6;2.1;0.30;2809;1;100.0;120
3/4/22;8:00 a.m.;3.3;5.5;1.7;22;-16.4;11.3;NNE;22.53;46.7;NO;0.4;2.4;-0.6;-2.6;667.7;0.00;0.0;36;6.19;204;1.250;0.000;1.9;18;-20.0;1.0;0.18;2805;1;100.0;120
3/4/22;10:00 a.m.;6.3;7.8;3.6;17;-17.0;4.8;S;9.66;22.5;S;5.7;5.2;4.5;7.2;668.4;0.00;0.0;454;78.10;671;1.000;0.000;4.9;16;-18.9;3.8;0.48;2807;1;100.0;120
3/4/22;12:00 p.m.;9.6;11.6;7.8;14;-16.7;9.7;SE;19.31;27.4;S;8.2;8.2;6.8;13.9;666.9;0.00;0.0;826;142.09;937;0.731;0.000;10.9;15;-14.8;9.2;0.94;2807;1;100.0;120
3/4/22;2:00 p.m.;13.2;15.4;11.4;9;-19.1;11.3;E;22.53;37.0;ONO;12.3;10.8;9.9;16.8;665.0;0.00;0.0;953;163.94;970;0.426;0.000;15.6;13;-12.8;12.8;1.19;2807;1;100.0;120
3/4/22;4:00 p.m.;15.4;16.5;14.9;11;-15.0;20.9;NO;41.84;48.3;ONO;12.8;12.6;10.0;14.2;663.7;0.00;0.0;793;136.41;921;0.241;0.000;17.9;12;-11.9;14.8;1.30;2807;1;100.0;120
3/4/22;6:00 p.m.;14.4;15.4;12.7;15;-12.0;30.6;NO;61.16;53.1;NO;10.6;11.9;8.1;8.4;663.8;0.00;0.0;390;67.09;624;0.329;0.000;16.1;11;-14.4;13.2;1.02;2808;1;100.0;120
3/4/22;8:00 p.m.;10.6;12.7;9.1;22;-10.3;32.2;NO;64.37;54.7;ONO;6.2;9.2;4.7;2.2;665.1;0.00;0.0;14;2.41;113;0.644;0.000;10.7;15;-15.0;9.1;0.58;2809;1;100.0;120
3/4/22;10:00 p.m.;8.1;9.1;7.1;27;-9.9;29.0;NO;57.94;46.7;NO;3.5;7.0;2.4;-0.3;666.7;0.00;0.0;0;0.00;0;0.856;0.000;7.2;18;-15.6;6.1;0.41;2808;1;100.0;120
4/4/22;12:00 a.m.;6.8;7.4;5.9;26;-11.4;22.5;NO;45.06;45.1;NO;2.7;5.7;1.7;-1.5;667.8;0.00;0.0;0;0.00;0;0.963;0.000;5.7;19;-16.2;4.6;0.30;2809;1;100.0;120
4/4/22;2:00 a.m.;4.8;6.4;3.0;34;-9.8;8.0;ONO;16.09;19.3;ONO;2.9;3.9;2.1;-2.1;667.7;0.00;0.0;0;0.00;0;1.130;0.000;3.3;20;-17.6;2.4;0.15;2807;1;100.0;120
4/4/22;4:00 a.m.;3.1;3.9;2.1;35;-10.9;8.0;NNO;16.09;22.5;NNO;0.9;2.3;0.2;-2.3;667.5;0.00;0.0;0;0.00;0;1.269;0.000;1.2;21;-18.8;0.3;0.15;2807;1;100.0;120
4/4/22;6:00 a.m.;1.7;2.9;0.7;36;-11.8;9.7;ONO;19.31;17.7;ONO;-1.2;1.1;-1.8;-4.3;668.1;0.00;0.0;0;0.00;0;1.384;0.000;-0.1;22;-19.3;-0.9;0.13;2810;1;100.0;120
4/4/22;8:00 a.m.;0.6;3.8;-0.6;32;-14.3;6.4;NNO;12.87;11.3;NNE;-1.6;-0.2;-2.3;-4.3;669.5;0.00;0.0;36;6.19;197;1.481;0.000;-1.7;23;-20.1;-2.3;0.08;2804;1;100.0;120
4/4/22;10:00 a.m.;6.1;7.6;3.9;28;-11.1;6.4;SSO;12.87;14.5;OSO;4.8;5.1;3.9;6.6;670.2;0.00;0.0;444;76.38;668;1.023;0.000;4.6;21;-15.9;3.6;0.46;2808;1;100.0;120
4/4/22;12:00 p.m.;8.7;10.4;7.5;23;-11.3;8.0;SSE;16.09;20.9;SSE;7.5;7.6;6.3;13.6;668.8;0.00;0.0;818;140.71;926;0.801;0.000;10.7;19;-12.1;9.2;0.84;2808;1;100.0;120
4/4/22;2:00 p.m.;11.9;13.5;10.4;17;-12.4;9.7;S;19.31;27.4;S;10.9;10.0;9.1;16.2;666.3;0.00;0.0;944;162.39;958;0.537;0.000;14.8;17;-10.0;12.3;1.09;2808;1;100.0;120
4/4/22;4:00 p.m.;15.9;18.2;13.3;8;-18.4;22.5;NNE;45.06;54.7;NE;13.1;12.9;10.1;14.0;664.6;0.00;0.0;789;135.73;912;0.204;0.000;18.3;12;-11.6;15.2;1.35;2807;1;100.0;120
4/4/22;6:00 p.m.;15.7;17.4;14.2;13;-12.7;25.7;NO;51.50;49.9;NNO;12.6;12.9;9.8;10.1;665.6;0.00;0.0;388;66.74;619;0.218;0.000;17.6;12;-12.2;14.5;0.97;2809;1;100.0;120
4/4/22;8:00 p.m.;11.8;14.2;10.2;19;-11.1;17.7;N;35.41;35.4;NNE;9.1;10.0;7.3;4.0;666.3;0.00;0.0;14;2.41;109;0.546;0.000;11.7;14;-15.0;9.8;0.36;2806;1;100.0;120
4/4/22;10:00 p.m.;8.5;10.2;5.8;21;-12.6;6.4;NO;12.87;25.7;OSO;7.7;7.3;6.4;2.2;667.8;0.00;0.0;0;0.00;0;0.819;0.000;6.8;15;-18.1;5.7;0.18;2809;1;100.0;120
