;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energa;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Roco;In.Cal.;;Muest;Tx  ;Recep.;Int.
Fecha;Hora;Ext.;Mx.;Mn.;Ext.;Roco;Viento;Viento;Viento;Mx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Fro ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
14/12/21;8:00 a.m.;5.3;6.1;4.6;40;-7.3;1.6;ENE;3.22;6.4;ENE;5.3;4.5;4.5;5.4;665.7;0.00;0.0;247;42.49;287;1.088;0.000;14.7;21;-7.4;12.4;0.10;485;1;17.7;120
14/12/21;10:00 a.m.;7.9;9.5;6.1;26;-10.4;4.8;SSE;9.66;16.1;S;7.5;6.9;6.4;10.1;667.2;0.00;0.0;540;92.89;770;0.866;0.000;10.2;22;-10.6;8.9;0.53;2809;1;100.0;120
14/12/21;12:00 p.m.;11.1;13.7;9.1;16;-13.8;8.0;S;16.09;25.7;SE;10.3;9.4;8.6;12.4;666.1;0.00;0.0;947;162.91;1085;0.602;0.000;12.9;20;-9.6;10.9;1.07;2808;1;100.0;120
14/12/21;2:00 p.m.;15.4;17.0;13.1;12;-13.9;16.1;SSE;32.19;35.4;SE;13.7;12.6;10.9;22.0;664.2;0.00;0.0;1136;195.42;1162;0.245;0.000;16.4;17;-8.7;13.7;1.50;2808;1;100.0;120
14/12/21;4:00 p.m.;18.4;19.4;16.7;8;-16.5;19.3;NO;38.62;46.7;ONO;16.4;15.1;13.1;20.1;662.3;0.00;0.0;1071;184.24;1146;0.000;0.005;19.6;14;-8.7;16.4;1.65;2808;1;100.0;120
14/12/21;6:00 p.m.;18.7;19.4;17.7;7;-17.9;24.1;NO;48.28;45.1;NO;16.1;15.2;12.6;16.1;662.5;0.00;0.0;748;128.67;949;0.000;0.028;19.8;11;-11.5;16.6;1.42;2810;1;100.0;120
14/12/21;8:00 p.m.;16.0;17.7;13.6;21;-6.4;20.9;NO;41.84;41.8;ONO;13.4;13.4;10.9;10.1;663.2;0.00;0.0;256;44.04;522;0.194;0.000;16.6;12;-13.0;13.6;0.76;2809;1;100.0;120
14/12/21;10:00 p.m.;11.6;13.6;10.1;27;-6.8;22.5;NO;45.06;37.0;NNO;8.2;10.1;6.7;3.6;664.6;0.00;0.0;1;0.17;12;0.560;0.000;11.2;17;-13.0;9.5;0.38;2807;1;100.0;120
15/12/21;12:00 a.m.;9.4;10.3;7.7;26;-9.1;11.3;O;22.53;33.8;ONO;7.8;8.3;6.6;2.6;666.0;0.00;0.0;0;0.00;0;0.741;0.000;7.9;18;-15.0;6.7;0.23;2809;1;100.0;120
15/12/21;2:00 a.m.;8.2;8.6;7.8;29;-8.8;12.9;ONO;25.75;35.4;ONO;5.9;7.2;4.9;1.1;665.0;0.00;0.0;0;0.00;0;0.843;0.000;6.4;18;-16.3;5.3;0.23;2806;1;100.0;120
15/12/21;4:00 a.m.;5.9;7.9;3.9;29;-10.8;6.4;NO;12.87;20.9;NNO;4.6;4.9;3.7;1.2;664.8;0.00;0.0;0;0.00;0;1.037;0.000;4.1;19;-17.5;3.1;0.15;2806;1;100.0;120
15/12/21;6:00 a.m.;3.2;4.1;1.9;34;-11.2;6.4;NNO;12.87;17.7;ONO;1.5;2.4;0.7;-1.8;665.1;0.00;0.0;0;0.00;0;1.264;0.000;1.2;20;-19.3;0.4;0.13;2809;1;100.0;120
15/12/21;8:00 a.m.;3.4;5.4;1.9;30;-12.6;8.0;ONO;16.09;17.7;ONO;1.2;2.6;0.4;-1.1;666.8;0.00;0.0;74;12.73;294;1.245;0.000;1.2;21;-18.8;0.4;0.15;2807;1;100.0;120
15/12/21;10:00 a.m.;8.4;10.8;5.4;20;-13.3;8.0;S;16.09;20.9;SSO;7.2;7.2;5.9;9.5;667.5;0.00;0.0;537;92.38;770;0.824;0.000;8.3;19;-14.0;7.1;0.61;2807;1;100.0;120
15/12/21;12:00 p.m.;12.1;13.8;10.6;17;-12.3;8.0;S;16.09;19.3;SSE;11.4;10.2;9.5;13.3;666.2;0.00;0.0;950;163.42;1090;0.523;0.000;13.6;17;-11.1;11.3;1.09;2810;1;100.0;120
15/12/21;2:00 p.m.;16.2;18.4;13.8;11;-14.3;9.7;SE;19.31;24.1;S;16.1;13.3;13.2;25.9;663.7;0.00;0.0;1140;196.11;1160;0.176;0.000;18.0;15;-9.1;15.0;1.42;2808;1;100.0;120
15/12/21;4:00 p.m.;19.5;20.9;17.8;8;-15.7;12.9;S;25.75;29.0;SO;19.2;16.1;15.8;23.7;660.8;0.00;0.0;1063;182.86;1151;0.000;0.097;21.3;13;-8.3;18.4;1.52;2810;1;100.0;120
15/12/21;6:00 p.m.;21.4;22.6;20.4;7;-15.9;20.9;NO;41.84;49.9;O;19.5;18.4;16.4;20.6;659.1;0.00;0.0;789;135.73;1021;0.000;0.259;23.1;10;-10.2;20.7;1.50;2810;1;100.0;120
15/12/21;8:00 p.m.;19.0;21.2;16.6;13;-10.1;33.8;NO;67.59;57.9;ONO;15.6;15.8;12.4;11.9;659.8;0.00;0.0;290;49.89;679;0.000;0.056;19.7;9;-14.2;16.3;1.14;2810;1;100.0;120
15/12/21;10:00 p.m.;14.8;16.6;13.4;16;-10.8;32.2;NO;64.37;54.7;NO;10.9;12.2;8.3;5.7;661.0;0.00;0.0;2;0.34;18;0.296;0.000;14.4;12;-14.7;11.8;0.63;2807;1;100.0;120
16/12/21;12:00 a.m.;12.7;13.6;11.8;14;-14.2;29.0;NO;57.94;54.7;NO;8.8;10.5;6.6;3.7;663.2;0.00;0.0;0;0.00;0;0.472;0.000;11.8;12;-16.8;9.8;0.53;2808;1;100.0;120
16/12/21;2:00 a.m.;9.9;11.9;8.2;21;-11.5;12.9;N;25.75;25.7;NO;7.9;8.7;6.7;2.8;663.0;0.00;0.0;0;0.00;0;0.704;0.000;8.9;14;-17.2;7.6;0.28;2754;1;100.0;120
16/12/21;4:00 a.m.;7.7;8.4;7.0;22;-12.8;8.0;N;16.09;20.9;O;6.3;6.6;5.2;2.7;662.5;0.00;0.0;0;0.00;0;0.889;0.000;5.8;14;-19.7;4.6;0.20;2808;1;100.0;120
16/12/21;6:00 a.m.;5.8;7.1;5.1;23;-13.8;6.4;NO;12.87;14.5;NO;4.5;4.7;3.4;0.9;662.9;0.00;0.0;0;0.00;0;1.046;0.000;3.8;15;-20.5;2.8;0.15;2806;1;100.0;120
16/12/21;8:00 a.m.;5.1;7.9;3.6;19;-16.7;4.8;N;9.66;12.9;NNE;4.2;4.0;3.2;1.6;664.6;0.00;0.0;76;13.07;285;1.106;0.000;2.6;16;-20.8;1.7;0.15;2805;1;100.0;120
16/12/21;10:00 a.m.;11.3;13.4;7.9;17;-12.9;4.8;SSE;9.66;14.5;SSE;11.2;9.6;9.5;13.0;664.8;0.00;0.0;529;91.00;765;0.588;0.000;11.2;14;-15.4;9.4;0.61;2808;1;100.0;120
16/12/21;12:00 p.m.;15.6;17.4;13.4;17;-9.4;6.4;SSE;12.87;22.5;O;15.6;12.9;12.9;16.8;663.0;0.00;0.0;941;161.87;1078;0.231;0.000;17.2;13;-11.5;14.2;1.14;2810;1;100.0;120
16/12/21;2:00 p.m.;18.8;20.7;17.3;14;-9.3;9.7;SSE;19.31;27.4;SSE;18.8;15.7;15.7;28.6;660.2;0.00;0.0;1137;195.59;1267;0.000;0.037;20.8;13;-8.7;17.8;1.52;2809;1;100.0;120
16/12/21;4:00 p.m.;20.6;21.3;20.0;12;-9.8;9.7;SSE;19.31;30.6;SE;20.6;17.6;17.6;20.8;658.5;0.00;0.0;607;104.42;1378;0.000;0.190;22.3;13;-7.5;19.8;1.02;2809;1;100.0;120
16/12/21;6:00 p.m.;22.8;23.7;21.3;9;-11.8;24.1;NO;48.28;46.7;ONO;20.6;20.3;18.1;21.7;657.1;0.00;0.0;747;128.50;1004;0.000;0.375;23.8;10;-9.7;21.8;1.55;2807;1;100.0;120
16/12/21;8:00 p.m.;20.4;22.1;18.2;11;-11.1;25.7;NO;51.50;46.7;NO;17.8;17.2;14.7;13.7;659.0;0.00;0.0;241;41.46;589;0.000;0.171;21.0;10;-11.8;17.9;0.97;2810;1;100.0;120
16/12/21;10:00 p.m.;16.4;18.2;14.8;12;-13.1;30.6;NO;61.16;49.9;NO;12.9;13.4;9.9;7.2;660.7;0.00;0.0;6;1.03;42;0.162;0.000;16.2;10;-15.5;13.3;0.69;2808;1;100.0;120
17/12/21;12:00 a.m.;14.1;14.8;13.6;16;-11.4;30.6;NO;61.16;56.3;NO;10.3;11.7;7.9;5.2;663.1;0.00;0.0;0;0.00;0;0.352;0.000;13.4;12;-15.5;11.1;0.56;2807;1;100.0;120
17/12/21;2:00 a.m.;12.2;13.8;10.1;23;-8.3;11.3;NNE;22.53;33.8;NO;11.1;10.4;9.3;5.3;663.2;0.00;0.0;0;0.00;0;0.509;0.000;11.2;13;-16.3;9.4;0.28;2807;1;100.0;120
17/12/21;4:00 a.m.;9.6;10.3;8.7;28;-8.1;9.7;NNE;19.31;14.5;N;8.2;8.4;7.1;4.6;662.6;0.00;0.0;0;0.00;0;0.731;0.000;8.2;14;-17.8;6.9;0.20;2808;1;100.0;120
17/12/21;6:00 a.m.;7.9;9.0;6.8;28;-9.5;6.4;NNE;12.87;12.9;NNE;7.0;6.9;5.9;3.5;663.0;0.00;0.0;0;0.00;0;0.866;0.000;6.4;16;-17.6;5.3;0.15;2808;1;100.0;120
17/12/21;8:00 a.m.;7.5;11.4;6.2;21;-13.5;4.8;NNO;9.66;12.9;NNO;7.0;6.3;5.8;4.3;664.2;0.00;0.0;75;12.90;278;0.903;0.000;5.4;16;-18.5;4.3;0.15;2807;1;100.0;120
17/12/21;10:00 a.m.;13.5;15.1;11.4;18;-10.4;6.4;SSE;12.87;16.1;SSO;13.4;11.3;11.2;14.7;664.3;0.00;0.0;521;89.62;740;0.403;0.000;13.4;15;-12.7;11.2;0.63;2808;1;100.0;120
17/12/21;12:00 p.m.;16.3;17.6;15.1;22;-5.5;8.0;S;16.09;29.0;SO;16.3;13.8;13.8;17.7;662.6;0.00;0.0;931;160.15;1238;0.167;0.000;18.1;15;-9.0;15.1;1.17;2810;1;100.0;120
17/12/21;2:00 p.m.;19.3;21.2;17.4;9;-14.4;8.0;ESE;16.09;24.1;SSE;19.3;16.0;16.0;28.8;659.8;0.00;0.0;1140;196.11;1197;0.000;0.083;22.0;14;-6.8;19.4;1.47;2809;1;100.0;120
17/12/21;4:00 p.m.;22.3;23.6;21.1;8;-13.6;11.3;SE;22.53;30.6;SSE;22.3;19.6;19.6;28.1;657.4;0.00;0.0;1077;185.27;1218;0.000;0.329;24.6;11;-7.9;23.1;1.55;2808;1;100.0;120
17/12/21;6:00 p.m.;23.3;24.8;22.3;11;-8.8;12.9;ENE;25.75;53.1;NO;23.1;21.1;20.8;24.9;655.6;0.00;0.0;705;121.28;1037;0.000;0.417;25.5;11;-7.2;23.8;1.22;2807;1;100.0;120
17/12/21;8:00 p.m.;22.2;23.9;19.2;14;-6.6;22.5;NO;45.06;49.9;NO;20.1;19.7;17.6;17.2;656.1;0.00;0.0;291;50.06;654;0.000;0.324;23.5;11;-8.7;21.4;0.97;2807;1;100.0;120
17/12/21;10:00 p.m.;17.4;19.2;16.2;16;-8.7;29.0;NO;57.94;51.5;NO;14.1;14.4;11.2;8.4;659.1;0.00;0.0;1;0.17;14;0.079;0.000;17.2;12;-12.5;14.2;0.66;2809;1;100.0;120
18/12/21;12:00 a.m.;15.5;16.6;14.0;17;-9.5;14.5;NE;28.97;43.5;ONO;14.2;12.9;11.6;7.9;661.6;0.00;0.0;0;0.00;0;0.236;0.000;14.8;13;-13.4;12.2;0.36;2810;1;100.0;120
18/12/21;2:00 a.m.;13.2;14.0;12.8;18;-10.7;9.7;NE;19.31;19.3;ENE;12.4;11.0;10.3;6.1;661.8;0.00;0.0;0;0.00;0;0.431;0.000;12.1;13;-15.6;10.1;0.25;2804;1;100.0;120
18/12/21;4:00 a.m.;11.6;12.9;10.1;39;-1.9;9.7;O;19.31;27.4;O;10.6;10.4;9.4;7.1;661.4;0.00;0.0;0;0.00;0;0.565;0.000;10.5;15;-15.1;8.9;0.23;2808;1;100.0;120
18/12/21;6:00 a.m.;9.6;10.3;8.5;34;-5.5;3.2;NO;6.44;12.9;O;9.6;8.7;8.7;6.3;661.4;0.00;0.0;0;0.00;0;0.727;0.000;7.9;17;-15.7;6.7;0.13;2809;1;100.0;120
18/12/21;8:00 a.m.;8.8;11.2;7.8;35;-5.8;4.8;ONO;9.66;14.5;NO;8.5;7.9;7.6;6.1;662.2;0.00;0.0;68;11.70;269;0.792;0.000;6.9;19;-15.2;5.8;0.15;2809;1;100.0;120
18/12/21;10:00 a.m.;13.3;15.4;10.7;35;-1.9;9.7;SO;19.31;20.9;SO;12.6;11.7;11.1;14.2;661.8;0.00;0.0;451;77.58;744;0.421;0.000;12.9;20;-9.6;10.9;0.58;2809;1;100.0;120
18/12/21;12:00 p.m.;16.9;18.3;15.1;24;-3.8;8.0;SSE;16.09;20.9;SSE;16.9;14.4;14.4;17.9;661.1;0.00;0.0;878;151.04;1172;0.120;0.000;18.8;18;-6.0;15.9;1.09;2809;1;100.0;120
18/12/21;2:00 p.m.;19.8;21.5;18.0;25;-0.8;11.3;SE;22.53;29.0;SE;19.8;17.3;17.3;30.4;658.2;0.00;0.0;1150;197.83;1257;0.000;0.120;22.2;17;-4.0;19.9;1.55;2810;1;100.0;120
18/12/21;4:00 p.m.;21.6;22.5;20.6;23;-0.5;9.7;S;19.31;25.7;SE;21.6;19.3;19.3;22.7;656.3;0.00;0.0;590;101.49;1343;0.000;0.269;23.9;17;-2.6;22.4;0.99;2805;1;100.0;120
18/12/21;6:00 p.m.;20.9;21.9;20.1;25;0.2;14.5;ESE;28.97;43.5;ESE;20.2;18.7;17.9;19.1;654.7;0.00;0.0;429;73.80;682;0.000;0.218;22.6;19;-2.3;20.6;0.81;2810;1;100.0;120
18/12/21;8:00 p.m.;22.1;23.1;20.6;13;-7.6;17.7;NNE;35.41;48.3;NNE;20.7;19.6;18.1;17.6;655.6;0.00;0.0;279;47.99;571;0.000;0.315;23.2;16;-4.0;21.2;0.79;2809;1;100.0;120
18/12/21;10:00 p.m.;18.3;20.7;16.8;18;-6.4;25.7;NO;51.50;49.9;ONO;15.5;15.4;12.6;9.8;657.9;0.00;0.0;2;0.34;18;0.000;0.000;18.1;16;-8.1;15.2;0.56;2808;1;100.0;120
19/12/21;12:00 a.m.;16.3;16.8;15.8;19;-7.4;24.1;NO;48.28;61.2;ONO;13.4;13.7;10.7;7.7;660.9;0.00;0.0;0;0.00;0;0.167;0.000;15.4;17;-9.5;12.8;0.51;2810;1;100.0;120
19/12/21;2:00 a.m.;15.1;16.2;13.4;23;-6.0;11.3;NO;22.53;27.4;ONO;14.5;12.7;12.2;8.3;661.0;0.00;0.0;0;0.00;0;0.273;0.000;14.2;17;-10.6;11.8;0.28;2805;1;100.0;120
19/12/21;4:00 a.m.;11.8;13.4;11.1;54;2.8;11.3;O;22.53;38.6;O;10.6;11.0;9.8;7.6;660.1;0.00;0.0;0;0.00;0;0.546;0.000;10.7;21;-10.8;9.2;0.20;2810;1;100.0;120
19/12/21;6:00 a.m.;10.4;11.1;9.5;62;3.4;12.9;O;25.75;22.5;O;8.5;9.9;8.1;6.0;659.7;0.00;0.0;0;0.00;0;0.662;0.000;9.4;26;-9.1;8.3;0.15;2809;1;100.0;120
19/12/21;8:00 a.m.;9.1;9.7;8.3;61;2.0;12.9;O;25.75;33.8;O;7.0;8.7;6.6;4.9;660.9;0.00;0.0;37;6.36;128;0.769;0.000;8.3;30;-8.3;7.3;0.15;2809;1;100.0;120
19/12/21;10:00 a.m.;12.0;14.7;9.2;45;0.4;6.4;E;12.87;16.1;SSO;11.7;10.9;10.6;12.9;661.1;0.00;0.0;359;61.76;724;0.528;0.000;12.1;26;-6.9;10.4;0.46;2808;1;100.0;120
19/12/21;12:00 p.m.;16.6;18.1;14.7;31;-0.7;8.0;SSE;16.09;20.9;SE;16.6;14.6;14.6;17.9;660.5;0.00;0.0;838;144.15;1102;0.148;0.000;18.5;24;-2.5;15.9;1.02;2808;1;100.0;120
19/12/21;2:00 p.m.;19.4;20.8;17.7;27;-0.1;9.7;SSE;19.31;30.6;S;19.4;17.0;17.0;29.9;657.6;0.00;0.0;1118;192.32;1218;0.000;0.088;22.2;22;-0.5;20.2;1.45;2809;1;100.0;120
19/12/21;4:00 p.m.;21.9;22.8;20.4;24;0.4;9.7;SE;19.31;37.0;OSO;21.9;19.8;19.8;24.9;654.7;0.00;0.0;733;126.09;1255;0.000;0.296;24.3;21;0.6;23.2;1.09;2808;1;100.0;120
19/12/21;6:00 p.m.;22.6;23.5;21.5;25;1.5;12.9;SO;25.75;33.8;O;22.3;20.9;20.6;22.4;653.5;0.00;0.0;471;81.02;1079;0.000;0.352;24.6;20;0.1;23.6;0.91;2808;1;100.0;120
19/12/21;8:00 p.m.;17.9;21.5;14.5;55;8.7;19.3;SE;38.62;43.5;SSE;15.8;17.2;15.1;13.2;657.5;0.00;0.0;92;15.83;160;0.037;0.000;19.2;29;0.7;17.1;0.43;2810;1;100.0;120
19/12/21;10:00 p.m.;13.2;14.4;12.2;61;5.8;12.9;S;25.75;30.6;S;11.8;12.5;11.2;7.8;661.1;0.00;0.0;4;0.69;33;0.431;0.000;13.4;33;-2.6;11.8;0.13;2810;1;100.0;120
20/12/21;12:00 a.m.;12.5;12.7;12.2;59;4.7;4.8;NO;9.66;14.5;O;12.5;11.8;11.8;8.2;662.5;0.00;0.0;0;0.00;0;0.486;0.000;11.6;33;-4.1;10.3;0.10;2809;1;100.0;120
20/12/21;2:00 a.m.;11.2;12.3;10.3;66;5.1;11.3;OSO;22.53;19.3;OSO;9.9;10.8;9.4;5.9;661.8;0.00;0.0;0;0.00;0;0.593;0.000;10.3;37;-3.7;9.4;0.10;2808;1;100.0;120
20/12/21;4:00 a.m.;10.3;10.5;10.0;66;4.3;9.7;O;19.31;17.7;OSO;9.1;10.0;8.8;6.6;661.1;0.00;0.0;0;0.00;0;0.667;0.000;9.3;37;-4.7;8.4;0.10;2808;1;100.0;120
20/12/21;6:00 a.m.;10.5;10.8;9.7;68;4.8;12.9;O;25.75;20.9;OSO;8.7;10.2;8.3;6.3;661.5;0.00;0.0;0;0.00;0;0.653;0.000;9.7;39;-3.6;8.9;0.10;2808;1;100.0;120
20/12/21;8:00 a.m.;10.1;11.1;9.5;64;3.6;11.3;OSO;22.53;19.3;O;8.6;9.7;8.2;6.3;662.5;0.00;0.0;28;4.82;67;0.685;0.000;9.4;39;-3.9;8.6;0.13;2809;1;100.0;120
20/12/21;10:00 a.m.;11.8;13.4;10.9;57;3.6;8.0;SO;16.09;17.7;SO;11.2;11.1;10.4;11.2;662.8;0.00;0.0;216;37.16;742;0.542;0.000;11.9;38;-1.9;10.7;0.30;2806;1;100.0;120
20/12/21;12:00 p.m.;15.4;17.2;13.4;41;2.2;6.4;SE;12.87;19.3;SSE;15.4;14.0;14.0;18.1;661.6;0.00;0.0;913;157.06;1085;0.241;0.000;17.8;33;1.3;15.9;1.04;2809;1;100.0;120
20/12/21;2:00 p.m.;18.7;20.1;17.2;32;1.7;8.0;SSE;16.09;24.1;SO;18.7;16.8;16.8;30.3;659.5;0.00;0.0;1146;197.14;1292;0.000;0.032;21.9;30;3.6;20.2;1.42;2810;1;100.0;120
20/12/21;4:00 p.m.;19.0;21.3;15.3;53;9.2;16.1;NO;32.19;48.3;NO;17.9;18.3;17.2;19.1;658.3;0.00;0.0;470;80.85;1238;0.000;0.056;22.0;33;5.0;20.4;0.81;2810;1;100.0;120
20/12/21;6:00 p.m.;13.7;15.3;12.5;56;5.1;25.7;ONO;51.50;51.5;ONO;10.3;12.9;9.4;8.2;659.1;0.60;2.2;156;26.84;209;0.384;0.000;13.3;79;9.7;13.1;0.41;2807;1;100.0;120
20/12/21;8:00 p.m.;14.8;15.2;13.6;62;7.6;11.3;OSO;22.53;29.0;OSO;14.2;14.1;13.5;11.2;661.0;0.00;0.0;89;15.31;181;0.296;0.000;14.8;79;11.2;14.6;0.23;2810;1;100.0;120
20/12/21;10:00 p.m.;13.3;13.7;12.7;62;6.1;6.4;ESE;12.87;17.7;SE;13.2;12.6;12.5;8.9;662.1;0.00;0.0;1;0.17;11;0.421;0.000;12.8;78;9.0;12.6;0.08;2808;1;100.0;120
21/12/21;12:00 a.m.;12.2;12.7;11.9;67;6.3;4.8;ESE;9.66;17.7;ESE;12.2;11.7;11.7;8.2;662.7;0.00;0.0;0;0.00;0;0.509;0.000;11.5;73;6.8;11.2;0.08;2807;1;100.0;120
21/12/21;2:00 a.m.;11.3;12.1;10.4;68;5.6;4.8;ONO;9.66;14.5;ONO;11.3;10.9;10.9;7.3;661.6;0.00;0.0;0;0.00;0;0.583;0.000;10.4;70;5.1;10.1;0.05;2809;1;100.0;120
21/12/21;4:00 a.m.;10.5;10.9;9.9;71;5.5;6.4;OSO;12.87;12.9;OSO;9.9;10.3;9.7;7.6;660.8;0.00;0.0;0;0.00;0;0.653;0.000;9.4;69;4.0;9.2;0.08;2808;1;100.0;120
21/12/21;6:00 a.m.;10.5;11.1;9.6;68;4.8;9.7;O;19.31;22.5;OSO;9.3;10.2;9.0;6.8;660.6;0.00;0.0;0;0.00;0;0.653;0.000;9.7;65;3.4;9.3;0.10;2808;1;100.0;120
21/12/21;8:00 a.m.;9.8;11.0;8.8;67;4.0;3.2;OSO;6.44;11.3;O;9.8;9.6;9.6;7.9;661.7;0.00;0.0;39;6.71;155;0.708;0.000;8.9;65;2.7;8.6;0.08;2809;1;100.0;120
21/12/21;10:00 a.m.;12.4;13.5;11.0;56;3.8;4.8;SO;9.66;14.5;SSO;12.4;11.6;11.6;13.0;662.7;0.00;0.0;260;44.73;443;0.495;0.000;12.3;60;4.7;11.6;0.30;2810;1;100.0;120
21/12/21;12:00 p.m.;15.7;17.7;13.6;40;2.1;6.4;SSO;12.87;25.7;SSE;15.7;14.2;14.2;18.3;661.1;0.00;0.0;915;157.40;1215;0.218;0.000;17.8;52;7.8;16.9;1.07;2809;1;100.0;120
21/12/21;2:00 p.m.;18.9;19.6;17.6;31;1.4;8.0;SE;16.09;25.7;ESE;18.9;17.0;17.0;29.2;659.0;0.00;0.0;1062;182.69;1304;0.000;0.051;22.2;46;10.0;21.5;1.35;2809;1;100.0;120
21/12/21;4:00 p.m.;20.8;22.6;19.4;27;1.1;9.7;SE;19.31;27.4;SE;20.8;18.7;18.7;27.4;656.0;0.00;0.0;1037;178.39;1146;0.000;0.208;24.3;40;9.9;23.8;1.40;2809;1;100.0;120
21/12/21;6:00 p.m.;21.3;22.9;19.1;39;6.8;11.3;ESE;22.53;33.8;NNO;21.3;19.8;19.8;21.3;654.3;0.00;0.0;411;70.70;1041;0.000;0.250;24.2;40;9.7;23.7;0.76;2810;1;100.0;120
21/12/21;8:00 p.m.;15.9;19.1;14.4;46;4.3;29.0;NNO;57.94;54.7;NO;12.5;14.7;11.3;9.3;656.6;0.00;0.0;55;9.46;100;0.199;0.000;16.6;45;4.6;15.3;0.43;2805;1;100.0;120
21/12/21;10:00 p.m.;13.7;15.8;11.7;70;8.3;11.3;NE;22.53;33.8;NE;12.9;13.3;12.4;9.1;659.5;0.40;0.0;2;0.34;19;0.384;0.000;13.2;62;6.1;12.6;0.15;2808;1;100.0;120
22/12/21;12:00 a.m.;12.1;12.7;11.4;66;5.9;14.5;NNO;28.97;30.6;NO;10.1;11.6;9.6;6.4;660.6;0.00;0.0;0;0.00;0;0.523;0.000;11.1;72;6.2;10.8;0.13;2809;1;100.0;120
22/12/21;2:00 a.m.;11.3;12.5;10.1;76;7.2;11.3;S;22.53;20.9;S;10.0;11.1;9.8;6.3;660.8;0.00;0.0;0;0.00;0;0.588;0.000;11.3;68;5.6;10.9;0.10;2808;1;100.0;120
22/12/21;4:00 a.m.;9.3;10.2;8.3;88;7.4;8.0;SSO;16.09;16.1;S;8.2;9.4;8.3;6.2;659.9;0.20;0.0;0;0.00;0;0.750;0.000;9.2;67;3.4;8.9;0.05;2806;1;100.0;120
22/12/21;6:00 a.m.;8.1;8.6;7.6;83;5.3;4.8;OSO;9.66;12.9;SO;7.7;8.0;7.6;5.4;660.4;0.40;0.0;0;0.00;0;0.856;0.000;7.7;68;2.2;7.4;0.00;2807;1;100.0;120
22/12/21;8:00 a.m.;8.7;8.8;8.6;84;6.2;6.4;SO;12.87;14.5;OSO;7.9;8.7;7.9;5.9;661.8;0.00;0.0;9;1.55;32;0.801;0.000;8.1;68;2.6;7.8;0.03;2807;1;100.0;120
22/12/21;10:00 a.m.;9.5;10.7;8.7;74;5.1;4.8;O;9.66;12.9;OSO;9.2;9.3;9.1;8.9;662.7;0.20;0.0;144;24.77;387;0.736;0.000;9.1;74;4.7;8.9;0.15;2806;1;100.0;120
22/12/21;12:00 p.m.;12.7;15.3;10.7;55;3.9;4.8;SSO;9.66;17.7;S;12.7;11.9;11.9;16.3;661.8;0.00;0.0;700;120.42;1130;0.468;0.000;14.3;66;8.1;13.8;0.76;2808;1;100.0;120
22/12/21;2:00 p.m.;16.8;19.1;15.3;41;3.4;6.4;ESE;12.87;20.9;ENE;16.8;15.3;15.3;28.4;659.9;0.00;0.0;1109;190.77;1463;0.130;0.000;19.8;56;10.8;19.4;1.24;2808;1;100.0;120
22/12/21;4:00 p.m.;18.8;19.8;17.8;44;6.3;11.3;SE;22.53;32.2;SE;18.8;17.6;17.6;21.6;657.9;0.00;0.0;641;110.27;1626;0.000;0.037;22.2;52;11.9;21.8;0.99;2806;1;100.0;120
22/12/21;6:00 p.m.;19.7;21.0;18.0;38;5.0;12.9;N;25.75;32.2;N;19.4;18.2;17.9;20.7;656.9;0.00;0.0;548;94.27;1155;0.000;0.116;21.5;48;10.0;20.6;0.86;2808;1;100.0;120
22/12/21;8:00 p.m.;16.1;19.7;14.9;51;5.9;29.0;NE;57.94;53.1;NE;12.6;15.0;11.6;9.9;658.6;0.00;0.0;89;15.31;427;0.190;0.000;17.1;51;6.8;16.1;0.48;2808;1;100.0;120
22/12/21;10:00 p.m.;13.9;15.3;13.2;59;6.0;12.9;NE;25.75;30.6;NE;12.7;13.1;11.9;8.6;661.2;0.00;0.0;0;0.00;5;0.370;0.000;13.7;54;4.5;12.7;0.15;2808;1;100.0;120
23/12/21;12:00 a.m.;12.7;14.1;10.6;82;9.7;12.9;OSO;25.75;35.4;O;11.3;12.6;11.2;8.0;663.2;0.00;0.0;0;0.00;0;0.472;0.000;12.6;56;4.0;11.8;0.13;2810;1;100.0;120
23/12/21;2:00 a.m.;10.4;10.7;9.9;81;7.3;11.3;SSO;22.53;24.1;SSO;8.9;10.4;8.9;5.5;663.0;0.00;0.0;0;0.00;0;0.662;0.000;9.9;59;2.2;9.4;0.05;2807;1;100.0;120
23/12/21;4:00 a.m.;9.0;9.9;8.4;85;6.6;14.5;O;28.97;22.5;O;6.5;9.0;6.5;4.6;662.8;0.00;0.0;0;0.00;0;0.778;0.000;8.7;61;1.6;8.2;0.05;2807;1;100.0;120
23/12/21;6:00 a.m.;8.3;8.6;8.0;90;6.7;4.8;SSO;9.66;17.7;OSO;7.9;8.4;8.0;5.9;663.2;1.20;1.6;0;0.00;0;0.838;0.000;7.9;69;2.6;7.7;0.03;2809;1;100.0;120
