;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energía;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Rocío;In.Cal.;;Muest;Tx  ;Recep.;Int.
Date;Time;Ext.;Máx.;Mín.;Ext.;Rocío;Viento;Viento;Viento;Máx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Frío ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
29/4/21;16:38;11.3;11.3;11.3;12;-17.1;4.8;E;0.08;9.7;E;11.3;9.5;9.4;---;658.0;0.00;0.0;536;0.77;536;0.005;0.000;---;6;---;---;0.00;20;1;87.0;1
29/4/21;16:39;11.3;11.4;11.3;12;-17.1;4.8;E;0.08;8.0;E;11.3;9.5;9.4;---;658.0;0.00;0.0;534;0.77;534;0.005;0.000;16.9;6;-21.0;13.7;0.00;24;1;100.0;1
29/4/21;16:40;11.4;11.4;11.4;12;-17.1;4.8;SSE;0.08;8.0;SE;11.4;9.5;9.5;---;658.0;0.00;0.0;531;0.76;531;0.005;0.000;16.9;6;-21.0;13.6;0.00;23;1;100.0;1
29/4/21;16:41;11.4;11.4;11.4;12;-17.0;3.2;SSE;0.05;6.4;SSE;11.4;9.6;9.6;---;658.0;0.00;0.0;526;0.75;526;0.005;0.000;16.9;6;-21.0;13.6;0.00;23;1;100.0;1
29/4/21;18:00;11.6;12.1;11.2;12;-17.0;3.2;E;6.44;14.5;SE;11.6;9.6;9.6;9.8;657.4;0.00;0.0;375;64.51;515;0.565;0.000;16.7;23;-4.5;14.2;0.51;1803;1;65.9;120
29/4/21;20:00;10.4;12.1;8.6;11;-18.9;12.9;NW;25.75;45.1;NW;8.5;8.8;6.9;3.2;658.7;0.00;0.0;37;6.36;202;0.662;0.000;11.5;25;-7.9;9.9;0.30;2808;1;100.0;120
29/4/21;22:00;7.2;8.6;5.9;13;-19.5;25.7;NW;51.50;41.8;NW;2.8;5.9;1.6;-1.6;660.3;0.00;0.0;0;0.00;0;0.931;0.000;6.2;24;-12.9;5.2;0.41;2810;1;100.0;120
30/4/21;00:00;5.4;7.2;4.3;14;-20.0;8.0;NNE;16.09;27.4;NNE;3.7;4.3;2.5;-1.9;661.9;0.00;0.0;0;0.00;0;1.074;0.000;3.3;27;-13.9;2.4;0.20;2809;1;100.0;120
30/4/21;02:00;2.7;5.4;0.2;15;-21.5;6.4;NNW;12.87;20.9;WNW;0.9;1.7;-0.1;-4.6;663.1;0.00;0.0;0;0.00;0;1.306;0.000;0.2;29;-15.8;-0.5;0.15;2802;1;100.0;120
30/4/21;04:00;0.5;1.2;-0.4;19;-20.5;4.8;NW;9.66;17.7;NW;-0.9;-0.3;-1.8;-4.4;664.6;0.00;0.0;0;0.00;0;1.486;0.000;-2.3;30;-17.6;-2.9;0.13;2805;1;100.0;120
30/4/21;06:00;-1.5;-0.4;-2.5;24;-19.5;8.0;NW;16.09;20.9;WNW;-4.5;-2.2;-5.2;-7.8;665.8;0.00;0.0;0;0.00;0;1.653;0.000;-3.4;32;-17.8;-4.0;0.13;2807;1;100.0;120
30/4/21;08:00;-2.6;-1.0;-3.6;24;-20.4;8.0;WNW;16.09;19.3;NW;-5.7;-3.2;-6.4;-9.1;668.5;0.00;0.0;0;0.00;9;1.741;0.000;-4.6;32;-18.8;-5.1;0.10;2804;1;100.0;120
30/4/21;10:00;-1.1;2.9;-4.1;18;-22.4;3.2;N;6.44;11.3;NNE;-1.7;-1.8;-2.4;-2.1;670.7;0.00;0.0;220;37.84;464;1.616;0.000;-3.9;33;-17.9;-4.4;0.18;2806;1;100.0;120
15/5/21;00:00;5.7;6.7;4.8;33;-9.4;14.5;NW;28.97;41.8;WNW;2.6;4.8;1.7;-2.0;673.4;0.00;0.0;0;0.00;0;1.056;0.000;3.8;47;-6.5;3.2;0.20;2808;1;100.0;120
15/5/21;02:00;4.9;6.1;3.2;40;-7.6;14.5;NW;28.97;37.0;NW;1.8;4.2;1.0;-2.7;673.7;0.00;0.0;0;0.00;0;1.116;0.000;3.4;47;-6.8;2.8;0.18;2808;1;100.0;120
15/5/21;04:00;2.2;3.1;1.4;44;-8.8;8.0;NW;16.09;22.5;WNW;-0.1;1.6;-0.7;-3.2;673.3;0.00;0.0;0;0.00;0;1.343;0.000;0.3;48;-9.4;-0.2;0.10;2806;1;100.0;120
15/5/21;06:00;0.7;1.4;-0.5;45;-9.9;6.4;NNW;12.87;19.3;NW;-1.3;0.2;-1.9;-4.3;673.1;0.00;0.0;0;0.00;0;1.468;0.000;-1.3;49;-10.6;-1.7;0.10;2804;1;100.0;120
15/5/21;08:00;0.1;1.0;-0.9;53;-8.4;4.8;WNW;9.66;17.7;WNW;-1.4;-0.4;-1.9;-4.3;674.3;0.00;0.0;0;0.00;5;1.523;0.000;-2.1;50;-11.1;-2.5;0.05;2806;1;100.0;120
15/5/21;10:00;2.1;6.1;-1.5;40;-10.2;3.2;NE;6.44;9.7;NNE;1.7;1.4;1.0;1.2;675.2;0.00;0.0;178;30.62;404;1.356;0.000;-1.2;49;-10.5;-1.6;0.18;2804;1;100.0;120
15/5/21;12:00;6.3;7.1;4.3;35;-8.1;6.4;S;12.87;16.1;SSW;5.1;5.4;4.2;9.6;675.7;0.00;0.0;582;100.12;721;1.005;0.000;5.5;44;-5.8;4.8;0.56;2809;1;100.0;120
15/5/21;14:00;8.6;10.3;7.2;29;-8.5;8.0;SSE;16.09;20.9;SE;7.4;7.6;6.3;11.6;672.7;0.00;0.0;779;134.01;802;0.810;0.000;11.2;40;-1.9;10.2;0.81;2806;1;100.0;120
15/5/21;16:00;11.6;12.8;10.3;24;-8.4;8.0;SE;16.09;22.5;ESE;10.8;9.9;9.2;13.7;670.5;0.00;0.0;707;121.62;789;0.565;0.000;14.8;34;-1.0;13.1;0.84;2809;1;100.0;120
15/5/21;18:00;12.9;13.4;12.4;23;-7.8;8.0;SSW;16.09;19.3;SE;12.4;10.9;10.4;11.0;670.1;0.00;0.0;385;66.23;580;0.454;0.000;15.9;31;-1.2;13.9;0.53;2809;1;100.0;120
15/5/21;20:00;10.8;13.6;9.1;30;-6.1;30.6;NW;61.16;56.3;WNW;6.4;9.6;5.2;2.7;670.4;0.00;0.0;21;3.61;139;0.630;0.000;11.3;32;-4.8;10.0;0.51;2809;1;100.0;120
15/5/21;22:00;8.5;9.2;7.9;31;-7.7;32.2;NW;64.37;54.7;NW;3.8;7.5;2.8;0.2;672.2;0.00;0.0;0;0.00;0;0.819;0.000;7.6;33;-7.7;6.7;0.41;2806;1;100.0;120
16/5/21;00:00;7.2;8.0;6.3;30;-9.3;19.3;NNW;38.62;41.8;NW;3.6;6.2;2.7;-0.7;672.5;0.00;0.0;0;0.00;0;0.931;0.000;5.9;35;-8.4;5.1;0.28;2806;1;100.0;120
16/5/21;02:00;5.8;7.5;4.2;39;-7.1;12.9;NW;25.75;32.2;NNW;3.1;5.0;2.3;-1.5;673.1;0.00;0.0;0;0.00;0;1.046;0.000;4.3;37;-9.2;3.5;0.18;2805;1;100.0;120
16/5/21;04:00;2.6;4.3;1.7;44;-8.4;9.7;WNW;19.31;17.7;WNW;-0.1;2.0;-0.7;-3.2;672.5;0.00;0.0;0;0.00;0;1.310;0.000;1.0;38;-11.8;0.4;0.10;2808;1;100.0;120
16/5/21;06:00;2.0;4.1;-0.4;51;-7.1;8.0;NNW;16.09;24.1;W;-0.4;1.5;-0.9;-3.3;672.1;0.00;0.0;0;0.00;0;1.361;0.000;0.1;40;-11.9;-0.4;0.10;2808;1;100.0;120
16/5/21;08:00;-0.6;0.9;-1.4;48;-10.3;8.0;NNW;16.09;19.3;WNW;-3.4;-1.1;-3.9;-6.4;673.0;0.00;0.0;0;0.00;5;1.579;0.000;-2.5;41;-14.0;-3.0;0.08;2809;1;100.0;120
16/5/21;10:00;0.9;3.8;-1.6;40;-11.2;3.2;SSW;6.44;11.3;NNW;0.4;0.3;-0.2;-0.1;674.3;0.00;0.0;179;30.79;406;1.454;0.000;-1.9;41;-13.5;-2.4;0.18;2807;1;100.0;120
16/5/21;12:00;5.5;8.2;3.6;30;-10.7;6.4;SSE;12.87;16.1;SSE;4.2;4.6;3.2;8.7;674.3;0.00;0.0;587;100.98;763;1.069;0.000;4.6;36;-9.3;3.7;0.56;2808;1;100.0;120
16/5/21;14:00;9.8;10.9;8.2;25;-9.4;6.4;S;12.87;17.7;SE;9.1;8.6;7.9;13.3;672.3;0.00;0.0;786;135.21;824;0.713;0.000;12.7;33;-3.2;11.2;0.81;2809;1;100.0;120
16/5/21;16:00;12.3;13.6;10.9;18;-11.4;8.0;SE;16.09;22.5;ESE;11.7;10.3;9.7;14.1;670.4;0.00;0.0;708;121.79;791;0.505;0.000;15.7;28;-2.8;13.6;0.84;2807;1;100.0;120
16/5/21;18:00;13.9;14.4;13.3;15;-12.4;9.7;SE;19.31;20.9;SE;13.3;11.5;10.9;11.4;670.0;0.00;0.0;386;66.40;584;0.370;0.000;16.4;22;-5.4;13.9;0.61;2806;1;100.0;120
16/5/21;20:00;12.4;14.2;10.5;23;-8.2;19.3;NW;38.62;38.6;NW;9.6;10.6;7.7;4.6;670.1;0.00;0.0;20;3.44;135;0.495;0.000;12.5;24;-7.6;10.7;0.41;2808;1;100.0;120
16/5/21;22:00;9.3;10.5;8.2;24;-10.3;29.0;NW;57.94;46.7;WNW;4.9;8.1;3.8;0.9;671.4;0.00;0.0;0;0.00;0;0.755;0.000;8.3;26;-10.1;7.2;0.43;2807;1;100.0;120
17/5/21;00:00;7.7;9.9;5.3;31;-8.4;11.3;WNW;22.53;35.4;NW;5.7;6.7;4.7;0.7;672.6;0.00;0.0;0;0.00;0;0.884;0.000;6.2;28;-11.0;5.3;0.23;2806;1;100.0;120
17/5/21;02:00;4.8;5.4;4.2;33;-10.1;8.0;NW;16.09;19.3;WNW;2.9;4.0;2.1;-2.1;673.2;0.00;0.0;0;0.00;0;1.125;0.000;2.9;29;-13.4;2.1;0.15;2806;1;100.0;120
17/5/21;04:00;2.5;4.1;0.8;41;-9.4;6.4;NNW;12.87;12.9;WNW;0.7;1.8;0.1;-2.4;672.9;0.00;0.0;0;0.00;0;1.319;0.000;0.7;32;-14.1;0.0;0.10;2808;1;100.0;120
17/5/21;06:00;0.2;1.2;-0.8;45;-10.4;9.7;N;19.31;16.1;N;-3.0;-0.4;-3.6;-6.1;673.2;0.00;0.0;0;0.00;0;1.514;0.000;-1.6;34;-15.5;-2.2;0.10;2809;1;100.0;120
17/5/21;08:00;-0.3;0.4;-1.1;44;-11.1;8.0;N;16.09;14.5;N;-3.1;-0.9;-3.7;-6.2;674.4;0.00;0.0;0;0.00;5;1.556;0.000;-2.4;35;-15.8;-3.0;0.08;2809;1;100.0;120
17/5/21;10:00;1.0;4.2;-1.6;35;-12.8;3.2;N;6.44;9.7;N;0.5;0.3;-0.2;0.0;674.9;0.00;0.0;178;30.62;406;1.444;0.000;-2.1;35;-15.6;-2.7;0.15;2810;1;100.0;120
17/5/21;12:00;6.5;8.0;4.2;27;-11.2;4.8;S;9.66;14.5;S;5.9;5.5;4.9;10.3;674.7;0.00;0.0;584;100.46;722;0.986;0.000;5.3;30;-10.9;4.3;0.56;2809;1;100.0;120
17/5/21;14:00;9.5;10.9;8.0;20;-12.4;8.0;SE;16.09;16.1;S;8.4;8.3;7.2;12.3;673.0;0.00;0.0;780;134.18;802;0.736;0.000;12.0;27;-6.5;10.4;0.84;2809;1;100.0;120
17/5/21;16:00;12.1;13.2;10.9;14;-14.7;6.4;SSE;12.87;19.3;SE;11.7;10.1;9.7;14.0;670.8;0.00;0.0;708;121.79;791;0.523;0.000;15.7;24;-4.9;13.3;0.84;2810;1;100.0;120
17/5/21;18:00;13.4;13.7;12.9;11;-16.6;6.4;SE;12.87;16.1;E;13.3;10.9;10.8;11.2;670.2;0.00;0.0;385;66.23;584;0.412;0.000;16.4;22;-5.4;13.9;0.53;2808;1;100.0;120
17/5/21;20:00;11.6;13.7;9.1;19;-11.3;12.9;NNW;25.75;40.2;WNW;9.9;9.8;8.2;4.6;670.7;0.00;0.0;19;3.27;134;0.565;0.000;11.5;23;-9.0;9.9;0.25;2809;1;100.0;120
17/5/21;22:00;8.3;9.1;7.6;19;-14.0;24.1;NNW;48.28;35.4;NW;4.3;7.1;3.1;-0.1;671.0;0.00;0.0;0;0.00;0;0.833;0.000;7.2;23;-12.6;6.1;0.38;2809;1;100.0;120
18/5/21;00:00;6.9;9.0;4.8;23;-12.9;12.9;WNW;25.75;25.7;NNW;4.4;5.8;3.3;-0.7;672.3;0.00;0.0;0;0.00;0;0.954;0.000;5.4;24;-13.6;4.4;0.23;2805;1;100.0;120
18/5/21;02:00;4.1;5.1;2.9;22;-15.8;9.7;WNW;19.31;17.7;WNW;1.7;3.2;0.7;-3.6;672.3;0.00;0.0;0;0.00;0;1.185;0.000;2.2;25;-15.8;1.4;0.18;2806;1;100.0;120
18/5/21;04:00;2.0;4.2;0.7;24;-16.5;8.0;NNW;16.09;16.1;NW;-0.4;1.2;-1.2;-3.8;671.7;0.00;0.0;0;0.00;0;1.361;0.000;-0.1;26;-17.4;-0.8;0.15;2806;1;100.0;120
18/5/21;06:00;-0.6;0.7;-1.4;27;-17.3;8.0;NNW;16.09;16.1;NNE;-3.4;-1.3;-4.2;-6.8;671.6;0.00;0.0;0;0.00;0;1.579;0.000;-2.5;26;-19.4;-3.1;0.10;2809;1;100.0;120
18/5/21;08:00;-1.6;-0.6;-2.3;30;-16.9;8.0;NNW;16.09;14.5;N;-4.6;-2.2;-5.2;-7.7;672.5;0.00;0.0;0;0.00;5;1.657;0.000;-3.8;27;-20.1;-4.3;0.10;2808;1;100.0;120
18/5/21;10:00;0.4;3.9;-2.3;24;-17.8;3.2;WSW;6.44;11.3;NW;-0.1;-0.3;-0.9;-0.8;673.6;0.00;0.0;176;30.28;401;1.491;0.000;-2.8;27;-19.2;-3.4;0.18;2806;1;100.0;120
18/5/21;12:00;5.6;7.4;3.8;20;-15.7;4.8;S;9.66;14.5;S;4.8;4.5;3.7;8.9;673.6;0.00;0.0;577;99.26;717;1.065;0.000;4.4;25;-13.9;3.5;0.56;2810;1;100.0;120
18/5/21;14:00;9.6;11.4;7.4;13;-17.6;8.0;S;16.09;19.3;S;8.4;8.2;7.1;12.0;671.4;0.00;0.0;772;132.80;824;0.731;0.000;12.0;22;-9.1;10.2;0.86;2808;1;100.0;120
18/5/21;16:00;12.7;14.2;11.3;14;-14.2;22.5;NW;45.06;66.0;WNW;9.5;10.6;7.3;10.4;669.1;0.00;0.0;684;117.66;872;0.468;0.000;15.2;16;-10.5;12.6;1.12;2808;1;100.0;120
18/5/21;18:00;12.6;13.3;11.8;19;-10.5;32.2;NNW;64.37;59.5;NW;8.4;10.6;6.4;6.7;670.2;0.00;0.0;382;65.71;577;0.477;0.000;14.4;17;-10.4;11.9;0.28;2804;1;100.0;120
18/5/21;20:00;9.4;11.8;7.4;27;-8.7;20.9;NW;41.84;46.7;WNW;5.9;8.3;4.8;1.8;670.7;0.00;0.0;19;3.27;130;0.741;0.000;9.7;22;-11.1;8.4;0.36;2809;1;100.0;120
18/5/21;22:00;6.7;7.7;5.6;30;-9.7;25.7;NNW;51.50;46.7;NW;2.3;5.8;1.4;-1.6;671.9;0.00;0.0;0;0.00;0;0.968;0.000;5.7;25;-12.8;4.7;0.33;2808;1;100.0;120
19/5/21;00:00;5.2;6.2;4.2;30;-11.0;16.1;N;32.19;41.8;N;1.8;4.3;0.9;-2.7;672.5;0.00;0.0;0;0.00;0;1.097;0.000;3.7;26;-14.1;2.8;0.23;2810;1;100.0;120
19/5/21;02:00;3.8;5.0;2.3;33;-11.0;20.9;NNW;41.84;43.5;WNW;-0.5;3.1;-1.3;-4.6;671.9;0.00;0.0;0;0.00;0;1.208;0.000;2.4;28;-14.3;1.6;0.23;2806;1;100.0;120
19/5/21;04:00;2.2;3.2;1.1;36;-11.3;8.0;NNW;16.09;30.6;NW;-0.1;1.5;-0.8;-3.3;671.4;0.00;0.0;0;0.00;0;1.343;0.000;0.5;29;-15.5;-0.2;0.13;2808;1;100.0;120
19/5/21;06:00;-0.3;1.1;-1.3;41;-12.0;8.0;NNE;16.09;17.7;WNW;-3.1;-0.9;-3.7;-6.2;670.7;0.00;0.0;0;0.00;0;1.556;0.000;-2.4;30;-17.6;-3.0;0.10;2809;1;100.0;120
19/5/21;08:00;-1.8;-1.1;-2.3;43;-12.7;8.0;N;16.09;14.5;NNE;-4.8;-2.3;-5.3;-7.8;672.2;0.00;0.0;0;0.00;0;1.676;0.000;-3.8;31;-18.5;-4.4;0.08;2809;1;100.0;120
19/5/21;10:00;0.4;3.7;-2.0;33;-14.0;6.4;NNW;12.87;22.5;ENE;-1.7;-0.3;-2.4;-2.3;673.0;0.00;0.0;176;30.28;436;1.495;0.000;-2.3;31;-17.2;-2.9;0.18;2807;1;100.0;120
19/5/21;12:00;6.5;8.4;3.7;24;-12.7;8.0;SSW;16.09;19.3;S;4.9;5.4;3.8;10.5;672.1;0.00;0.0;658;113.19;1032;0.986;0.000;6.1;27;-11.6;5.1;0.69;2808;1;100.0;120
19/5/21;14:00;9.7;11.1;8.2;21;-11.7;12.9;NW;25.75;48.3;N;7.7;8.4;6.4;7.1;669.1;0.00;0.0;403;69.33;1048;0.722;0.000;11.5;25;-7.9;9.9;0.66;2808;1;100.0;120
19/5/21;16:00;10.8;11.9;10.2;22;-10.1;33.8;NNE;67.59;66.0;NNE;6.3;9.3;4.8;6.7;667.8;0.00;0.0;598;102.87;925;0.625;0.000;12.4;20;-10.0;10.4;1.12;2808;1;100.0;120
19/5/21;18:00;9.0;10.3;7.8;34;-6.1;33.8;N;67.59;57.9;N;4.2;8.1;3.2;3.2;668.4;0.00;0.0;326;56.08;591;0.778;0.000;10.9;25;-8.4;9.5;0.79;2810;1;100.0;120
19/5/21;20:00;5.8;7.8;4.4;42;-6.1;25.7;NNW;51.50;45.1;NW;1.3;5.1;0.6;-2.2;669.4;0.00;0.0;17;2.92;127;1.042;0.000;6.0;31;-9.9;5.1;0.28;2807;1;100.0;120
19/5/21;22:00;4.1;4.8;3.3;42;-7.7;19.3;NNW;38.62;40.2;NW;0.1;3.4;-0.7;-3.9;670.5;0.00;0.0;0;0.00;0;1.185;0.000;3.1;33;-11.7;2.3;0.20;2809;1;100.0;120
20/5/21;00:00;3.3;3.9;2.4;49;-6.4;16.1;NNW;32.19;37.0;NW;-0.6;2.7;-1.1;-4.6;670.6;0.00;0.0;0;0.00;0;1.255;0.000;2.2;35;-11.7;1.4;0.18;2806;1;100.0;120
20/5/21;02:00;2.6;3.3;2.0;51;-6.5;6.4;NNW;12.87;20.9;N;0.8;2.1;0.3;-3.8;669.8;0.00;0.0;0;0.00;0;1.310;0.000;1.3;36;-12.2;0.6;0.08;2805;1;100.0;120
20/5/21;04:00;1.9;2.9;1.2;54;-6.5;4.8;N;9.66;17.7;N;0.7;1.4;0.2;-2.2;668.7;0.00;0.0;0;0.00;0;1.370;0.000;0.4;37;-12.6;-0.2;0.08;2808;1;100.0;120
20/5/21;06:00;1.7;2.6;0.9;52;-7.2;12.9;NNE;25.75;20.9;N;-1.9;1.2;-2.4;-4.8;667.8;0.00;0.0;0;0.00;0;1.389;0.000;0.6;40;-11.5;-0.1;0.10;2807;1;100.0;120
20/5/21;08:00;2.9;3.8;1.7;48;-7.1;20.9;N;41.84;38.6;NNE;-1.7;2.3;-2.3;-4.2;667.1;0.00;0.0;0;0.00;0;1.287;0.000;1.0;41;-10.8;0.4;0.18;2807;1;100.0;120
20/5/21;10:00;5.3;7.4;3.6;37;-8.3;27.4;N;54.72;54.7;N;0.6;4.4;-0.3;-0.2;666.6;0.00;0.0;165;28.38;394;1.088;0.000;3.6;39;-9.1;2.8;0.41;2804;1;100.0;120
20/5/21;12:00;8.8;9.9;7.4;29;-8.3;48.3;N;96.56;86.9;N;3.1;7.7;2.0;4.7;665.1;0.00;0.0;569;97.88;708;0.796;0.000;8.1;30;-8.5;7.1;0.18;2806;1;100.0;120
20/5/21;14:00;9.8;10.7;9.3;33;-5.7;53.1;N;106.22;86.9;N;4.0;8.8;3.0;5.4;665.2;0.00;0.0;763;131.25;805;0.708;0.000;10.8;28;-7.0;9.5;0.41;2808;1;100.0;120
20/5/21;16:00;8.8;9.8;7.4;33;-6.6;43.5;N;86.90;72.4;N;3.3;7.8;2.3;4.1;664.8;0.00;0.0;603;103.73;775;0.796;0.000;10.4;30;-6.4;9.3;0.13;2806;1;100.0;120
20/5/21;18:00;8.3;9.4;6.5;35;-6.3;38.6;N;77.25;64.4;N;3.1;7.3;2.1;1.5;665.4;0.00;0.0;252;43.35;554;0.838;0.000;9.4;29;-7.7;8.4;0.25;2809;1;100.0;120
20/5/21;20:00;5.1;6.5;4.3;42;-6.8;29.0;N;57.94;57.9;NNE;0.2;4.4;-0.6;-3.2;667.4;0.00;0.0;14;2.41;69;1.102;0.000;4.9;34;-9.6;4.1;0.33;2809;1;100.0;120
20/5/21;22:00;3.6;4.3;3.2;43;-7.8;25.7;N;51.50;48.3;N;-1.3;2.9;-2.0;-4.9;667.0;0.00;0.0;0;0.00;0;1.227;0.000;3.0;37;-10.3;2.3;0.23;2810;1;100.0;120
21/5/21;00:00;2.9;3.5;2.5;45;-7.8;33.8;N;67.59;53.1;NNE;-2.9;2.3;-3.6;-6.1;667.1;0.00;0.0;0;0.00;0;1.282;0.000;2.1;40;-10.1;1.4;0.28;2806;1;100.0;120
21/5/21;02:00;2.2;2.7;1.8;47;-8.0;30.6;N;61.16;48.3;N;-3.7;1.6;-4.2;-6.9;666.8;0.00;0.0;0;0.00;0;1.347;0.000;1.3;41;-10.5;0.7;0.25;2807;1;100.0;120
21/5/21;04:00;1.4;1.9;0.9;43;-9.8;25.7;N;51.50;43.5;N;-4.1;0.9;-4.7;-6.4;665.3;0.00;0.0;0;0.00;0;1.407;0.000;0.4;41;-11.4;-0.2;0.20;2807;1;100.0;120
21/5/21;06:00;1.6;1.9;1.2;34;-12.6;35.4;N;70.81;66.0;N;-4.8;0.9;-5.5;-7.1;664.0;0.00;0.0;0;0.00;0;1.394;0.000;0.4;38;-12.3;-0.2;0.03;2807;1;100.0;120
21/5/21;08:00;1.2;1.8;0.6;32;-13.7;43.5;N;86.90;70.8;N;-6.1;0.4;-6.8;-8.2;665.5;0.00;0.0;0;0.00;0;1.431;0.000;0.2;35;-13.5;-0.4;6.27;2806;1;100.0;120
21/5/21;10:00;1.4;2.9;0.4;29;-14.7;45.1;NNW;90.12;77.2;NNW;-5.8;0.7;-6.6;-6.5;666.2;0.00;0.0;173;29.76;399;1.407;0.000;0.1;32;-14.7;-0.6;0.20;2806;1;100.0;120
21/5/21;12:00;4.4;6.0;2.9;18;-17.9;25.7;NW;51.50;74.0;W;-0.3;3.3;-1.4;2.3;669.3;0.00;0.0;572;98.40;708;1.162;0.000;3.7;27;-13.6;2.8;0.79;2809;1;100.0;120
21/5/21;14:00;7.1;8.1;5.9;15;-17.9;20.9;NW;41.84;54.7;N;3.3;5.9;2.1;5.9;668.6;0.00;0.0;765;131.60;791;0.935;0.000;8.6;23;-11.4;7.4;0.99;2809;1;100.0;120
21/5/21;16:00;8.6;9.1;7.9;14;-17.5;33.8;NNW;67.59;61.2;NNW;3.7;7.2;2.3;4.8;667.7;0.00;0.0;695;119.56;775;0.815;0.000;10.4;18;-13.0;8.9;1.14;2809;1;100.0;120
21/5/21;18:00;8.3;8.9;7.3;17;-15.4;32.2;NNW;64.37;59.5;NNW;3.6;7.1;2.3;2.4;668.4;0.00;0.0;374;64.34;570;0.833;0.000;10.2;17;-13.9;8.8;0.86;2808;1;100.0;120
21/5/21;20:00;5.4;7.4;4.2;23;-14.1;25.7;NNW;51.50;45.1;NW;0.8;4.4;-0.2;-3.1;668.6;0.00;0.0;17;2.92;123;1.079;0.000;5.2;21;-15.4;4.2;0.38;2808;1;100.0;120
21/5/21;22:00;3.4;4.3;2.1;23;-15.8;20.9;NNW;41.84;40.2;NNW;-1.0;2.6;-1.9;-5.2;669.9;0.00;0.0;0;0.00;0;1.241;0.000;2.3;22;-17.3;1.4;0.28;2808;1;100.0;120
22/5/21;00:00;1.7;2.3;1.1;25;-16.3;20.9;NNW;41.84;38.6;NNW;-3.2;0.8;-4.1;-7.4;669.6;0.00;0.0;0;0.00;0;1.389;0.000;0.3;23;-18.5;-0.5;0.23;2806;1;100.0;120
22/5/21;02:00;2.1;2.5;1.4;24;-16.5;32.2;NNW;64.37;49.9;NNW;-4.0;1.2;-4.8;-7.6;669.5;0.00;0.0;0;0.00;0;1.356;0.000;0.7;24;-17.6;-0.1;0.33;2805;1;100.0;120
22/5/21;04:00;1.4;2.0;0.7;25;-16.5;22.5;NNW;45.06;38.6;NNW;-3.8;0.6;-4.7;-6.6;668.0;0.00;0.0;0;0.00;0;1.412;0.000;0.1;24;-18.1;-0.6;0.25;2809;1;100.0;120
22/5/21;06:00;1.3;2.1;0.4;22;-18.2;25.7;NNW;51.50;41.8;NNW;-4.3;0.4;-5.2;-7.1;667.9;0.00;0.0;0;0.00;0;1.421;0.000;-0.3;24;-18.5;-1.1;0.28;2809;1;100.0;120
22/5/21;08:00;1.4;1.9;0.8;22;-18.0;20.9;NNW;41.84;40.2;NNW;-3.5;0.6;-4.3;-6.4;669.6;0.00;0.0;0;0.00;5;1.407;0.000;0.0;23;-18.7;-0.7;0.25;2809;1;100.0;120
22/5/21;10:00;2.4;4.7;0.7;19;-18.9;17.7;WNW;35.41;40.2;W;-1.8;1.5;-2.8;-3.4;670.5;0.00;0.0;126;21.67;476;1.324;0.000;0.8;23;-18.0;0.1;0.33;2808;1;100.0;120
22/5/21;12:00;6.0;8.1;4.6;12;-21.3;17.7;NW;35.41;48.3;W;2.5;4.8;1.3;3.3;670.2;0.00;0.0;337;57.97;854;1.028;0.000;5.3;20;-15.9;4.2;0.58;2809;1;100.0;120
22/5/21;14:00;9.2;10.3;7.1;9;-22.2;29.0;NW;57.94;64.4;NW;4.8;7.7;3.4;7.6;668.5;0.00;0.0;848;145.88;995;0.764;0.000;10.2;15;-15.4;8.7;1.24;2810;1;100.0;120
22/5/21;16:00;9.9;10.3;9.4;12;-18.3;38.6;NW;77.25;67.6;WNW;4.9;8.4;3.4;6.1;667.4;0.00;0.0;697;119.90;802;0.704;0.000;11.6;13;-15.9;9.7;0.03;2809;1;100.0;120
22/5/21;18:00;9.5;10.2;8.6;11;-19.6;33.8;NNW;67.59;56.3;NNW;4.8;8.1;3.3;3.6;668.3;0.00;0.0;372;63.99;566;0.736;0.000;11.2;12;-17.2;9.4;0.94;2809;1;100.0;120
22/5/21;20:00;6.7;8.6;5.5;12;-20.8;17.7;NNW;35.41;43.5;N;3.3;5.5;2.1;-1.2;670.5;0.00;0.0;17;2.92;125;0.968;0.000;6.3;15;-18.5;5.1;0.30;2809;1;100.0;120
22/5/21;22:00;5.4;6.0;4.8;15;-19.2;11.3;WNW;22.53;49.9;WNW;2.8;4.2;1.7;-2.4;671.5;0.00;0.0;0;0.00;0;1.079;0.000;3.1;15;-21.1;2.1;0.23;2806;1;100.0;120
23/5/21;00:00;4.1;4.9;3.0;17;-18.8;27.4;NW;54.72;53.1;NW;-0.8;3.1;-1.9;-4.8;671.4;0.00;0.0;0;0.00;0;1.185;0.000;2.8;16;-20.6;1.8;0.38;2808;1;100.0;120
