;;Temp.;Temp.;Temp.;Hum.;Pto.;Vel.;Dir.;Rec.;Vel.;Dir.;Sens.;Ind.;Ind.;Indice;;;Int. ;Rad.;Energía;Max.Rad.;Grad.D.;Grad.D.;Temp.;Hum.;Rocío;In.Cal.;;Muest;Tx  ;Recep.;Int.
Date;Time;Ext.;Máx.;Mín.;Ext.;Rocío;Viento;Viento;Viento;Máx.;Max.;Term.;Calor;THW ;THSW ;Bar  ;Lluvia;Lluvia;Solar;Solar;Solar ;Calor ;Frío ;Int.;Int.;Int.;Int.  ;ET  ;Viento;Viento;ISS ;Arc.
16/9/21;18:00;15.6;16.7;14.4;6;-22.0;33.8;N;67.59;64.4;NNW;11.7;12.6;8.7;10.1;668.7;0.00;0.0;559;96.16;772;0.227;0.000;17.4;6;-20.7;14.1;1.35;2807;1;100.0;120
16/9/21;20:00;12.1;14.5;10.5;10;-18.7;37.0;N;74.03;64.4;N;7.6;10.0;5.4;3.4;667.6;0.00;0.0;81;13.93;320;0.519;0.000;12.7;7;-22.3;10.3;0.15;2810;1;100.0;120
16/9/21;22:00;10.1;10.5;9.7;6;-26.0;41.8;N;83.69;69.2;N;4.8;8.5;3.3;0.8;669.2;0.00;0.0;0;0.00;0;0.690;0.000;8.9;6;-26.9;7.4;6.17;2809;1;100.0;120
17/9/21;00:00;7.7;10.1;6.9;11;-21.0;20.9;NW;41.84;53.1;N;4.0;6.4;2.7;-0.8;670.8;0.00;0.0;0;0.00;0;0.884;0.000;6.6;8;-25.5;5.3;0.36;2808;1;100.0;120
17/9/21;02:00;6.5;7.8;4.9;10;-23.0;14.5;NW;28.97;37.0;NW;3.6;5.2;2.3;-1.8;670.0;0.00;0.0;0;0.00;0;0.986;0.000;4.3;8;-27.2;3.2;0.28;2805;1;100.0;120
17/9/21;04:00;6.7;7.4;5.8;12;-20.8;33.8;NW;67.59;61.2;WNW;1.6;5.5;0.4;-1.3;668.2;0.00;0.0;0;0.00;0;0.968;0.000;5.0;9;-25.4;3.8;0.08;2808;1;100.0;120
17/9/21;06:00;6.4;8.2;4.6;11;-22.0;17.7;NW;35.41;56.3;NW;3.0;5.2;1.7;-0.6;669.1;0.00;0.0;0;0.00;0;0.991;0.000;4.6;8;-27.0;3.4;0.33;2809;1;100.0;120
17/9/21;08:00;3.2;5.2;1.1;12;-23.5;4.8;N;9.66;17.7;NW;2.2;2.2;1.1;-1.4;670.2;0.00;0.0;6;1.03;86;1.259;0.000;0.6;9;-28.8;-0.4;0.13;2807;1;100.0;120
17/9/21;10:00;6.0;8.4;2.8;8;-25.9;4.8;SW;9.66;17.7;SSE;5.3;4.7;4.1;6.0;671.7;0.00;0.0;370;63.65;628;1.028;0.000;3.7;9;-26.4;2.6;0.43;2806;1;100.0;120
17/9/21;12:00;10.7;12.7;8.4;6;-25.6;6.4;SSE;12.87;16.1;SSE;10.1;8.9;8.3;16.4;670.5;0.00;0.0;803;138.13;951;0.639;0.000;11.6;8;-21.7;9.6;0.91;2808;1;100.0;120
17/9/21;14:00;16.6;20.0;12.7;6;-21.3;22.5;NNW;45.06;74.0;WNW;13.9;13.3;10.7;16.5;666.4;0.00;0.0;1009;173.57;1046;0.148;0.000;17.9;6;-20.3;14.6;1.63;2810;1;100.0;120
17/9/21;16:00;19.1;19.9;18.2;8;-16.0;40.2;N;80.47;69.2;NNE;15.3;15.7;11.9;15.6;664.0;0.00;0.0;900;154.82;1032;0.000;0.060;20.6;5;-20.5;17.2;0.20;2807;1;100.0;120
17/9/21;18:00;17.3;18.2;16.4;10;-14.7;43.5;N;86.90;67.6;N;13.1;14.2;10.0;11.2;664.8;0.00;0.0;538;92.55;833;0.083;0.000;18.8;6;-19.7;15.3;6.43;2808;1;100.0;120
17/9/21;20:00;13.9;16.5;11.7;11;-16.1;45.1;NNW;90.12;69.2;NW;9.2;11.4;6.6;5.0;665.3;0.00;0.0;103;17.72;401;0.366;0.000;14.8;7;-20.8;11.9;6.05;2808;1;100.0;120
17/9/21;22:00;10.4;11.8;9.7;8;-22.5;46.7;NNW;93.34;72.4;NW;5.1;8.8;3.4;1.1;668.4;0.00;0.0;0;0.00;0;0.657;0.000;9.8;8;-23.0;8.3;6.25;2808;1;100.0;120
18/9/21;00:00;10.3;11.2;8.6;11;-19.0;29.0;NNW;57.94;53.1;N;6.1;8.7;4.5;1.6;669.4;0.00;0.0;0;0.00;0;0.671;0.000;9.2;8;-23.5;7.7;0.53;2807;1;100.0;120
18/9/21;02:00;7.1;8.6;5.8;19;-15.1;20.9;NNW;41.84;33.8;NNW;3.2;5.9;2.1;-1.3;668.6;0.00;0.0;0;0.00;0;0.940;0.000;6.1;10;-23.4;4.8;0.33;2804;1;100.0;120
18/9/21;04:00;4.9;7.0;3.9;28;-12.1;16.1;NNW;32.19;27.4;NW;1.5;4.1;0.6;-1.6;667.4;0.00;0.0;0;0.00;0;1.116;0.000;3.7;12;-23.2;2.7;0.23;2809;1;100.0;120
18/9/21;06:00;4.2;5.7;3.3;27;-13.2;12.9;NNW;25.75;27.4;NNW;1.2;3.3;0.3;-2.1;667.1;0.00;0.0;0;0.00;0;1.176;0.000;2.5;13;-23.2;1.5;0.18;2808;1;100.0;120
18/9/21;08:00;3.7;5.1;2.6;28;-13.2;4.8;WNW;9.66;19.3;WNW;2.7;2.8;1.8;-0.6;668.4;0.00;0.0;7;1.20;88;1.222;0.000;1.2;14;-23.5;0.3;0.10;2810;1;100.0;120
18/9/21;10:00;7.3;9.1;3.9;17;-16.2;8.0;SSE;16.09;20.9;WSW;5.8;6.1;4.6;6.7;668.9;0.00;0.0;371;63.82;615;0.917;0.000;5.4;13;-20.9;4.3;0.46;2808;1;100.0;120
18/9/21;12:00;11.3;14.1;8.9;16;-13.6;9.7;S;19.31;19.3;SSW;10.3;9.6;8.5;16.8;667.7;0.00;0.0;801;137.79;947;0.583;0.000;12.1;11;-17.6;10.0;0.97;2809;1;100.0;120
18/9/21;14:00;17.0;18.7;14.2;8;-17.6;19.3;WNW;38.62;48.3;W;14.8;13.8;11.7;16.8;664.9;0.00;0.0;880;151.38;1266;0.111;0.000;18.3;9;-15.2;15.1;1.42;2809;1;100.0;120
18/9/21;16:00;19.2;20.3;18.1;10;-13.2;30.6;NW;61.16;54.7;WNW;16.1;15.9;12.8;16.9;663.1;0.00;0.0;870;149.66;1401;0.000;0.074;21.0;8;-14.6;17.8;1.75;2809;1;100.0;120
18/9/21;18:00;17.4;18.4;16.1;9;-15.9;32.2;NW;64.37;49.9;NW;13.8;14.2;10.7;10.7;663.7;0.00;0.0;357;61.41;773;0.079;0.000;18.2;7;-18.3;14.8;1.17;2808;1;100.0;120
18/9/21;20:00;15.0;17.3;12.2;14;-12.3;24.1;NNW;48.28;43.5;NW;11.9;12.3;9.2;7.0;665.4;0.00;0.0;102;17.55;380;0.278;0.000;15.5;9;-17.3;12.6;0.61;2807;1;100.0;120
18/9/21;22:00;10.6;12.4;9.1;18;-12.8;24.1;NW;48.28;40.2;NNW;6.9;9.1;5.4;2.3;666.7;0.00;0.0;0;0.00;0;0.644;0.000;9.9;11;-19.2;8.5;0.43;2809;1;100.0;120
19/9/21;00:00;8.6;9.5;7.4;18;-14.4;17.7;NNW;35.41;40.2;NW;5.5;7.3;4.2;0.6;666.7;0.00;0.0;0;0.00;0;0.810;0.000;7.4;11;-21.2;6.1;0.33;2808;1;100.0;120
19/9/21;02:00;7.8;8.8;6.7;18;-15.1;9.7;NE;19.31;25.7;NW;6.1;6.6;4.8;0.6;666.1;0.00;0.0;0;0.00;0;0.880;0.000;5.9;11;-22.4;4.7;0.23;2804;1;100.0;120
19/9/21;04:00;6.6;7.7;5.6;20;-14.9;8.0;ENE;16.09;27.4;NW;5.0;5.4;3.9;1.3;664.8;0.00;0.0;0;0.00;0;0.981;0.000;5.2;12;-22.0;4.0;0.20;2808;1;100.0;120
19/9/21;06:00;5.9;6.6;5.1;29;-10.8;16.1;NW;32.19;30.6;NW;2.6;4.9;1.7;-0.6;664.1;0.00;0.0;0;0.00;0;1.037;0.000;4.2;15;-20.2;3.1;0.25;2809;1;100.0;120
19/9/21;08:00;4.9;5.7;4.2;32;-10.4;14.5;NNW;28.97;30.6;NW;1.8;4.1;0.9;-1.3;665.1;0.00;0.0;7;1.20;47;1.116;0.000;3.6;16;-20.0;2.6;0.20;2807;1;100.0;120
19/9/21;10:00;8.7;11.4;4.4;21;-12.4;12.9;E;25.75;22.5;E;6.5;7.5;5.3;7.3;666.2;0.00;0.0;364;62.62;612;0.801;0.000;8.1;18;-14.8;6.9;0.53;2807;1;100.0;120
19/9/21;12:00;13.5;15.9;11.4;16;-11.9;9.7;E;19.31;30.6;NE;12.9;11.2;10.6;18.8;664.4;0.00;0.0;796;136.93;953;0.403;0.000;14.2;15;-12.2;11.7;1.02;2807;1;100.0;120
19/9/21;14:00;17.6;18.9;15.9;13;-11.2;22.5;NW;45.06;51.5;WNW;15.0;14.5;11.9;18.2;661.7;0.00;0.0;1032;177.53;1088;0.065;0.000;19.4;12;-10.8;16.3;1.63;2809;1;100.0;120
19/9/21;16:00;18.1;19.7;15.9;14;-9.9;38.6;NNW;77.25;62.8;NW;14.3;15.1;11.2;14.3;660.8;0.00;0.0;783;134.69;1049;0.019;0.000;20.2;11;-11.3;16.9;0.89;2809;1;100.0;120
19/9/21;18:00;15.0;16.3;12.4;25;-4.9;41.8;NNW;83.69;69.2;NW;10.6;12.7;8.3;7.3;661.7;0.00;0.0;187;32.17;682;0.278;0.000;15.9;14;-11.6;13.2;6.17;2808;1;100.0;120
19/9/21;20:00;11.2;12.4;9.9;26;-7.7;29.0;NW;57.94;66.0;WNW;7.1;9.7;5.6;3.3;665.5;0.00;0.0;61;10.49;207;0.597;0.000;11.4;18;-12.1;9.7;6.45;2809;1;100.0;120
19/9/21;22:00;9.8;10.6;8.5;34;-5.3;11.3;NNE;22.53;30.6;ENE;8.2;8.9;7.3;3.4;666.7;0.00;0.0;0;0.00;0;0.708;0.000;8.7;19;-13.7;7.4;0.20;2809;1;100.0;120
20/9/21;00:00;8.9;10.3;7.2;37;-5.0;14.5;N;28.97;27.4;N;6.4;8.0;5.5;1.9;666.6;0.00;0.0;0;0.00;0;0.787;0.000;7.9;21;-13.1;6.8;0.23;2807;1;100.0;120
20/9/21;02:00;6.6;7.4;5.9;39;-6.4;8.0;NNW;16.09;19.3;NNW;5.0;5.8;4.2;0.2;666.4;0.00;0.0;0;0.00;0;0.981;0.000;5.3;21;-15.3;4.3;0.13;2757;1;100.0;120
20/9/21;04:00;5.2;6.4;4.6;37;-8.3;8.0;N;16.09;22.5;W;3.4;4.4;2.6;0.1;665.5;0.00;0.0;0;0.00;0;1.093;0.000;3.7;22;-16.1;2.7;0.13;2810;1;100.0;120
20/9/21;06:00;4.1;5.2;3.3;42;-7.7;6.4;NNE;12.87;16.1;NNE;2.6;3.4;1.8;-0.6;665.6;0.00;0.0;0;0.00;0;1.185;0.000;2.3;23;-16.8;1.4;0.10;2805;1;100.0;120
20/9/21;08:00;3.0;3.9;1.8;44;-8.1;8.0;NNE;16.09;14.5;NNE;0.8;2.4;0.2;-2.2;666.5;0.00;0.0;9;1.55;97;1.278;0.000;1.2;24;-17.2;0.4;0.10;2809;1;100.0;120
20/9/21;10:00;7.4;10.9;3.8;28;-9.9;4.8;SSW;9.66;11.3;NNE;6.9;6.4;5.9;8.1;668.1;0.00;0.0;368;63.30;606;0.907;0.000;6.1;22;-14.1;5.1;0.38;2808;1;100.0;120
20/9/21;12:00;11.6;13.8;10.4;24;-8.3;9.7;S;19.31;17.7;SSE;10.6;10.0;9.0;17.2;667.2;0.00;0.0;801;137.79;979;0.560;0.000;12.9;19;-10.2;10.9;0.94;2810;1;100.0;120
20/9/21;14:00;15.8;18.9;13.8;17;-9.3;12.9;SE;25.75;37.0;WNW;15.0;13.1;12.3;19.8;664.5;0.00;0.0;1003;172.54;1278;0.213;0.000;18.3;18;-6.5;15.4;1.24;2808;1;100.0;120
20/9/21;16:00;18.0;18.9;17.5;17;-7.5;30.6;NW;61.16;49.9;NW;14.7;15.1;11.8;12.6;662.3;0.00;0.0;438;75.35;779;0.028;0.000;19.2;16;-7.2;16.2;1.17;2809;1;100.0;120
20/9/21;18:00;16.9;17.7;16.1;19;-6.9;38.6;NNW;77.25;64.4;NW;12.9;14.2;10.2;9.7;661.9;0.00;0.0;266;45.76;659;0.116;0.000;17.4;16;-8.7;14.4;6.10;2809;1;100.0;120
20/9/21;20:00;15.2;16.4;13.5;23;-5.8;27.4;N;54.72;51.5;N;11.8;12.8;9.4;7.3;664.4;0.00;0.0;79;13.59;250;0.259;0.000;15.3;17;-9.6;12.7;0.61;2809;1;100.0;120
20/9/21;22:00;11.9;13.5;9.9;27;-6.5;12.9;NNW;25.75;27.4;W;10.3;10.3;8.7;4.9;665.4;0.00;0.0;0;0.00;0;0.537;0.000;11.2;18;-12.3;9.6;0.25;2810;1;100.0;120
21/9/21;00:00;9.9;10.6;9.3;26;-8.7;12.9;NW;25.75;27.4;NNW;8.0;8.8;6.8;3.0;666.4;0.00;0.0;0;0.00;0;0.699;0.000;8.7;19;-13.7;7.4;0.23;2806;1;100.0;120
21/9/21;02:00;8.4;10.6;5.6;34;-6.5;4.8;NNE;9.66;17.7;ENE;8.1;7.5;7.1;3.1;666.2;0.00;0.0;0;0.00;0;0.824;0.000;6.8;20;-14.6;5.7;0.15;2806;1;100.0;120
21/9/21;04:00;5.7;6.3;4.9;35;-8.6;6.4;NNE;12.87;12.9;NNW;4.4;4.9;3.6;1.2;665.4;0.00;0.0;0;0.00;0;1.051;0.000;4.3;21;-16.1;3.3;0.13;2808;1;100.0;120
21/9/21;06:00;5.1;6.1;4.4;43;-6.5;8.0;NNW;16.09;16.1;WNW;3.2;4.3;2.4;0.1;665.4;0.00;0.0;0;0.00;0;1.106;0.000;3.6;23;-15.7;2.6;0.13;2808;1;100.0;120
21/9/21;08:00;5.9;7.5;4.8;45;-5.1;8.0;NW;16.09;27.4;NW;4.2;5.2;3.5;1.2;665.8;0.00;0.0;9;1.55;60;1.032;0.000;3.9;25;-14.3;3.1;0.13;2808;1;100.0;120
21/9/21;10:00;8.9;10.5;7.2;35;-5.8;11.3;ENE;22.53;30.6;NW;7.1;7.9;6.2;7.3;667.6;0.00;0.0;261;44.90;666;0.787;0.000;8.1;23;-11.8;7.0;0.38;2808;1;100.0;120
21/9/21;12:00;11.4;12.8;10.3;31;-5.1;6.4;E;12.87;16.1;SSE;11.1;10.1;9.7;12.9;667.1;0.00;0.0;385;66.23;846;0.574;0.000;12.3;22;-8.9;10.4;0.51;2809;1;100.0;120
21/9/21;14:00;13.9;16.1;12.4;24;-6.4;9.7;S;19.31;40.2;NW;13.3;11.8;11.2;13.9;664.6;0.00;0.0;530;91.17;1447;0.370;0.000;15.9;21;-6.4;13.4;0.76;2810;1;100.0;120
21/9/21;16:00;16.8;17.6;16.2;21;-5.7;33.8;NNW;67.59;64.4;NNW;13.1;14.2;10.4;12.7;662.8;0.00;0.0;605;104.07;951;0.125;0.000;17.8;18;-6.8;14.9;0.63;2810;1;100.0;120
21/9/21;18:00;16.8;17.8;15.5;22;-5.1;40.2;N;80.47;67.6;N;12.6;14.2;10.0;12.5;663.6;0.00;0.0;663;114.05;953;0.130;0.000;18.6;18;-6.3;15.7;0.05;2806;1;100.0;120
21/9/21;20:00;12.7;15.6;10.9;29;-4.9;32.2;NNW;64.37;54.7;NNW;8.6;11.1;6.9;5.0;664.8;0.00;0.0;69;11.87;338;0.468;0.000;13.5;21;-8.4;11.4;0.63;2806;1;100.0;120
21/9/21;22:00;10.1;10.9;9.5;34;-5.1;24.1;NNW;48.28;41.8;N;6.3;9.1;5.3;2.6;666.2;0.00;0.0;0;0.00;0;0.685;0.000;9.1;23;-11.0;7.9;0.36;2806;1;100.0;120
22/9/21;00:00;9.5;10.2;8.7;35;-5.2;27.4;N;54.72;48.3;NNW;5.3;8.6;4.4;1.8;666.0;0.00;0.0;0;0.00;0;0.736;0.000;8.4;26;-10.0;7.3;0.36;2808;1;100.0;120
22/9/21;02:00;7.9;9.2;5.9;36;-6.2;16.1;NNE;32.19;40.2;N;5.0;7.1;4.1;0.8;666.5;0.00;0.0;0;0.00;0;0.866;0.000;7.0;26;-11.2;5.9;0.20;2806;1;100.0;120
22/9/21;04:00;5.6;6.3;4.5;44;-5.7;4.8;SW;9.66;14.5;WNW;4.8;4.9;4.2;1.8;666.0;0.00;0.0;0;0.00;0;1.060;0.000;3.9;27;-13.4;3.1;0.10;2807;1;100.0;120
22/9/21;06:00;4.3;5.4;3.2;44;-6.9;4.8;WNW;9.66;17.7;W;3.3;3.6;2.7;0.2;666.2;0.00;0.0;0;0.00;0;1.171;0.000;2.2;28;-14.4;1.4;0.10;2806;1;100.0;120
22/9/21;08:00;3.7;5.3;2.9;27;-13.6;11.3;N;22.53;32.2;N;0.8;2.8;-0.1;-2.4;667.3;0.00;0.0;10;1.72;107;1.222;0.000;1.4;27;-15.6;0.6;0.15;2809;1;100.0;120
22/9/21;10:00;9.1;11.7;5.3;24;-10.5;22.5;N;45.06;62.8;N;5.3;7.9;4.2;5.9;667.4;0.00;0.0;386;66.40;631;0.773;0.000;7.3;24;-12.0;6.3;0.71;2809;1;100.0;120
22/9/21;12:00;13.2;14.7;11.7;20;-9.3;45.1;N;90.12;75.6;N;8.3;11.1;6.2;10.7;664.5;0.00;0.0;829;142.61;974;0.431;0.000;13.0;20;-9.5;10.9;0.33;2808;1;100.0;120
22/9/21;14:00;14.9;15.8;14.2;19;-8.6;53.1;N;106.22;90.1;N;9.9;12.4;7.4;11.3;663.0;0.00;0.0;1022;175.81;1039;0.287;0.000;15.5;17;-9.5;12.9;0.66;2808;1;100.0;120
22/9/21;16:00;15.3;16.0;14.7;17;-9.6;46.7;NNE;93.34;83.7;NNE;10.7;12.7;8.1;11.7;663.6;0.00;0.0;936;161.01;1030;0.250;0.000;16.8;15;-10.0;13.9;0.43;2806;1;100.0;120
22/9/21;18:00;14.8;15.9;13.2;16;-10.8;43.5;N;86.90;75.6;NE;10.2;12.2;7.7;9.1;663.6;0.00;0.0;559;96.16;779;0.296;0.000;16.5;13;-12.1;13.6;---;2809;1;100.0;120
22/9/21;20:00;11.2;13.2;9.2;21;-10.3;37.0;N;74.03;62.8;N;6.5;9.6;4.9;3.0;665.6;0.00;0.0;80;13.76;304;0.593;0.000;11.9;16;-13.2;10.0;0.05;2809;1;100.0;120
22/9/21;22:00;8.8;9.3;8.4;16;-15.7;43.5;NNW;86.90;74.0;NNW;3.4;7.5;2.1;-0.2;664.8;0.00;0.0;0;0.00;0;0.792;0.000;7.9;16;-16.5;6.6;6.22;2806;1;100.0;120
23/9/21;00:00;7.0;8.8;5.8;25;-11.7;37.0;NNW;74.03;64.4;NNW;1.7;5.9;0.7;-1.8;667.6;0.00;0.0;0;0.00;0;0.944;0.000;6.2;17;-17.1;5.0;0.08;2807;1;100.0;120
23/9/21;02:00;5.8;6.9;4.6;27;-11.8;12.9;NW;25.75;40.2;WNW;3.1;4.8;2.1;-1.9;667.7;0.00;0.0;0;0.00;0;1.046;0.000;4.0;18;-18.2;3.0;0.20;2805;1;100.0;120
23/9/21;04:00;3.6;4.6;1.6;29;-12.9;6.4;NNW;12.87;20.9;ENE;1.9;2.7;1.1;-1.4;667.2;0.00;0.0;0;0.00;0;1.231;0.000;1.5;19;-19.7;0.6;0.13;2809;1;100.0;120
23/9/21;06:00;1.1;3.2;0.0;35;-12.7;6.4;N;12.87;16.1;E;-0.9;0.4;-1.6;-4.1;667.5;0.00;0.0;0;0.00;0;1.435;0.000;-0.8;21;-20.4;-1.5;0.10;2804;1;100.0;120
23/9/21;08:00;-0.2;1.0;-1.3;34;-14.2;6.4;NW;12.87;16.1;NW;-2.4;-0.8;-3.0;-5.4;669.1;0.00;0.0;12;2.06;116;1.542;0.000;-2.4;22;-21.3;-3.1;0.08;2808;1;100.0;120
23/9/21;10:00;5.0;6.6;1.0;23;-14.5;4.8;S;9.66;16.1;SSE;4.2;4.0;3.2;5.5;670.3;0.00;0.0;397;68.29;640;1.111;0.000;3.1;20;-17.8;2.1;0.41;2807;1;100.0;120
23/9/21;12:00;8.4;10.2;6.5;21;-12.7;9.7;SSE;19.31;20.9;SSE;6.8;7.2;5.6;13.8;669.8;0.00;0.0;826;142.09;969;0.824;0.000;9.6;18;-13.7;8.3;0.86;2809;1;100.0;120
23/9/21;14:00;12.1;15.2;10.2;11;-17.6;11.3;SSE;22.53;30.6;E;11.0;10.0;8.9;16.7;667.1;0.00;0.0;1023;175.98;1044;0.519;0.000;14.2;16;-11.3;11.8;1.24;2809;1;100.0;120
23/9/21;16:00;17.2;18.3;15.2;7;-19.0;25.7;NNW;51.50;53.1;WNW;14.2;13.9;10.9;15.8;665.7;0.00;0.0;932;160.32;1039;0.097;0.000;18.7;11;-12.4;15.4;1.63;2810;1;100.0;120
23/9/21;18:00;16.9;17.7;15.9;7;-19.2;29.0;NNW;57.94;53.1;NNW;13.6;13.7;10.4;12.1;665.9;0.00;0.0;574;98.74;789;0.116;0.000;18.8;10;-13.5;15.6;1.30;2810;1;100.0;120
23/9/21;20:00;13.7;15.9;10.9;14;-13.4;24.1;NNW;48.28;41.8;NNW;10.4;11.3;8.1;5.7;667.3;0.00;0.0;87;14.97;330;0.384;0.000;14.3;11;-15.9;11.7;0.61;2810;1;100.0;120
23/9/21;22:00;9.4;10.9;7.9;15;-16.0;19.3;NNW;38.62;30.6;NNW;6.2;8.1;4.9;1.4;668.2;0.00;0.0;0;0.00;0;0.741;0.000;8.3;12;-19.5;7.0;0.36;2809;1;100.0;120
24/9/21;00:00;6.6;8.7;4.5;12;-20.9;19.3;NNW;38.62;29.0;NW;2.9;5.4;1.7;-1.8;668.9;0.00;0.0;0;0.00;0;0.977;0.000;5.3;12;-21.9;4.2;0.33;2807;1;100.0;120
24/9/21;02:00;4.1;4.6;3.3;11;-23.9;8.0;N;16.09;20.9;N;2.1;2.9;0.9;-3.5;669.5;0.00;0.0;0;0.00;0;1.190;0.000;1.8;12;-24.7;0.8;0.18;2806;1;100.0;120
24/9/21;04:00;4.3;6.1;2.1;12;-22.7;9.7;NW;19.31;20.9;W;1.9;3.2;0.8;-1.8;669.2;0.00;0.0;0;0.00;0;1.167;0.000;1.4;12;-25.0;0.4;0.20;2810;1;100.0;120
24/9/21;06:00;1.1;3.3;0.1;15;-22.8;6.4;NNW;12.87;20.9;WNW;-0.9;0.2;-1.8;-4.5;670.1;0.00;0.0;0;0.00;0;1.440;0.000;-1.4;12;-27.2;-2.2;0.13;2805;1;100.0;120
24/9/21;08:00;0.2;3.1;-1.2;13;-25.1;9.7;WNW;19.31;22.5;WNW;-2.9;-0.7;-3.8;-6.3;671.6;0.00;0.0;14;2.41;123;1.509;0.000;-2.5;13;-27.2;-3.2;0.18;2808;1;100.0;120
24/9/21;10:00;5.3;7.9;2.4;8;-26.5;6.4;ENE;12.87;12.9;ENE;3.9;4.1;2.7;4.9;673.0;0.00;0.0;407;70.01;650;1.088;0.000;3.5;12;-23.3;2.4;0.43;2809;1;100.0;120
24/9/21;12:00;9.9;12.1;7.9;9;-21.6;8.0;S;16.09;17.7;S;8.9;8.4;7.4;15.5;672.5;0.00;0.0;838;144.15;983;0.699;0.000;10.9;11;-18.5;9.2;0.94;2810;1;100.0;120
24/9/21;14:00;13.4;15.8;11.9;6;-23.6;11.3;S;22.53;29.0;ESE;12.5;10.8;9.9;17.7;669.4;0.00;0.0;1033;177.70;1053;0.412;0.000;15.6;11;-14.9;12.7;1.27;2808;1;100.0;120
24/9/21;16:00;17.2;19.2;15.6;4;-25.4;17.7;SSE;35.41;45.1;NNW;15.4;13.8;12.1;17.7;667.3;0.00;0.0;937;161.19;1037;0.093;0.000;19.3;9;-14.4;15.9;1.45;2809;1;100.0;120
24/9/21;18:00;17.9;19.0;16.7;7;-18.5;32.2;NNW;64.37;53.1;NNW;14.4;14.6;11.1;12.7;667.2;0.00;0.0;578;99.43;796;0.037;0.000;19.7;7;-17.2;16.2;1.42;2809;1;100.0;120
24/9/21;20:00;14.4;16.7;12.1;11;-15.8;29.0;NNW;57.94;51.5;NNW;10.7;11.8;8.1;5.9;668.9;0.00;0.0;87;14.97;332;0.329;0.000;14.9;9;-17.8;12.1;0.71;2806;1;100.0;120
24/9/21;22:00;10.6;12.2;9.8;13;-16.7;27.4;NNW;54.72;56.3;NNW;6.6;9.0;4.9;1.9;671.2;0.00;0.0;0;0.00;0;0.644;0.000;9.7;10;-20.6;8.2;0.48;2807;1;100.0;120
25/9/21;00:00;8.2;9.8;6.6;13;-18.7;11.3;NW;22.53;24.1;WNW;6.2;6.8;4.9;0.6;672.3;0.00;0.0;0;0.00;0;0.847;0.000;6.3;10;-23.2;5.0;0.23;2806;1;100.0;120
25/9/21;02:00;6.4;8.7;3.9;11;-22.0;11.3;NNE;22.53;24.1;NNE;4.1;5.1;2.8;-1.5;671.8;0.00;0.0;0;0.00;0;0.995;0.000;4.4;10;-24.6;3.3;0.23;2807;1;100.0;120
25/9/21;04:00;3.4;5.3;1.3;10;-25.4;12.9;WNW;25.75;30.6;W;0.2;2.4;-0.8;-3.4;671.0;0.00;0.0;0;0.00;0;1.241;0.000;1.4;10;-27.0;0.4;0.23;2804;1;100.0;120
25/9/21;06:00;2.2;3.8;1.4;10;-26.4;12.9;NW;25.75;27.4;NW;-1.3;1.2;-2.3;-4.8;670.8;0.00;0.0;0;0.00;0;1.343;0.000;0.3;10;-27.9;-0.7;0.20;2808;1;100.0;120
25/9/21;08:00;0.4;2.4;-0.5;10;-27.8;8.0;NNW;16.09;20.9;NW;-2.2;-0.5;-3.2;-5.7;672.4;0.00;0.0;15;2.58;132;1.491;0.000;-1.9;10;-29.6;-2.7;0.13;2807;1;100.0;120
25/9/21;10:00;6.1;9.4;2.4;8;-25.9;4.8;ENE;9.66;12.9;ENE;5.4;4.8;4.1;6.4;673.5;0.00;0.0;413;71.05;656;1.023;0.000;3.7;10;-25.2;2.6;0.43;2807;1;100.0;120
25/9/21;12:00;10.6;12.1;9.3;7;-23.9;8.0;SE;16.09;19.3;SSW;9.7;8.9;8.0;16.0;672.9;0.00;0.0;843;145.01;988;0.644;0.000;11.6;9;-20.3;9.6;0.97;2809;1;100.0;120
25/9/21;14:00;13.9;15.9;12.1;4;-27.7;12.9;SE;25.75;30.6;ESE;12.8;11.2;10.0;17.5;670.3;0.00;0.0;1039;178.73;1058;0.366;0.000;15.8;8;-18.5;12.8;1.37;2809;1;100.0;120
25/9/21;16:00;17.3;19.1;15.8;3;-28.5;17.7;W;35.41;54.7;W;15.5;13.8;12.1;17.8;668.0;0.00;0.0;942;162.05;1039;0.088;0.000;19.5;7;-17.3;16.0;1.47;2810;1;100.0;120
25/9/21;18:00;17.9;18.5;17.5;4;-24.9;27.4;W;54.72;56.3;WSW;14.9;14.4;11.4;13.2;667.4;0.00;0.0;582;100.12;796;0.032;0.000;19.6;6;-19.1;16.1;1.32;2809;1;100.0;120
25/9/21;20:00;15.3;17.6;13.0;7;-20.4;25.7;W;51.50;46.7;W;12.1;12.3;9.1;6.7;669.4;0.00;0.0;91;15.65;338;0.255;0.000;15.8;7;-20.1;12.7;0.71;2807;1;100.0;120
25/9/21;22:00;10.6;13.2;8.6;10;-19.9;20.9;NW;41.84;38.6;NNW;7.2;8.9;5.6;2.1;670.4;0.00;0.0;0;0.00;0;0.648;0.000;9.7;7;-24.6;8.2;0.41;2809;1;100.0;120
26/9/21;00:00;8.3;9.2;6.8;10;-21.6;19.3;NW;38.62;38.6;NNW;4.9;6.9;3.5;-0.1;671.5;0.00;0.0;0;0.00;0;0.838;0.000;6.8;8;-25.3;5.4;0.36;2808;1;100.0;120
