T�tulo de trazado: E2,,,,
N.�,Fecha Tiempo, GMT-03:00,Velocidad del viento, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr),Velocidad de R�fagas, km/hr (LGR S/N: 20682654, SEN S/N: 20679482, LBL: Km/hr),Direcci�n del viento, � (LGR S/N: 20682654, SEN S/N: 20679482, LBL: N/S)
1,12/14/21 08:05:32 AM,2.412,3.600,282.2
2,12/14/21 08:06:32 AM,2.412,3.600,283.6
3,12/14/21 08:07:32 AM,3.600,4.824,294.8
4,12/14/21 08:08:32 AM,3.600,3.600,294.8
5,12/14/21 08:09:32 AM,1.188,2.412,294.8
6,12/14/21 08:10:32 AM,1.188,2.412,294.8
7,12/14/21 08:11:32 AM,3.600,4.824,294.8
8,12/14/21 08:12:32 AM,4.824,7.200,294.8
9,12/14/21 08:13:32 AM,3.600,6.012,294.8
10,12/14/21 08:14:32 AM,6.012,7.200,294.8
11,12/14/21 08:15:32 AM,6.012,7.200,294.8
12,12/14/21 08:16:32 AM,6.012,8.424,294.8
13,12/14/21 08:17:32 AM,8.424,9.612,297.6
14,12/14/21 08:18:32 AM,8.424,9.612,310.3
15,12/14/21 08:19:32 AM,7.200,8.424,320.1
16,12/14/21 08:20:32 AM,7.200,9.612,320.1
17,12/14/21 08:21:32 AM,7.200,8.424,320.1
18,12/14/21 08:22:32 AM,7.200,8.424,320.1
19,12/14/21 08:23:32 AM,7.200,9.612,321.5
20,12/14/21 08:24:32 AM,8.424,9.612,321.5
21,12/14/21 08:25:32 AM,8.424,9.612,321.5
22,12/14/21 08:26:32 AM,7.200,9.612,321.5
23,12/14/21 08:27:32 AM,8.424,12.024,324.3
24,12/14/21 08:28:32 AM,4.824,6.012,325.7
25,12/14/21 08:29:32 AM,6.012,8.424,325.7
26,12/14/21 08:30:32 AM,4.824,6.012,325.7
27,12/14/21 08:31:32 AM,4.824,7.200,327.1
28,12/14/21 08:32:32 AM,6.012,7.200,327.1
29,12/14/21 08:33:32 AM,4.824,7.200,325.7
30,12/14/21 08:34:32 AM,1.188,2.412,325.7
31,12/14/21 08:35:32 AM,0.000,1.188,325.7
32,12/14/21 08:36:32 AM,4.824,7.200,325.7
33,12/14/21 08:37:32 AM,4.824,6.012,325.7
34,12/14/21 08:38:32 AM,4.824,6.012,325.7
35,12/14/21 08:39:32 AM,6.012,8.424,325.7
36,12/14/21 08:40:32 AM,7.200,9.612,325.7
37,12/14/21 08:41:32 AM,8.424,10.836,325.7
38,12/14/21 08:42:32 AM,6.012,9.612,325.7
39,12/14/21 08:43:32 AM,4.824,7.200,324.3
40,12/14/21 08:44:32 AM,6.012,7.200,325.7
41,12/14/21 08:45:32 AM,6.012,7.200,325.7
42,12/14/21 08:46:32 AM,4.824,6.012,324.3
43,12/14/21 08:47:32 AM,6.012,8.424,325.7
44,12/14/21 08:48:32 AM,7.200,9.612,324.3
45,12/14/21 08:49:32 AM,6.012,8.424,325.7
46,12/14/21 08:50:32 AM,6.012,8.424,325.7
47,12/14/21 08:51:32 AM,6.012,7.200,325.7
48,12/14/21 08:52:32 AM,6.012,8.424,327.1
49,12/14/21 08:53:32 AM,8.424,10.836,325.7
50,12/14/21 08:54:32 AM,6.012,9.612,325.7
51,12/14/21 08:55:32 AM,4.824,6.012,325.7
52,12/14/21 08:56:32 AM,7.200,8.424,325.7
53,12/14/21 08:57:32 AM,7.200,9.612,325.7
54,12/14/21 08:58:32 AM,4.824,6.012,325.7
55,12/14/21 08:59:32 AM,3.600,4.824,325.7
56,12/14/21 09:00:32 AM,7.200,8.424,325.7
57,12/14/21 09:01:32 AM,7.200,10.836,325.7
58,12/14/21 09:02:32 AM,8.424,13.212,325.7
59,12/14/21 09:03:32 AM,4.824,7.200,327.1
60,12/14/21 09:04:32 AM,4.824,7.200,327.1
61,12/14/21 09:05:32 AM,7.200,12.024,325.7
62,12/14/21 09:06:32 AM,6.012,9.612,324.3
63,12/14/21 09:07:32 AM,3.600,4.824,327.1
64,12/14/21 09:08:32 AM,6.012,12.024,325.7
65,12/14/21 09:09:32 AM,10.836,13.212,329.9
66,12/14/21 09:10:32 AM,9.612,10.836,328.5
67,12/14/21 09:11:32 AM,8.424,12.024,328.5
68,12/14/21 09:12:32 AM,6.012,8.424,329.9
69,12/14/21 09:13:32 AM,4.824,8.424,329.9
70,12/14/21 09:14:32 AM,3.600,8.424,331.3
71,12/14/21 09:15:32 AM,7.200,12.024,329.9
72,12/14/21 09:16:32 AM,8.424,12.024,329.9
73,12/14/21 09:17:32 AM,8.424,9.612,329.9
74,12/14/21 09:18:32 AM,6.012,8.424,329.9
75,12/14/21 09:19:32 AM,6.012,7.200,329.9
76,12/14/21 09:20:32 AM,8.424,13.212,329.9
77,12/14/21 09:21:32 AM,8.424,12.024,327.1
78,12/14/21 09:22:32 AM,4.824,6.012,329.9
79,12/14/21 09:23:32 AM,3.600,6.012,331.3
80,12/14/21 09:24:32 AM,1.188,2.412,329.9
81,12/14/21 09:25:32 AM,0.000,1.188,329.9
82,12/14/21 09:26:32 AM,6.012,9.612,329.9
83,12/14/21 09:27:32 AM,8.424,12.024,9.8
84,12/14/21 09:28:32 AM,8.424,12.024,9.8
85,12/14/21 09:29:32 AM,4.824,7.200,14.0
86,12/14/21 09:30:32 AM,4.824,9.612,9.8
87,12/14/21 09:31:32 AM,4.824,6.012,16.8
88,12/14/21 09:32:32 AM,3.600,6.012,5.6
89,12/14/21 09:33:32 AM,1.188,3.600,2.8
90,12/14/21 09:34:32 AM,6.012,8.424,5.6
91,12/14/21 09:35:32 AM,6.012,10.836,4.2
92,12/14/21 09:36:32 AM,7.200,13.212,355.2
93,12/14/21 09:37:32 AM,12.024,14.436,346.8
94,12/14/21 09:38:32 AM,12.024,14.436,351.0
95,12/14/21 09:39:32 AM,7.200,12.024,345.4
96,12/14/21 09:40:32 AM,3.600,6.012,342.6
97,12/14/21 09:41:32 AM,7.200,10.836,344.0
98,12/14/21 09:42:32 AM,9.612,13.212,331.3
99,12/14/21 09:43:32 AM,13.212,15.624,346.8
100,12/14/21 09:44:32 AM,9.612,14.436,341.2
101,12/14/21 09:45:32 AM,7.200,13.212,346.8
102,12/14/21 09:46:32 AM,10.836,14.436,355.2
103,12/14/21 09:47:32 AM,8.424,13.212,331.3
104,12/14/21 09:48:32 AM,13.212,16.848,334.1
105,12/14/21 09:49:32 AM,10.836,14.436,349.6
106,12/14/21 09:50:32 AM,9.612,13.212,348.2
107,12/14/21 09:51:32 AM,8.424,12.024,341.2
108,12/14/21 09:52:32 AM,2.412,7.200,342.6
109,12/14/21 09:53:32 AM,1.188,3.600,342.6
110,12/14/21 09:54:32 AM,1.188,6.012,342.6
111,12/14/21 09:55:32 AM,10.836,14.436,338.3
112,12/14/21 09:56:32 AM,13.212,16.848,324.3
113,12/14/21 09:57:32 AM,9.612,13.212,308.9
114,12/14/21 09:58:32 AM,8.424,10.836,308.9
115,12/14/21 09:59:32 AM,7.200,12.024,315.9
116,12/14/21 10:00:32 AM,9.612,12.024,9.8
117,12/14/21 10:01:32 AM,10.836,14.436,30.9
118,12/14/21 10:02:32 AM,8.424,10.836,19.7
119,12/14/21 10:03:32 AM,4.824,8.424,22.5
120,12/14/21 10:04:32 AM,7.200,18.036,44.9
121,12/14/21 10:05:32 AM,10.836,13.212,33.7
122,12/14/21 10:06:32 AM,7.200,10.836,47.7
123,12/14/21 10:07:32 AM,10.836,12.024,351.0
124,12/14/21 10:08:32 AM,10.836,13.212,352.4
125,12/14/21 10:09:32 AM,10.836,14.436,341.2
126,12/14/21 10:10:32 AM,7.200,9.612,327.1
127,12/14/21 10:11:32 AM,9.612,12.024,325.7
128,12/14/21 10:12:32 AM,7.200,9.612,325.7
129,12/14/21 10:13:32 AM,9.612,13.212,338.3
130,12/14/21 10:14:32 AM,10.836,16.848,7.0
131,12/14/21 10:15:32 AM,13.212,19.224,21.1
132,12/14/21 10:16:32 AM,12.024,16.848,334.1
133,12/14/21 10:17:32 AM,10.836,14.436,335.5
134,12/14/21 10:18:32 AM,8.424,15.624,329.9
135,12/14/21 10:19:32 AM,13.212,15.624,320.1
136,12/14/21 10:20:32 AM,12.024,14.436,314.5
137,12/14/21 10:21:32 AM,9.612,12.024,306.1
138,12/14/21 10:22:32 AM,8.424,10.836,306.1
139,12/14/21 10:23:32 AM,8.424,13.212,313.1
140,12/14/21 10:24:32 AM,10.836,19.224,331.3
141,12/14/21 10:25:32 AM,6.012,10.836,325.7
142,12/14/21 10:26:32 AM,6.012,10.836,334.1
143,12/14/21 10:27:32 AM,3.600,6.012,335.5
144,12/14/21 10:28:32 AM,7.200,14.436,329.9
145,12/14/21 10:29:32 AM,9.612,14.436,327.1
146,12/14/21 10:30:32 AM,10.836,18.036,331.3
147,12/14/21 10:31:32 AM,16.848,20.448,127.8
148,12/14/21 10:32:32 AM,13.212,18.036,23.9
149,12/14/21 10:33:32 AM,15.624,16.848,61.8
150,12/14/21 10:34:32 AM,8.424,13.212,22.5
151,12/14/21 10:35:32 AM,10.836,13.212,18.3
152,12/14/21 10:36:32 AM,4.824,8.424,12.6
153,12/14/21 10:37:32 AM,7.200,10.836,14.0
154,12/14/21 10:38:32 AM,7.200,9.612,30.9
155,12/14/21 10:39:32 AM,6.012,7.200,26.7
156,12/14/21 10:40:32 AM,3.600,7.200,2.8
157,12/14/21 10:41:32 AM,6.012,9.612,355.2
158,12/14/21 10:42:32 AM,9.612,14.436,341.2
159,12/14/21 10:43:32 AM,12.024,20.448,355.2
160,12/14/21 10:44:32 AM,13.212,16.848,314.5
161,12/14/21 10:45:32 AM,10.836,14.436,325.7
162,12/14/21 10:46:32 AM,13.212,15.624,325.7
163,12/14/21 10:47:32 AM,12.024,15.624,317.3
164,12/14/21 10:48:32 AM,8.424,14.436,318.7
165,12/14/21 10:49:32 AM,7.200,13.212,294.8
166,12/14/21 10:50:32 AM,3.600,7.200,293.4
167,12/14/21 10:51:32 AM,9.612,13.212,322.9
168,12/14/21 10:52:32 AM,12.024,18.036,338.3
169,12/14/21 10:53:32 AM,13.212,18.036,349.6
170,12/14/21 10:54:32 AM,13.212,18.036,50.5
171,12/14/21 10:55:32 AM,9.612,13.212,59.0
172,12/14/21 10:56:32 AM,6.012,10.836,35.1
173,12/14/21 10:57:32 AM,8.424,10.836,68.8
174,12/14/21 10:58:32 AM,14.436,18.036,44.9
175,12/14/21 10:59:32 AM,10.836,15.624,49.1
176,12/14/21 11:00:32 AM,9.612,13.212,35.1
177,12/14/21 11:01:32 AM,10.836,18.036,336.9
178,12/14/21 11:02:32 AM,12.024,18.036,336.9
179,12/14/21 11:03:32 AM,9.612,14.436,341.2
180,12/14/21 11:04:32 AM,18.036,22.860,331.3
181,12/14/21 11:05:32 AM,12.024,19.224,19.7
182,12/14/21 11:06:32 AM,10.836,13.212,50.5
183,12/14/21 11:07:32 AM,13.212,16.848,353.8
184,12/14/21 11:08:32 AM,13.212,19.224,331.3
185,12/14/21 11:09:32 AM,14.436,20.448,335.5
186,12/14/21 11:10:32 AM,12.024,15.624,327.1
187,12/14/21 11:11:32 AM,6.012,10.836,318.7
188,12/14/21 11:12:32 AM,14.436,19.224,332.7
189,12/14/21 11:13:32 AM,16.848,19.224,320.1
190,12/14/21 11:14:32 AM,12.024,15.624,317.3
191,12/14/21 11:15:32 AM,9.612,13.212,325.7
192,12/14/21 11:16:32 AM,8.424,10.836,325.7
193,12/14/21 11:17:32 AM,8.424,9.612,334.1
194,12/14/21 11:18:32 AM,6.012,9.612,332.7
195,12/14/21 11:19:32 AM,14.436,19.224,320.1
196,12/14/21 11:20:32 AM,8.424,13.212,315.9
197,12/14/21 11:21:32 AM,10.836,14.436,338.3
198,12/14/21 11:22:32 AM,8.424,15.624,348.2
199,12/14/21 11:23:32 AM,4.824,10.836,338.3
200,12/14/21 11:24:32 AM,6.012,10.836,338.3
201,12/14/21 11:25:32 AM,6.012,9.612,332.7
202,12/14/21 11:26:32 AM,7.200,9.612,329.9
203,12/14/21 11:27:32 AM,6.012,7.200,336.9
204,12/14/21 11:28:32 AM,7.200,9.612,339.7
205,12/14/21 11:29:32 AM,8.424,15.624,1.4
206,12/14/21 11:30:32 AM,14.436,19.224,306.1
207,12/14/21 11:31:32 AM,9.612,15.624,304.7
208,12/14/21 11:32:32 AM,14.436,18.036,80.0
209,12/14/21 11:33:32 AM,16.848,22.860,57.6
210,12/14/21 11:34:32 AM,14.436,18.036,35.1
211,12/14/21 11:35:32 AM,16.848,22.860,122.1
212,12/14/21 11:36:32 AM,10.836,16.848,331.3
213,12/14/21 11:37:32 AM,8.424,12.024,338.3
214,12/14/21 11:38:32 AM,9.612,18.036,334.1
215,12/14/21 11:39:32 AM,9.612,16.848,303.2
216,12/14/21 11:40:32 AM,18.036,21.636,314.5
217,12/14/21 11:41:32 AM,12.024,16.848,304.7
218,12/14/21 11:42:32 AM,12.024,14.436,297.6
219,12/14/21 11:43:32 AM,12.024,19.224,276.6
220,12/14/21 11:44:32 AM,4.824,9.612,275.2
221,12/14/21 11:45:32 AM,9.612,15.624,286.4
222,12/14/21 11:46:32 AM,10.836,19.224,296.2
223,12/14/21 11:47:32 AM,10.836,25.236,306.1
224,12/14/21 11:48:32 AM,4.824,7.200,306.1
225,12/14/21 11:49:32 AM,1.188,6.012,306.1
226,12/14/21 11:50:32 AM,2.412,6.012,306.1
227,12/14/21 11:51:32 AM,10.836,15.624,290.6
228,12/14/21 11:52:32 AM,15.624,26.460,304.7
229,12/14/21 11:53:32 AM,13.212,20.448,321.5
230,12/14/21 11:54:32 AM,16.848,21.636,313.1
231,12/14/21 11:55:32 AM,19.224,25.236,294.8
232,12/14/21 11:56:32 AM,15.624,20.448,249.9
233,12/14/21 11:57:32 AM,13.212,18.036,234.5
234,12/14/21 11:58:32 AM,16.848,27.648,280.8
235,12/14/21 11:59:32 AM,16.848,19.224,279.4
236,12/14/21 12:00:32 PM,10.836,14.436,262.5
237,12/14/21 12:01:32 PM,15.624,21.636,271.0
238,12/14/21 12:02:32 PM,15.624,19.224,324.3
239,12/14/21 12:03:32 PM,9.612,13.212,335.5
240,12/14/21 12:04:32 PM,10.836,14.436,328.5
241,12/14/21 12:05:32 PM,22.860,33.660,300.4
242,12/14/21 12:06:32 PM,14.436,21.636,289.2
243,12/14/21 12:07:32 PM,20.448,26.460,300.4
244,12/14/21 12:08:32 PM,16.848,28.872,324.3
245,12/14/21 12:09:32 PM,16.848,25.236,322.9
246,12/14/21 12:10:32 PM,19.224,26.460,313.1
247,12/14/21 12:11:32 PM,16.848,24.048,303.2
248,12/14/21 12:12:32 PM,19.224,22.860,292.0
249,12/14/21 12:13:32 PM,8.424,20.448,289.2
250,12/14/21 12:14:32 PM,6.012,8.424,289.2
251,12/14/21 12:15:32 PM,15.624,21.636,287.8
252,12/14/21 12:16:32 PM,13.212,20.448,287.8
253,12/14/21 12:17:32 PM,2.412,3.600,286.4
254,12/14/21 12:18:32 PM,8.424,13.212,314.5
255,12/14/21 12:19:32 PM,20.448,25.236,304.7
256,12/14/21 12:20:32 PM,18.036,22.860,304.7
257,12/14/21 12:21:32 PM,18.036,24.048,314.5
258,12/14/21 12:22:32 PM,22.860,28.872,322.9
259,12/14/21 12:23:32 PM,16.848,21.636,313.1
260,12/14/21 12:24:32 PM,15.624,20.448,297.6
261,12/14/21 12:25:32 PM,21.636,30.060,297.6
262,12/14/21 12:26:32 PM,15.624,24.048,296.2
263,12/14/21 12:27:32 PM,20.448,27.648,313.1
264,12/14/21 12:28:32 PM,26.460,33.660,317.3
265,12/14/21 12:29:32 PM,22.860,33.660,321.5
266,12/14/21 12:30:32 PM,20.448,33.660,317.3
267,12/14/21 12:31:32 PM,18.036,24.048,22.5
268,12/14/21 12:32:32 PM,34.848,43.272,328.5
269,12/14/21 12:33:32 PM,22.860,31.248,299.0
270,12/14/21 12:34:32 PM,16.848,30.060,293.4
271,12/14/21 12:35:32 PM,20.448,30.060,311.7
272,12/14/21 12:36:32 PM,24.048,31.248,314.5
273,12/14/21 12:37:32 PM,24.048,31.248,320.1
274,12/14/21 12:38:32 PM,27.648,39.672,320.1
275,12/14/21 12:39:32 PM,20.448,26.460,293.4
276,12/14/21 12:40:32 PM,9.612,21.636,314.5
277,12/14/21 12:41:32 PM,12.024,20.448,164.3
278,12/14/21 12:42:32 PM,24.048,27.648,247.1
279,12/14/21 12:43:32 PM,21.636,30.060,249.9
280,12/14/21 12:44:32 PM,18.036,28.872,248.5
281,12/14/21 12:45:32 PM,22.860,31.248,262.5
282,12/14/21 12:46:32 PM,22.860,27.648,265.3
283,12/14/21 12:47:32 PM,22.860,31.248,269.6
284,12/14/21 12:48:32 PM,16.848,25.236,268.1
285,12/14/21 12:49:32 PM,24.048,32.472,282.2
286,12/14/21 12:50:32 PM,39.672,52.884,245.7
287,12/14/21 12:51:32 PM,36.072,44.496,261.1
288,12/14/21 12:52:32 PM,28.872,42.084,269.6
289,12/14/21 12:53:32 PM,37.260,50.508,186.7
290,12/14/21 12:54:32 PM,39.672,50.508,174.1
291,12/14/21 12:55:32 PM,40.860,68.544,119.3
292,12/14/21 12:56:32 PM,20.448,26.460,85.6
293,12/14/21 12:57:32 PM,31.248,60.120,67.4
294,12/14/21 12:58:32 PM,48.096,57.708,63.2
295,12/14/21 12:59:32 PM,31.248,39.672,60.4
296,12/14/21 01:00:32 PM,27.648,33.660,61.8
297,12/14/21 01:01:32 PM,21.636,27.648,84.2
298,12/14/21 01:02:32 PM,22.860,31.248,63.2
299,12/14/21 01:03:32 PM,24.048,27.648,57.6
300,12/14/21 01:04:32 PM,20.448,27.648,60.4
301,12/14/21 01:05:32 PM,6.012,15.624,70.2
302,12/14/21 01:06:32 PM,9.612,18.036,95.5
303,12/14/21 01:07:32 PM,18.036,26.460,94.1
304,12/14/21 01:08:32 PM,12.024,19.224,77.2
305,12/14/21 01:09:32 PM,9.612,13.212,35.1
306,12/14/21 01:10:32 PM,8.424,13.212,40.7
307,12/14/21 01:11:32 PM,3.600,7.200,35.1
308,12/14/21 01:12:32 PM,0.000,1.188,35.1
309,12/14/21 01:13:32 PM,7.200,15.624,74.4
310,12/14/21 01:14:32 PM,8.424,18.036,185.3
311,12/14/21 01:15:32 PM,14.436,16.848,126.4
312,12/14/21 01:16:32 PM,13.212,19.224,143.2
313,12/14/21 01:17:32 PM,13.212,19.224,115.1
314,12/14/21 01:18:32 PM,12.024,24.048,51.9
315,12/14/21 01:19:32 PM,8.424,10.836,49.1
316,12/14/21 01:20:32 PM,4.824,12.024,154.4
317,12/14/21 01:21:32 PM,10.836,14.436,64.6
318,12/14/21 01:22:32 PM,7.200,13.212,32.3
319,12/14/21 01:23:32 PM,9.612,15.624,33.7
320,12/14/21 01:24:32 PM,14.436,25.236,33.7
321,12/14/21 01:25:32 PM,21.636,28.872,40.7
322,12/14/21 01:26:32 PM,13.212,22.860,21.1
323,12/14/21 01:27:32 PM,26.460,31.248,23.9
324,12/14/21 01:28:32 PM,24.048,30.060,33.7
325,12/14/21 01:29:32 PM,19.224,25.236,26.7
326,12/14/21 01:30:32 PM,12.024,19.224,22.5
327,12/14/21 01:31:32 PM,14.436,19.224,60.4
328,12/14/21 01:32:32 PM,20.448,31.248,23.9
329,12/14/21 01:33:32 PM,16.848,25.236,336.9
330,12/14/21 01:34:32 PM,26.460,30.060,4.2
331,12/14/21 01:35:32 PM,32.472,36.072,40.7
332,12/14/21 01:36:32 PM,30.060,42.084,49.1
333,12/14/21 01:37:32 PM,33.660,45.684,66.0
334,12/14/21 01:38:32 PM,28.872,34.848,57.6
335,12/14/21 01:39:32 PM,26.460,34.848,54.8
336,12/14/21 01:40:32 PM,22.860,27.648,61.8
337,12/14/21 01:41:32 PM,21.636,30.060,40.7
338,12/14/21 01:42:32 PM,16.848,22.860,46.3
339,12/14/21 01:43:32 PM,20.448,26.460,43.5
340,12/14/21 01:44:32 PM,19.224,25.236,53.3
341,12/14/21 01:45:32 PM,30.060,38.484,66.0
342,12/14/21 01:46:32 PM,21.636,27.648,64.6
343,12/14/21 01:47:32 PM,27.648,37.260,2.8
344,12/14/21 01:48:32 PM,32.472,37.260,336.9
345,12/14/21 01:49:32 PM,28.872,37.260,336.9
346,12/14/21 01:50:32 PM,19.224,27.648,81.4
347,12/14/21 01:51:32 PM,30.060,37.260,50.5
348,12/14/21 01:52:32 PM,28.872,39.672,73.0
349,12/14/21 01:53:32 PM,24.048,27.648,60.4
350,12/14/21 01:54:32 PM,20.448,26.460,61.8
351,12/14/21 01:55:32 PM,19.224,22.860,66.0
352,12/14/21 01:56:32 PM,24.048,30.060,43.5
353,12/14/21 01:57:32 PM,21.636,27.648,51.9
354,12/14/21 01:58:32 PM,16.848,21.636,57.6
355,12/14/21 01:59:32 PM,6.012,10.836,43.5
356,12/14/21 02:00:32 PM,20.448,30.060,40.7
357,12/14/21 02:01:32 PM,18.036,25.236,51.9
358,12/14/21 02:02:32 PM,18.036,21.636,54.8
359,12/14/21 02:03:32 PM,8.424,15.624,94.1
360,12/14/21 02:04:32 PM,6.012,8.424,153.0
361,12/14/21 02:05:32 PM,7.200,12.024,42.1
362,12/14/21 02:06:32 PM,4.824,10.836,25.3
363,12/14/21 02:07:32 PM,4.824,7.200,50.5
364,12/14/21 02:08:32 PM,12.024,15.624,30.9
365,12/14/21 02:09:32 PM,4.824,8.424,33.7
366,12/14/21 02:10:32 PM,12.024,14.436,77.2
367,12/14/21 02:11:32 PM,10.836,13.212,22.5
368,12/14/21 02:12:32 PM,6.012,9.612,46.3
369,12/14/21 02:13:32 PM,14.436,20.448,87.0
370,12/14/21 02:14:32 PM,15.624,21.636,96.9
371,12/14/21 02:15:32 PM,12.024,18.036,108.1
372,12/14/21 02:16:32 PM,10.836,14.436,66.0
373,12/14/21 02:17:32 PM,12.024,13.212,68.8
374,12/14/21 02:18:32 PM,10.836,13.212,57.6
375,12/14/21 02:19:32 PM,8.424,18.036,87.0
376,12/14/21 02:20:32 PM,18.036,25.236,120.7
377,12/14/21 02:21:32 PM,16.848,21.636,157.2
378,12/14/21 02:22:32 PM,10.836,14.436,192.3
379,12/14/21 02:23:32 PM,14.436,16.848,178.3
380,12/14/21 02:24:32 PM,19.224,27.648,158.6
381,12/14/21 02:25:32 PM,22.860,27.648,165.7
382,12/14/21 02:26:32 PM,16.848,24.048,181.1
383,12/14/21 02:27:32 PM,9.612,21.636,220.4
384,12/14/21 02:28:32 PM,6.012,9.612,240.1
385,12/14/21 02:29:32 PM,14.436,21.636,141.8
386,12/14/21 02:30:32 PM,14.436,21.636,99.7
387,12/14/21 02:31:32 PM,18.036,24.048,108.1
388,12/14/21 02:32:32 PM,19.224,22.860,99.7
389,12/14/21 02:33:32 PM,21.636,25.236,105.3
390,12/14/21 02:34:32 PM,16.848,26.460,139.0
391,12/14/21 02:35:32 PM,10.836,16.848,155.8
392,12/14/21 02:36:32 PM,13.212,20.448,132.0
393,12/14/21 02:37:32 PM,14.436,21.636,106.7
394,12/14/21 02:38:32 PM,26.460,34.848,139.0
395,12/14/21 02:39:32 PM,24.048,34.848,198.0
396,12/14/21 02:40:32 PM,24.048,38.484,193.7
397,12/14/21 02:41:32 PM,27.648,36.072,193.7
398,12/14/21 02:42:32 PM,20.448,25.236,188.1
399,12/14/21 02:43:32 PM,14.436,20.448,217.6
400,12/14/21 02:44:32 PM,21.636,27.648,206.4
401,12/14/21 02:45:32 PM,9.612,15.624,227.4
402,12/14/21 02:46:32 PM,4.824,8.424,240.1
403,12/14/21 02:47:32 PM,13.212,25.236,228.8
404,12/14/21 02:48:32 PM,15.624,20.448,183.9
405,12/14/21 02:49:32 PM,15.624,19.224,130.6
406,12/14/21 02:50:32 PM,21.636,32.472,158.6
407,12/14/21 02:51:32 PM,28.872,39.672,151.6
408,12/14/21 02:52:32 PM,24.048,38.484,137.6
409,12/14/21 02:53:32 PM,27.648,37.260,169.9
410,12/14/21 02:54:32 PM,22.860,34.848,181.1
411,12/14/21 02:55:32 PM,16.848,28.872,193.7
412,12/14/21 02:56:32 PM,20.448,32.472,164.3
413,12/14/21 02:57:32 PM,22.860,27.648,150.2
414,12/14/21 02:58:32 PM,22.860,30.060,164.3
415,12/14/21 02:59:32 PM,22.860,30.060,167.1
416,12/14/21 03:00:32 PM,26.460,33.660,133.4
417,12/14/21 03:01:32 PM,24.048,33.660,150.2
418,12/14/21 03:02:32 PM,21.636,27.648,207.8
419,12/14/21 03:03:32 PM,18.036,22.860,160.0
420,12/14/21 03:04:32 PM,15.624,24.048,227.4
421,12/14/21 03:05:32 PM,8.424,12.024,202.2
422,12/14/21 03:06:32 PM,10.836,20.448,214.8
423,12/14/21 03:07:32 PM,21.636,34.848,188.1
424,12/14/21 03:08:32 PM,20.448,32.472,160.0
425,12/14/21 03:09:32 PM,36.072,46.872,185.3
426,12/14/21 03:10:32 PM,24.048,38.484,174.1
427,12/14/21 03:11:32 PM,21.636,27.648,169.9
428,12/14/21 03:12:32 PM,31.248,39.672,168.5
429,12/14/21 03:13:32 PM,15.624,28.872,186.7
430,12/14/21 03:14:32 PM,10.836,15.624,186.7
431,12/14/21 03:15:32 PM,14.436,20.448,219.0
432,12/14/21 03:16:32 PM,10.836,14.436,213.4
433,12/14/21 03:17:32 PM,13.212,18.036,158.6
434,12/14/21 03:18:32 PM,26.460,38.484,137.6
435,12/14/21 03:19:32 PM,24.048,28.872,133.4
436,12/14/21 03:20:32 PM,25.236,37.260,147.4
437,12/14/21 03:21:32 PM,43.272,49.284,167.1
438,12/14/21 03:22:32 PM,38.484,56.520,172.7
439,12/14/21 03:23:32 PM,37.260,45.684,157.2
440,12/14/21 03:24:32 PM,37.260,49.284,167.1
441,12/14/21 03:25:32 PM,33.660,48.096,178.3
442,12/14/21 03:26:32 PM,25.236,31.248,198.0
443,12/14/21 03:27:32 PM,15.624,21.636,179.7
444,12/14/21 03:28:32 PM,21.636,36.072,176.9
445,12/14/21 03:29:32 PM,30.060,39.672,206.4
446,12/14/21 03:30:32 PM,20.448,40.860,160.0
447,12/14/21 03:31:32 PM,13.212,22.860,167.1
448,12/14/21 03:32:32 PM,20.448,28.872,167.1
449,12/14/21 03:33:32 PM,15.624,22.860,161.5
450,12/14/21 03:34:32 PM,22.860,31.248,148.8
451,12/14/21 03:35:32 PM,31.248,43.272,176.9
452,12/14/21 03:36:32 PM,24.048,26.460,174.1
453,12/14/21 03:37:32 PM,22.860,25.236,182.5
454,12/14/21 03:38:32 PM,34.848,40.860,153.0
455,12/14/21 03:39:32 PM,26.460,37.260,161.5
456,12/14/21 03:40:32 PM,30.060,38.484,140.4
457,12/14/21 03:41:32 PM,26.460,32.472,119.3
458,12/14/21 03:42:32 PM,30.060,36.072,115.1
459,12/14/21 03:43:32 PM,26.460,36.072,140.4
460,12/14/21 03:44:32 PM,25.236,38.484,209.2
461,12/14/21 03:45:32 PM,30.060,39.672,176.9
462,12/14/21 03:46:32 PM,34.848,42.084,161.5
463,12/14/21 03:47:32 PM,30.060,34.848,153.0
464,12/14/21 03:48:32 PM,30.060,37.260,146.0
465,12/14/21 03:49:32 PM,27.648,30.060,139.0
466,12/14/21 03:50:32 PM,30.060,39.672,129.2
467,12/14/21 03:51:32 PM,26.460,38.484,123.5
468,12/14/21 03:52:32 PM,27.648,36.072,139.0
469,12/14/21 03:53:32 PM,31.248,44.496,167.1
470,12/14/21 03:54:32 PM,26.460,33.660,212.0
471,12/14/21 03:55:32 PM,27.648,36.072,182.5
472,12/14/21 03:56:32 PM,32.472,49.284,162.9
473,12/14/21 03:57:32 PM,25.236,32.472,160.0
474,12/14/21 03:58:32 PM,19.224,27.648,189.5
475,12/14/21 03:59:32 PM,28.872,33.660,141.8
476,12/14/21 04:00:32 PM,31.248,39.672,169.9
